Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	60.940000	61.790000	4000.000000	18000.000000	8000.000000	Twitter	8.564338	23.679970	NaN	NaN	50.426863	0.000000
2	Spectrogram 1	1	111.010000	111.690000	4000.000000	18000.000000	8000.000000	Trill	15.196862	27.272131	NaN	NaN	131.494759	0.000000
3	Spectrogram 1	1	137.270000	137.290000	4000.000000	18000.000000	8000.000000	Sd-peep	10.704513	11.093083	NaN	NaN	33.789260	0.000000
4	Spectrogram 1	1	143.330000	143.420000	4000.000000	18000.000000	8000.000000	Phee	4.506453	6.852744	NaN	NaN	38.624929	0.000000
5	Spectrogram 1	1	149.590000	150.420000	4000.000000	18000.000000	8000.000000	Trill	12.956018	30.000000	NaN	NaN	117.465947	0.000000
6	Spectrogram 1	1	150.530000	150.980000	4000.000000	18000.000000	8000.000000	Trill	13.301403	30.000000	NaN	NaN	133.825475	0.000000
7	Spectrogram 1	1	170.520000	170.560000	4000.000000	18000.000000	8000.000000	Trill	7.916896	8.146871	NaN	NaN	30.211285	0.000000
8	Spectrogram 1	1	170.740000	170.780000	4000.000000	18000.000000	8000.000000	Trillphee	7.453912	7.631220	NaN	NaN	29.852281	0.000000
9	Spectrogram 1	1	174.400000	175.520000	4000.000000	18000.000000	8000.000000	Trill	13.523125	30.000000	NaN	NaN	185.687399	0.000000
10	Spectrogram 1	1	182.270000	182.300000	4000.000000	18000.000000	8000.000000	Trill	5.930509	8.594960	NaN	NaN	30.765996	0.000000
11	Spectrogram 1	1	190.180000	190.220000	4000.000000	18000.000000	8000.000000	Trill	8.342428	11.131252	NaN	NaN	32.378144	0.000000
12	Spectrogram 1	1	191.530000	193.140000	4000.000000	18000.000000	8000.000000	Trill	12.407185	30.000000	NaN	NaN	156.695278	0.000000
13	Spectrogram 1	1	202.400000	202.500000	4000.000000	18000.000000	8000.000000	Trill	4.143964	22.018196	NaN	NaN	96.175473	0.000000
14	Spectrogram 1	1	205.850000	205.900000	4000.000000	18000.000000	8000.000000	Trill	7.209144	8.699025	NaN	NaN	36.986534	0.000000
15	Spectrogram 1	1	264.440000	265.170000	4000.000000	18000.000000	8000.000000	Trill	11.903879	30.000000	NaN	NaN	141.089364	0.000000
16	Spectrogram 1	1	265.270000	265.750000	4000.000000	18000.000000	8000.000000	Trill	10.796372	30.000000	NaN	NaN	140.847337	0.000000
17	Spectrogram 1	1	265.840000	266.210000	4000.000000	18000.000000	8000.000000	Trill	12.259749	29.318254	NaN	NaN	130.141140	0.000000
18	Spectrogram 1	1	293.850000	294.380000	4000.000000	18000.000000	8000.000000	Trill	8.134058	20.500056	NaN	NaN	95.877142	0.000000
19	Spectrogram 1	1	294.450000	294.820000	4000.000000	18000.000000	8000.000000	Trillphee	6.461841	19.592357	NaN	NaN	56.544246	0.000000
20	Spectrogram 1	1	294.920000	295.240000	4000.000000	18000.000000	8000.000000	Trill	7.759215	18.627663	NaN	NaN	53.300368	0.000000
21	Spectrogram 1	1	299.520000	299.630000	4000.000000	18000.000000	8000.000000	Trill	8.556241	12.301826	NaN	NaN	29.230504	0.000000
22	Spectrogram 1	1	299.800000	299.940000	4000.000000	18000.000000	8000.000000	Trill	10.337428	10.450862	NaN	NaN	32.103305	0.000000
