Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	13.620000	13.880000	4000.000000	18000.000000	8000.000000	Trill	6.007615	15.000000	NaN	NaN	103.813630	0.000000
2	Spectrogram 1	1	17.890000	18.210000	4000.000000	18000.000000	8000.000000	Trill	11.196145	15.000000	NaN	NaN	145.631408	0.000000
3	Spectrogram 1	1	22.270000	22.290000	4000.000000	18000.000000	8000.000000	Trill	7.897871	11.563124	NaN	NaN	71.478315	0.000000
4	Spectrogram 1	1	22.350000	22.920000	4000.000000	18000.000000	8000.000000	Trill	8.287061	15.000000	NaN	NaN	90.935598	0.000000
5	Spectrogram 1	1	25.470000	25.490000	4000.000000	18000.000000	8000.000000	Trillphee	5.267742	9.567987	NaN	NaN	55.780059	0.000000
6	Spectrogram 1	1	31.150000	31.400000	4000.000000	18000.000000	8000.000000	Trill	12.745253	15.000000	NaN	NaN	94.082733	0.000000
7	Spectrogram 1	1	68.650000	68.980000	4000.000000	18000.000000	8000.000000	Trill	11.761914	15.000000	NaN	NaN	102.004305	0.000000
8	Spectrogram 1	1	71.940000	72.090000	4000.000000	18000.000000	8000.000000	Trill	11.900622	15.000000	NaN	NaN	142.384057	0.000000
9	Spectrogram 1	1	72.400000	72.710000	4000.000000	18000.000000	8000.000000	Phee	13.317307	15.000000	NaN	NaN	171.385870	0.000000
10	Spectrogram 1	1	80.420000	81.540000	4000.000000	18000.000000	8000.000000	Trillphee	14.006467	20.287169	NaN	NaN	136.299350	0.000000
11	Spectrogram 1	1	113.370000	113.660000	4000.000000	18000.000000	8000.000000	Trill	10.517723	15.000000	NaN	NaN	148.606856	0.000000
12	Spectrogram 1	1	115.390000	115.620000	4000.000000	18000.000000	8000.000000	Trill	9.995490	15.000000	NaN	NaN	74.161528	0.000000
13	Spectrogram 1	1	119.080000	119.420000	4000.000000	18000.000000	8000.000000	Trill	9.974763	15.000000	NaN	NaN	84.776935	0.000000
14	Spectrogram 1	1	125.790000	125.950000	4000.000000	18000.000000	8000.000000	Trill	11.822783	15.000000	NaN	NaN	117.647130	0.000000
15	Spectrogram 1	1	133.580000	133.870000	4000.000000	18000.000000	8000.000000	Trill	7.543521	14.187084	NaN	NaN	60.721565	0.000000
16	Spectrogram 1	1	194.860000	195.070000	4000.000000	18000.000000	8000.000000	Trill	9.960148	13.905613	NaN	NaN	81.838329	0.000000
17	Spectrogram 1	1	195.110000	195.140000	4000.000000	18000.000000	8000.000000	Trill	8.123135	9.910975	NaN	NaN	57.653216	0.000000
18	Spectrogram 1	1	202.570000	202.810000	4000.000000	18000.000000	8000.000000	Trill	9.941814	15.000000	NaN	NaN	85.589425	0.000000
19	Spectrogram 1	1	207.820000	207.970000	4000.000000	18000.000000	8000.000000	Trill	10.052671	15.000000	NaN	NaN	100.415974	0.000000
20	Spectrogram 1	1	210.430000	210.540000	4000.000000	18000.000000	8000.000000	Trill	8.031812	15.000000	NaN	NaN	150.546876	0.000000
21	Spectrogram 1	1	210.640000	210.870000	4000.000000	18000.000000	8000.000000	Twitter	9.122189	20.928459	NaN	NaN	82.854275	0.000000
22	Spectrogram 1	1	210.920000	211.270000	4000.000000	18000.000000	8000.000000	Twitter	8.845324	21.727148	NaN	NaN	72.568374	0.000000
23	Spectrogram 1	1	211.330000	211.400000	4000.000000	18000.000000	8000.000000	Twitter	13.677247	19.140251	NaN	NaN	115.829080	0.000000
