Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	3	2.586000	2.942000	4000.000000	18000.000000	8000.000000	Trill	13.904359	-39.008955	43.107689	0
2	Spectrogram 1	3	5.826000	6.080000	4000.000000	18000.000000	8000.000000	Trill	8.555548	-36.102128	41.567560	0
3	Spectrogram 1	3	13.032000	13.118000	4000.000000	18000.000000	8000.000000	Trill	10.952641	-37.445946	41.532945	0
4	Spectrogram 1	3	30.660000	30.896000	4000.000000	18000.000000	8000.000000	Trill	8.791945	-39.256419	32.325829	0
5	Spectrogram 1	3	37.236000	37.334000	4000.000000	18000.000000	8000.000000	Trill	11.346733	-40.313842	31.530603	3
6	Spectrogram 1	3	45.288000	45.362000	4000.000000	18000.000000	8000.000000	Trill	12.646439	-40.040880	32.693337	0
7	Spectrogram 1	3	46.656000	46.688000	4000.000000	18000.000000	8000.000000	Trill	13.549035	-40.896430	31.429394	3
8	Spectrogram 1	3	49.614000	49.784000	4000.000000	18000.000000	8000.000000	Trill	9.071258	-35.497391	37.597470	0
9	Spectrogram 1	3	49.836000	49.946000	4000.000000	18000.000000	8000.000000	Trill	6.368426	-37.011094	30.970115	3
10	Spectrogram 1	3	50.046000	50.132000	4000.000000	18000.000000	8000.000000	Trill	8.583172	-38.316477	33.130809	0
11	Spectrogram 1	3	52.794000	52.850000	4000.000000	18000.000000	8000.000000	Trill	7.847309	-35.876095	47.217785	0
12	Spectrogram 1	3	52.932000	52.994000	4000.000000	18000.000000	8000.000000	Trill	7.649571	-35.635398	48.543427	0
13	Spectrogram 1	3	53.070000	53.132000	4000.000000	18000.000000	8000.000000	Trill	7.728877	-35.271623	46.617552	0
14	Spectrogram 1	3	53.208000	53.276000	4000.000000	18000.000000	8000.000000	Trill	8.184222	-35.810337	47.074280	0
15	Spectrogram 1	3	53.340000	53.408000	4000.000000	18000.000000	8000.000000	Trill	8.429172	-35.920578	49.408861	0
16	Spectrogram 1	3	53.472000	53.540000	4000.000000	18000.000000	8000.000000	Trill	9.131097	-36.132472	51.340573	0
17	Spectrogram 1	3	53.604000	53.654000	4000.000000	18000.000000	8000.000000	Trill	10.668135	-36.068310	56.351320	0
18	Spectrogram 1	3	58.146000	58.226000	4000.000000	18000.000000	8000.000000	Twitter	12.561400	-29.678707	55.305055	0
19	Spectrogram 1	3	75.894000	76.166000	4000.000000	18000.000000	8000.000000	Trill	12.862696	-40.338284	34.210532	0
20	Spectrogram 1	3	88.032000	88.076000	4000.000000	18000.000000	8000.000000	Trill	12.376170	-38.357267	30.241614	3
21	Spectrogram 1	3	98.490000	99.980000	4000.000000	18000.000000	8000.000000	Phee	4.541739	-25.026526	43.316009	1
22	Spectrogram 1	3	100.486000	101.460000	4000.000000	18000.000000	8000.000000	Phee	5.286683	-26.967267	56.013783	0
23	Spectrogram 1	3	107.218000	107.250000	4000.000000	18000.000000	8000.000000	Trill	9.009543	-36.019947	47.193448	0
24	Spectrogram 1	3	107.254000	107.268000	4000.000000	18000.000000	8000.000000	Trill	9.074401	-38.090225	36.517660	2
25	Spectrogram 1	3	107.338000	107.364000	4000.000000	18000.000000	8000.000000	Trill	7.750408	-36.843370	32.712928	0
26	Spectrogram 1	3	107.458000	107.484000	4000.000000	18000.000000	8000.000000	Trill	7.403579	-36.939253	34.021914	0
27	Spectrogram 1	3	107.572000	107.598000	4000.000000	18000.000000	8000.000000	Trill	7.226979	-36.694530	37.239820	0
28	Spectrogram 1	3	107.692000	107.712000	4000.000000	18000.000000	8000.000000	Trill	9.041870	-34.573875	41.655870	0
29	Spectrogram 1	3	107.776000	107.790000	4000.000000	18000.000000	8000.000000	Trill	8.002873	-35.923013	37.456385	2
30	Spectrogram 1	3	107.806000	107.838000	4000.000000	18000.000000	8000.000000	Trill	7.553529	-36.244438	40.071457	0
31	Spectrogram 1	3	107.920000	107.952000	4000.000000	18000.000000	8000.000000	Trill	8.126123	-35.800903	44.232036	0
32	Spectrogram 1	3	108.760000	108.834000	4000.000000	18000.000000	8000.000000	Twitter	12.972323	-27.843991	45.413977	0
33	Spectrogram 1	3	108.862000	108.876000	4000.000000	18000.000000	8000.000000	Trill	10.775750	-38.294417	36.464955	2
34	Spectrogram 1	3	108.910000	108.984000	4000.000000	18000.000000	8000.000000	Twitter	12.532963	-28.471468	47.306344	0
35	Spectrogram 1	3	109.054000	109.140000	4000.000000	18000.000000	8000.000000	Twitter	12.440971	-30.044169	48.279672	0
36	Spectrogram 1	3	109.192000	109.272000	4000.000000	18000.000000	8000.000000	Twitter	12.251799	-29.909701	59.508637	0
37	Spectrogram 1	3	109.330000	109.410000	4000.000000	18000.000000	8000.000000	Trill	12.506753	-29.970510	75.171898	0
38	Spectrogram 1	3	109.462000	109.542000	4000.000000	18000.000000	8000.000000	Trill	12.025685	-30.193321	94.084625	0
39	Spectrogram 1	3	109.810000	109.830000	4000.000000	18000.000000	8000.000000	Phee	8.705522	-37.738044	33.981918	2
40	Spectrogram 1	3	109.936000	109.956000	4000.000000	18000.000000	8000.000000	Trill	8.790785	-37.835904	35.946960	2
41	Spectrogram 1	3	110.032000	110.082000	4000.000000	18000.000000	8000.000000	Trill	9.830747	-38.026642	40.972847	0
42	Spectrogram 1	3	110.122000	110.136000	4000.000000	18000.000000	8000.000000	Trill	9.767937	-37.812267	39.277791	2
43	Spectrogram 1	3	110.170000	110.196000	4000.000000	18000.000000	8000.000000	Trill	11.540656	-40.361501	34.628797	0
44	Spectrogram 1	3	112.732000	112.818000	4000.000000	18000.000000	8000.000000	Trill	11.733785	-39.438176	33.230985	0
45	Spectrogram 1	3	114.976000	115.020000	4000.000000	18000.000000	8000.000000	Trill	14.486314	-39.747087	32.341550	0
46	Spectrogram 1	3	160.006000	160.074000	4000.000000	18000.000000	8000.000000	Trill	12.842106	-38.826911	42.250398	0
47	Spectrogram 1	3	170.710000	170.772000	4000.000000	18000.000000	8000.000000	Trill	9.633204	-34.851486	46.458282	0
48	Spectrogram 1	3	170.830000	170.910000	4000.000000	18000.000000	8000.000000	Trill	10.887839	-36.061774	51.711375	0
49	Spectrogram 1	3	179.074000	179.184000	4000.000000	18000.000000	8000.000000	Trill	8.673017	-39.414315	30.115496	3
50	Spectrogram 1	3	179.656000	179.676000	4000.000000	18000.000000	8000.000000	Trill	8.439773	-34.668444	35.942056	2
51	Spectrogram 1	3	179.788000	179.802000	4000.000000	18000.000000	8000.000000	Phee	8.302459	-33.841413	39.716944	2
52	Spectrogram 1	3	179.896000	179.928000	4000.000000	18000.000000	8000.000000	Trill	8.054824	-34.600847	41.005273	0
53	Spectrogram 1	3	180.028000	180.048000	4000.000000	18000.000000	8000.000000	Trill	8.085482	-34.236806	39.223169	2
54	Spectrogram 1	3	180.142000	180.162000	4000.000000	18000.000000	8000.000000	Trill	8.511296	-36.307052	37.227048	2
55	Spectrogram 1	3	183.388000	183.540000	4000.000000	18000.000000	8000.000000	Trillphee	7.815760	-39.330401	33.866672	0
56	Spectrogram 1	3	183.604000	183.636000	4000.000000	18000.000000	8000.000000	Trill	5.547604	-36.165863	39.409034	0
57	Spectrogram 1	3	183.754000	183.780000	4000.000000	18000.000000	8000.000000	Phee	6.182811	-34.928004	39.392832	0
58	Spectrogram 1	3	183.904000	183.918000	4000.000000	18000.000000	8000.000000	Phee	6.297627	-34.813788	38.209965	2
59	Spectrogram 1	3	184.024000	184.038000	4000.000000	18000.000000	8000.000000	Trill	5.970595	-35.613063	38.995688	2
60	Spectrogram 1	3	184.282000	184.320000	4000.000000	18000.000000	8000.000000	Trill	5.965029	-35.419133	40.658001	0
61	Spectrogram 1	3	184.330000	184.362000	4000.000000	18000.000000	8000.000000	Trill	8.459635	-36.702896	39.421937	0
62	Spectrogram 1	3	184.360000	184.386000	4000.000000	18000.000000	8000.000000	Trill	9.484327	-38.443257	40.429303	0
63	Spectrogram 1	3	184.414000	184.458000	4000.000000	18000.000000	8000.000000	Trill	6.281783	-36.769354	38.609730	0
64	Spectrogram 1	3	184.498000	184.512000	4000.000000	18000.000000	8000.000000	Trill	10.212361	-38.773277	40.585811	2
65	Spectrogram 1	3	188.344000	188.418000	4000.000000	18000.000000	8000.000000	Twitter	12.167572	-30.193065	46.042361	0
66	Spectrogram 1	3	188.584000	188.706000	4000.000000	18000.000000	8000.000000	Trill	10.416571	-35.031206	30.783074	3
67	Spectrogram 1	3	191.248000	191.562000	4000.000000	18000.000000	8000.000000	Trill	10.497655	-39.471717	36.149275	0
68	Spectrogram 1	3	191.968000	192.132000	4000.000000	18000.000000	8000.000000	Trill	10.858959	-40.328010	31.830243	3
69	Spectrogram 1	3	193.144000	193.410000	4000.000000	18000.000000	8000.000000	Trill	8.818964	-39.363434	31.678395	3
70	Spectrogram 1	3	194.644000	194.778000	4000.000000	18000.000000	8000.000000	Trill	8.387140	-35.069479	34.264511	0
71	Spectrogram 1	3	194.806000	195.234000	4000.000000	18000.000000	8000.000000	Trill	7.508161	-32.826438	36.659105	0
72	Spectrogram 1	3	195.292000	195.384000	4000.000000	18000.000000	8000.000000	Trill	8.009774	-35.406343	31.286169	3
73	Spectrogram 1	3	195.478000	195.600000	4000.000000	18000.000000	8000.000000	Trill	6.700207	-35.497906	37.190661	0
74	Spectrogram 1	3	195.688000	195.798000	4000.000000	18000.000000	8000.000000	Trill	6.169024	-35.995604	31.446331	3
75	Spectrogram 1	3	198.988000	199.032000	4000.000000	18000.000000	8000.000000	Trill	8.730678	-34.367605	39.341696	0
76	Spectrogram 1	3	199.108000	199.164000	4000.000000	18000.000000	8000.000000	Trill	8.798941	-34.121639	42.878425	0
77	Spectrogram 1	3	199.378000	199.428000	4000.000000	18000.000000	8000.000000	Trill	9.206259	-35.716030	45.732414	0
78	Spectrogram 1	3	203.030000	203.104000	4000.000000	18000.000000	8000.000000	Trill	11.374078	-38.526085	39.456038	0
79	Spectrogram 1	3	203.222000	203.428000	4000.000000	18000.000000	8000.000000	Trill	12.664291	-39.602531	35.215176	0
80	Spectrogram 1	3	211.172000	211.372000	4000.000000	18000.000000	8000.000000	Trill	12.209557	-39.808280	37.102779	0
81	Spectrogram 1	3	216.164000	216.256000	4000.000000	18000.000000	8000.000000	Trill	12.721305	-39.147961	37.257829	0
82	Spectrogram 1	3	221.390000	221.722000	4000.000000	18000.000000	8000.000000	Trill	11.408170	-40.020116	32.512944	0
83	Spectrogram 1	3	230.984000	231.106000	4000.000000	18000.000000	8000.000000	Trill	8.968406	-39.894534	34.087985	0
84	Spectrogram 1	3	235.760000	236.080000	4000.000000	18000.000000	8000.000000	Trill	10.191827	-40.091448	32.274172	0
85	Spectrogram 1	3	241.754000	241.786000	4000.000000	18000.000000	8000.000000	Trill	18.260863	-41.232402	33.168781	0
86	Spectrogram 1	3	246.608000	246.766000	4000.000000	18000.000000	8000.000000	Trill	9.112968	-38.319105	30.167840	3
87	Spectrogram 1	3	246.836000	247.060000	4000.000000	18000.000000	8000.000000	Trill	11.294968	-40.664284	30.039817	3
88	Spectrogram 1	3	249.500000	249.634000	4000.000000	18000.000000	8000.000000	Trill	6.827344	-36.735427	36.085637	0
89	Spectrogram 1	3	249.836000	249.940000	4000.000000	18000.000000	8000.000000	Trill	7.310510	-37.983690	32.603776	0
90	Spectrogram 1	3	272.174000	272.278000	4000.000000	18000.000000	8000.000000	Trill	8.879073	-37.322231	40.096059	0
