Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	47.540000	47.600000	4000.000000	18000.000000	8000.000000	Sd-peep	8.151793	26.016764	NaN	NaN	59.261536	0.000000
2	Spectrogram 1	1	47.790000	48.450000	4000.000000	18000.000000	8000.000000	Trill	8.649982	24.823659	NaN	NaN	96.997096	0.000000
3	Spectrogram 1	1	48.540000	49.030000	4000.000000	18000.000000	8000.000000	Trill	6.606680	26.338170	NaN	NaN	104.640831	0.000000
4	Spectrogram 1	1	49.140000	49.540000	4000.000000	18000.000000	8000.000000	Trill	9.572843	29.443229	NaN	NaN	131.018935	0.000000
5	Spectrogram 1	1	49.660000	50.040000	4000.000000	18000.000000	8000.000000	Trill	5.499870	22.400494	NaN	NaN	97.575259	0.000000
6	Spectrogram 1	1	144.330000	144.380000	4000.000000	18000.000000	8000.000000	Trill	5.471241	20.531945	NaN	NaN	81.591607	0.000000
7	Spectrogram 1	1	149.150000	150.060000	4000.000000	18000.000000	8000.000000	Trill	6.492677	17.022290	NaN	NaN	29.831257	0.000000
8	Spectrogram 1	1	156.900000	157.310000	4000.000000	18000.000000	8000.000000	Trill	4.282844	14.103761	NaN	NaN	39.264684	0.000000
9	Spectrogram 1	1	200.220000	200.570000	4000.000000	18000.000000	8000.000000	Trill	4.246113	12.759329	NaN	NaN	56.963446	0.000000
10	Spectrogram 1	1	202.020000	202.600000	4000.000000	18000.000000	8000.000000	Trill	7.143533	14.027850	NaN	NaN	30.398043	0.000000
11	Spectrogram 1	1	206.070000	206.640000	4000.000000	18000.000000	8000.000000	Trill	6.964844	13.591755	NaN	NaN	30.690367	0.000000
12	Spectrogram 1	1	206.720000	206.920000	4000.000000	18000.000000	8000.000000	Trill	7.379669	13.101064	NaN	NaN	32.341321	0.000000
13	Spectrogram 1	1	218.780000	219.000000	4000.000000	18000.000000	8000.000000	Trill	4.281368	8.742615	NaN	NaN	56.653450	0.000000
14	Spectrogram 1	1	280.620000	280.690000	4000.000000	18000.000000	8000.000000	Sd-peep	5.824047	19.502806	NaN	NaN	39.401847	0.000000
15	Spectrogram 1	1	281.660000	281.710000	4000.000000	18000.000000	8000.000000	Sd-peep	7.441693	23.555137	NaN	NaN	41.536698	0.000000
16	Spectrogram 1	1	281.960000	282.220000	4000.000000	18000.000000	8000.000000	Trill	8.815628	20.187007	NaN	NaN	78.321528	0.000000
17	Spectrogram 1	1	282.260000	282.400000	4000.000000	18000.000000	8000.000000	Trill	6.783264	15.347970	NaN	NaN	62.661462	0.000000
18	Spectrogram 1	1	282.510000	282.880000	4000.000000	18000.000000	8000.000000	Trill	5.920684	21.158402	NaN	NaN	87.041198	0.000000
19	Spectrogram 1	1	282.970000	283.240000	4000.000000	18000.000000	8000.000000	Trill	5.035225	19.994622	NaN	NaN	84.746013	0.000000
20	Spectrogram 1	1	283.400000	283.510000	4000.000000	18000.000000	8000.000000	Phee	5.022476	14.204204	NaN	NaN	61.107560	0.000000
21	Spectrogram 1	1	307.030000	307.110000	4000.000000	18000.000000	8000.000000	Sd-peep	6.229989	20.741351	NaN	NaN	44.044464	0.000000
