Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	0.000000	0.488000	4000.000000	18000.000000	8000.000000	
2	Spectrogram 1	1	26.136000	28.484000	4000.000000	18000.000000	8000.000000	
3	Spectrogram 1	1	39.246000	39.428000	4000.000000	18000.000000	8000.000000	
4	Spectrogram 1	1	41.688000	41.780000	4000.000000	18000.000000	8000.000000	
5	Spectrogram 1	1	41.796000	42.314000	4000.000000	18000.000000	8000.000000	
6	Spectrogram 1	1	44.418000	44.660000	4000.000000	18000.000000	8000.000000	
7	Spectrogram 1	1	47.754000	47.870000	4000.000000	18000.000000	8000.000000	
8	Spectrogram 1	1	61.176000	61.346000	4000.000000	18000.000000	8000.000000	
9	Spectrogram 1	1	82.236000	82.328000	4000.000000	18000.000000	8000.000000	
10	Spectrogram 1	1	98.706000	98.852000	4000.000000	18000.000000	8000.000000	
11	Spectrogram 1	1	140.146000	140.268000	4000.000000	18000.000000	8000.000000	
12	Spectrogram 1	1	145.114000	145.428000	4000.000000	18000.000000	8000.000000	
13	Spectrogram 1	1	145.474000	146.244000	4000.000000	18000.000000	8000.000000	
14	Spectrogram 1	1	168.478000	168.654000	4000.000000	18000.000000	8000.000000	
15	Spectrogram 1	1	193.510000	193.704000	4000.000000	18000.000000	8000.000000	
16	Spectrogram 1	1	201.284000	201.562000	4000.000000	18000.000000	8000.000000	
17	Spectrogram 1	1	206.582000	206.842000	4000.000000	18000.000000	8000.000000	
18	Spectrogram 1	1	213.122000	213.190000	4000.000000	18000.000000	8000.000000	
19	Spectrogram 1	1	213.296000	213.370000	4000.000000	18000.000000	8000.000000	
20	Spectrogram 1	1	213.434000	213.934000	4000.000000	18000.000000	8000.000000	
21	Spectrogram 1	1	213.956000	214.012000	4000.000000	18000.000000	8000.000000	
22	Spectrogram 1	1	290.516000	290.764000	4000.000000	18000.000000	8000.000000	
23	Spectrogram 1	1	292.448000	292.690000	4000.000000	18000.000000	8000.000000	
24	Spectrogram 1	1	292.418000	292.702000	4000.000000	18000.000000	8000.000000	
25	Spectrogram 1	1	301.878000	301.958000	4000.000000	18000.000000	8000.000000	
26	Spectrogram 1	1	306.948000	307.040000	4000.000000	18000.000000	8000.000000	
