Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	1	0.006000	0.254000	4000.000000	18000.000000	8000.000000	Phee	3.653277	20.557319	56.224787	1
2	Spectrogram 1	1	4.668000	4.784000	4000.000000	18000.000000	8000.000000	Phee	7.527549	36.532588	111.045035	0
3	Spectrogram 1	1	5.064000	5.294000	4000.000000	18000.000000	8000.000000	Phee	3.893033	31.163990	137.362894	1
4	Spectrogram 1	1	5.376000	5.552000	4000.000000	18000.000000	8000.000000	Phee	3.751882	29.200182	79.176584	1
5	Spectrogram 1	1	8.346000	8.528000	4000.000000	18000.000000	8000.000000	Trillphee	7.471236	18.393091	83.901814	0
6	Spectrogram 1	1	8.550000	8.642000	4000.000000	18000.000000	8000.000000	Peep	11.491811	28.280664	151.632211	0
7	Spectrogram 1	1	8.724000	9.434000	4000.000000	18000.000000	8000.000000	Peep	9.045846	26.474364	115.910653	0
8	Spectrogram 1	1	15.954000	16.010000	4000.000000	18000.000000	8000.000000	Phee	4.954740	20.949377	67.935111	1
9	Spectrogram 1	1	16.080000	17.156000	4000.000000	18000.000000	8000.000000	Phee	4.819967	23.815759	66.996137	1
10	Spectrogram 1	1	18.462000	18.596000	4000.000000	18000.000000	8000.000000	Trillphee	10.936112	15.103821	40.512705	0
11	Spectrogram 1	1	18.630000	18.746000	4000.000000	18000.000000	8000.000000	Trill	3.002477	11.096872	39.632442	1
12	Spectrogram 1	1	18.858000	18.998000	4000.000000	18000.000000	8000.000000	Peep	4.023064	14.844433	53.335693	1
13	Spectrogram 1	1	19.518000	19.862000	4000.000000	18000.000000	8000.000000	Peep	5.590693	17.019505	56.566622	0
14	Spectrogram 1	1	20.184000	20.690000	4000.000000	18000.000000	8000.000000	Trill	9.392787	19.042207	59.167720	0
15	Spectrogram 1	1	21.744000	21.920000	4000.000000	18000.000000	8000.000000	Peep	4.183774	14.474471	53.092995	1
16	Spectrogram 1	1	22.092000	22.172000	4000.000000	18000.000000	8000.000000	Peep	3.165852	11.614865	32.140419	1
17	Spectrogram 1	1	22.260000	22.316000	4000.000000	18000.000000	8000.000000	Peep	9.970980	19.236173	86.403276	0
18	Spectrogram 1	1	22.692000	22.982000	4000.000000	18000.000000	8000.000000	Trill	6.886713	13.625759	42.112320	0
19	Spectrogram 1	1	27.582000	27.836000	4000.000000	18000.000000	8000.000000	Phee	6.212694	34.929135	102.309785	0
20	Spectrogram 1	1	29.910000	30.398000	4000.000000	18000.000000	8000.000000	Phee	3.270836	23.202852	71.159881	1
21	Spectrogram 1	1	30.492000	31.676000	4000.000000	18000.000000	8000.000000	Phee	7.164022	36.151561	121.216789	0
22	Spectrogram 1	1	34.488000	34.622000	4000.000000	18000.000000	8000.000000	Peep	4.138533	14.183844	63.975528	1
23	Spectrogram 1	1	34.662000	34.982000	4000.000000	18000.000000	8000.000000	Peep	8.393428	17.467993	46.448998	0
24	Spectrogram 1	1	35.730000	35.990000	4000.000000	18000.000000	8000.000000	Trill	8.561665	19.802326	56.474284	0
25	Spectrogram 1	1	37.404000	37.436000	4000.000000	18000.000000	8000.000000	Phee	3.767010	30.211385	38.652553	1
26	Spectrogram 1	1	37.566000	37.634000	4000.000000	18000.000000	8000.000000	Phee	4.196251	34.361751	54.556561	1
27	Spectrogram 1	1	37.740000	37.772000	4000.000000	18000.000000	8000.000000	Phee	4.265029	38.120159	65.087822	1
28	Spectrogram 1	1	38.100000	38.414000	4000.000000	18000.000000	8000.000000	Phee	3.260349	26.419612	53.590321	1
29	Spectrogram 1	1	38.826000	39.512000	4000.000000	18000.000000	8000.000000	Peep	7.384106	28.145459	119.807028	0
30	Spectrogram 1	1	40.854000	41.162000	4000.000000	18000.000000	8000.000000	Peep	4.075381	16.650290	67.936867	1
31	Spectrogram 1	1	41.208000	41.270000	4000.000000	18000.000000	8000.000000	Peep	3.518754	12.168684	48.904925	1
32	Spectrogram 1	1	47.292000	49.454000	4000.000000	18000.000000	8000.000000	Phee	11.644695	38.609866	105.100143	0
33	Spectrogram 1	1	60.930000	61.394000	4000.000000	18000.000000	8000.000000	Phee	5.377542	30.749469	110.415426	0
34	Spectrogram 1	1	61.452000	62.834000	4000.000000	18000.000000	8000.000000	Phee	7.342466	33.042176	105.671278	0
35	Spectrogram 1	1	78.300000	78.950000	4000.000000	18000.000000	8000.000000	Peep	4.367192	18.048998	78.785351	1
36	Spectrogram 1	1	117.526000	118.098000	4000.000000	18000.000000	8000.000000	Phee	6.141107	23.474783	67.922663	0
37	Spectrogram 1	1	124.858000	125.154000	4000.000000	18000.000000	8000.000000	Peep	3.985982	17.640104	64.095661	1
38	Spectrogram 1	1	132.556000	132.684000	4000.000000	18000.000000	8000.000000	Peep	5.286301	12.300491	52.198894	0
39	Spectrogram 1	1	132.736000	132.984000	4000.000000	18000.000000	8000.000000	Peep	5.304286	19.760179	90.268672	0
40	Spectrogram 1	1	133.030000	133.230000	4000.000000	18000.000000	8000.000000	Peep	9.200806	25.649579	132.686389	0
41	Spectrogram 1	1	148.288000	148.446000	4000.000000	18000.000000	8000.000000	Peep	3.504056	15.012601	68.948112	1
42	Spectrogram 1	1	148.510000	149.250000	4000.000000	18000.000000	8000.000000	Peep	8.689322	28.440812	124.063924	0
43	Spectrogram 1	1	168.436000	168.996000	4000.000000	18000.000000	8000.000000	Phee	9.363078	34.037303	118.276737	0
44	Spectrogram 1	1	169.054000	170.220000	4000.000000	18000.000000	8000.000000	Phee	10.393870	36.592745	125.893990	0
45	Spectrogram 1	1	180.826000	182.418000	4000.000000	18000.000000	8000.000000	Phee	9.286520	32.428804	134.819332	0
46	Spectrogram 1	1	189.580000	189.822000	4000.000000	18000.000000	8000.000000	Peep	9.763791	21.387602	77.319025	0
47	Spectrogram 1	1	189.868000	190.146000	4000.000000	18000.000000	8000.000000	Peep	6.681965	25.150582	67.439610	0
48	Spectrogram 1	1	190.192000	190.416000	4000.000000	18000.000000	8000.000000	Phee	6.868984	29.437486	72.412016	0
49	Spectrogram 1	1	190.588000	190.668000	4000.000000	18000.000000	8000.000000	Phee	9.095006	33.423905	83.226279	0
50	Spectrogram 1	1	190.714000	190.818000	4000.000000	18000.000000	8000.000000	Phee	5.788186	28.102342	55.293387	0
51	Spectrogram 1	1	197.728000	197.958000	4000.000000	18000.000000	8000.000000	Peep	3.809300	15.742562	60.107306	1
52	Spectrogram 1	1	200.444000	200.638000	4000.000000	18000.000000	8000.000000	Peep	5.805153	15.519111	69.321776	0
53	Spectrogram 1	1	200.900000	200.968000	4000.000000	18000.000000	8000.000000	Phee	3.674277	21.418198	42.682100	1
54	Spectrogram 1	1	201.020000	201.160000	4000.000000	18000.000000	8000.000000	Phee	4.939492	20.446083	51.380589	1
55	Spectrogram 1	1	203.198000	203.578000	4000.000000	18000.000000	8000.000000	Peep	8.063489	21.456162	80.564651	0
56	Spectrogram 1	1	204.644000	204.772000	4000.000000	18000.000000	8000.000000	Peep	6.812365	16.983583	69.561101	0
57	Spectrogram 1	1	204.902000	204.970000	4000.000000	18000.000000	8000.000000	Peep	3.143921	9.585188	43.272263	1
58	Spectrogram 1	1	205.046000	205.132000	4000.000000	18000.000000	8000.000000	Peep	4.533743	15.495519	70.784837	1
59	Spectrogram 1	1	205.340000	205.414000	4000.000000	18000.000000	8000.000000	Peep	5.522543	14.201082	96.490101	0
60	Spectrogram 1	1	211.256000	211.672000	4000.000000	18000.000000	8000.000000	Phee	3.227211	23.428837	65.876852	1
61	Spectrogram 1	1	213.926000	214.150000	4000.000000	18000.000000	8000.000000	Phee	8.924767	32.209063	124.370841	0
62	Spectrogram 1	1	214.178000	215.302000	4000.000000	18000.000000	8000.000000	Phee	7.838199	34.402872	119.861329	0
63	Spectrogram 1	1	218.672000	219.742000	4000.000000	18000.000000	8000.000000	Peep	7.098288	21.145996	84.521950	0
64	Spectrogram 1	1	239.444000	241.324000	4000.000000	18000.000000	8000.000000	Phee	14.304302	44.080455	177.758484	0
65	Spectrogram 1	1	248.282000	248.434000	4000.000000	18000.000000	8000.000000	Peep	7.341017	15.517706	66.380226	0
66	Spectrogram 1	1	248.504000	248.872000	4000.000000	18000.000000	8000.000000	Peep	10.540804	22.926588	99.245640	0
67	Spectrogram 1	1	249.830000	249.904000	4000.000000	18000.000000	8000.000000	Trillphee	5.317132	13.473943	28.183634	3
68	Spectrogram 1	1	252.944000	253.432000	4000.000000	18000.000000	8000.000000	Peep	5.594377	15.655183	58.010532	0
69	Spectrogram 1	1	253.616000	253.720000	4000.000000	18000.000000	8000.000000	Sd-peep	7.721185	18.287347	54.704767	0
70	Spectrogram 1	1	254.240000	254.314000	4000.000000	18000.000000	8000.000000	Peep	3.074320	15.379569	63.492053	1
71	Spectrogram 1	1	254.390000	254.464000	4000.000000	18000.000000	8000.000000	Peep	3.250183	15.163639	45.936338	1
72	Spectrogram 1	1	254.636000	254.716000	4000.000000	18000.000000	8000.000000	Peep	4.251243	18.077013	62.664839	1
73	Spectrogram 1	1	254.852000	254.944000	4000.000000	18000.000000	8000.000000	Peep	5.200363	17.649495	52.804683	0
74	Spectrogram 1	1	255.578000	255.628000	4000.000000	18000.000000	8000.000000	Trillphee	3.429036	13.537695	37.367666	1
75	Spectrogram 1	1	259.814000	259.924000	4000.000000	18000.000000	8000.000000	Peep	4.943916	14.539624	64.222198	1
76	Spectrogram 1	1	263.948000	264.034000	4000.000000	18000.000000	8000.000000	Trillphee	5.174134	11.940826	57.025427	0
77	Spectrogram 1	1	264.086000	265.132000	4000.000000	18000.000000	8000.000000	Peep	6.384635	21.955403	91.210068	0
