Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	6	1.160	1.240	4000.0	18000.0	5664.1	Trill	2.008823	4.864928	-0.250619	0.102941	34.242747	0.000000
2	Spectrogram 1	6	2.410	2.570	4000.0	18000.0	16796.9	Trill	2.070280	4.804809	-1.046103	0.895884	30.748157	0.000000
3	Spectrogram 1	6	3.010	3.150	4000.0	18000.0	5468.7	Trill	3.842888	6.454301	-0.279142	0.362968	45.745687	0.000000
4	Spectrogram 1	6	12.230	12.310	4000.0	18000.0	16992.2	Trill	1.194294	3.324596	-1.124056	0.372268	30.240067	0.000000
5	Spectrogram 1	5	26.300	26.490	4000.0	18000.0	6445.3	Trill	2.949340	4.609748	2.401447	-1.004517	32.265818	0.000000
6	Spectrogram 1	6	27.770	27.910	4000.0	18000.0	4882.8	Trill	4.888200	6.224870	-0.646270	-0.010771	38.419277	0.000000
7	Spectrogram 1	5	28.900	30.490	4000.0	18000.0	6835.9	Phee	1.628319	18.463258	2.925191	9.920004	65.155510	0.000000
8	Spectrogram 1	6	30.630	30.860	4000.0	18000.0	6835.9	Trill	2.496571	14.234792	-1.021389	3.069566	64.018335	0.000000
9	Spectrogram 1	6	31.390	33.820	4000.0	18000.0	8007.8	Twitter	8.441806	19.802782	-0.355875	3.283474	72.223819	0.000000
10	Spectrogram 1	6	33.860	33.930	4000.0	18000.0	8007.8	Trill	4.452068	11.157311	-2.053885	4.903974	53.157155	0.000000
11	Spectrogram 1	6	34.100	34.170	4000.0	18000.0	8593.7	Twitter	-4.621112	6.809161	-2.053050	-0.106127	21.372811	0.000000
12	Spectrogram 1	6	34.230	34.300	4000.0	18000.0	14453.1	Twitter	-6.098329	4.300742	-0.256195	-0.289767	15.495970	0.000000
13	Spectrogram 1	6	34.360	34.430	4000.0	18000.0	5859.4	Twitter	-7.679578	5.278015	-0.448590	0.523523	17.435146	0.000000
14	Spectrogram 1	6	34.480	34.570	4000.0	18000.0	7617.2	Twitter	-6.540002	5.583157	-0.019069	-0.048441	16.867984	0.000000
15	Spectrogram 1	5	34.600	34.680	4000.0	18000.0	7226.6	Twitter	-7.837881	6.605728	0.454228	0.693902	15.588224	0.000000
16	Spectrogram 1	6	34.710	35.080	4000.0	18000.0	7617.2	Twitter	-7.281137	6.190715	-0.437451	0.446807	18.255044	0.000000
17	Spectrogram 1	5	35.150	36.190	4000.0	18000.0	6640.6	Twitter	0.042675	7.990297	0.162462	-0.232712	27.958335	0.000000
18	Spectrogram 1	5	36.500	36.890	4000.0	18000.0	6445.3	Twitter	2.009058	6.735194	0.908231	-1.264814	25.926077	0.000000
19	Spectrogram 1	5	36.930	39.210	4000.0	18000.0	7031.2	Twitter	4.498873	12.283130	0.695384	0.497641	37.359716	0.000000
20	Spectrogram 1	6	39.360	39.480	4000.0	18000.0	5859.4	Trillphee	3.194100	5.061191	-0.379661	-0.065642	31.596523	0.000000
21	Spectrogram 1	6	40.120	40.410	4000.0	18000.0	5468.7	Twitter	2.757169	5.968712	-0.056867	-1.490464	24.979804	0.000000
22	Spectrogram 1	6	41.350	41.440	4000.0	18000.0	8593.7	Twitter	2.560436	6.906139	-0.388377	-0.798198	27.806888	0.000000
23	Spectrogram 1	6	41.470	41.980	4000.0	18000.0	6445.3	Twitter	2.953649	5.830052	-1.178767	-0.130127	22.807532	0.000000
24	Spectrogram 1	6	42.140	44.150	4000.0	18000.0	6640.6	Twitter	0.964061	7.533066	-0.155833	-0.272794	25.945157	0.000000
25	Spectrogram 1	6	44.200	44.270	4000.0	18000.0	13476.6	Twitter	3.565159	10.137832	-0.545593	0.442835	31.951862	0.000000
26	Spectrogram 1	6	44.350	44.410	4000.0	18000.0	4882.8	Twitter	3.169722	9.254623	-0.569821	0.322670	27.963149	0.000000
27	Spectrogram 1	5	44.690	44.770	4000.0	18000.0	7031.2	Trill	2.942841	4.800544	0.240061	-0.284326	28.522716	0.000000
28	Spectrogram 1	6	45.020	45.200	4000.0	18000.0	15039.1	Trill	6.648373	10.936706	-0.979357	0.239038	43.426066	0.000000
29	Spectrogram 1	5	45.870	45.980	4000.0	18000.0	7617.2	Twitter	-0.509981	17.057352	0.064694	-0.316351	42.795223	0.000000
30	Spectrogram 1	6	46.050	46.990	4000.0	18000.0	9179.7	Phee	0.363686	15.041158	-0.293951	2.369301	51.897243	0.000000
31	Spectrogram 1	6	47.590	47.720	4000.0	18000.0	5859.4	Trill	4.548875	5.935731	-0.302038	-0.369258	28.405639	0.000000
