Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	57.190000	57.570000	4000.000000	18000.000000	8000.000000	Trill	7.740798	19.723430	NaN	NaN	51.040147	0.000000
2	Spectrogram 1	1	297.350000	297.640000	4000.000000	18000.000000	8000.000000	Phee	4.545722	13.803851	NaN	NaN	31.883554	0.000000
3	Spectrogram 1	1	374.800000	375.650000	4000.000000	18000.000000	8000.000000	Phee	4.469941	16.021347	NaN	NaN	35.239219	0.000000
4	Spectrogram 1	1	478.870000	479.980000	4000.000000	18000.000000	8000.000000	Phee	6.891470	25.673422	NaN	NaN	33.308999	0.000000
5	Spectrogram 1	1	480.550000	481.490000	4000.000000	18000.000000	8000.000000	Phee	8.879551	27.226879	NaN	NaN	39.304195	0.000000
6	Spectrogram 1	1	481.650000	482.510000	4000.000000	18000.000000	8000.000000	Phee	6.753228	25.997616	NaN	NaN	36.774109	0.000000
7	Spectrogram 1	1	482.810000	483.610000	4000.000000	18000.000000	8000.000000	Phee	9.219294	28.638178	NaN	NaN	48.654029	0.000000
8	Spectrogram 1	1	494.470000	495.370000	4000.000000	18000.000000	8000.000000	Phee	6.187725	26.397478	NaN	NaN	37.223283	0.000000
9	Spectrogram 1	1	495.720000	496.590000	4000.000000	18000.000000	8000.000000	Phee	5.959912	26.039465	NaN	NaN	40.349012	0.000000
10	Spectrogram 1	1	496.980000	497.910000	4000.000000	18000.000000	8000.000000	Phee	7.025949	25.039998	NaN	NaN	40.496150	0.000000
11	Spectrogram 1	1	498.110000	498.930000	4000.000000	18000.000000	8000.000000	Phee	8.492117	27.062185	NaN	NaN	42.394963	0.000000
12	Spectrogram 1	1	499.170000	499.950000	4000.000000	18000.000000	8000.000000	Phee	8.578760	28.817911	NaN	NaN	46.045108	0.000000
13	Spectrogram 1	1	617.680000	617.780000	4000.000000	18000.000000	8000.000000	Phee	6.252611	10.073491	NaN	NaN	32.370398	0.000000
14	Spectrogram 1	1	711.620000	712.060000	4000.000000	18000.000000	8000.000000	Phee	4.602212	12.747404	NaN	NaN	34.352180	0.000000
15	Spectrogram 1	1	788.470000	789.520000	4000.000000	18000.000000	8000.000000	Trillphee	10.952493	29.172382	NaN	NaN	65.867729	0.000000
16	Spectrogram 1	1	790.040000	790.990000	4000.000000	18000.000000	8000.000000	Phee	11.052248	29.364732	NaN	NaN	50.636826	0.000000
17	Spectrogram 1	1	791.240000	792.140000	4000.000000	18000.000000	8000.000000	Phee	10.606411	29.092339	NaN	NaN	47.532384	0.000000
18	Spectrogram 1	1	1112.770000	1113.580000	4000.000000	18000.000000	8000.000000	Phee	4.129099	29.862238	NaN	NaN	46.788364	0.000000
19	Spectrogram 1	1	1138.760000	1139.980000	4000.000000	18000.000000	8000.000000	Phee	4.382300	29.545613	NaN	NaN	105.871082	0.000000
