Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	4.008000	4.250000	4000.000000	18000.000000	8000.000000	
2	Spectrogram 1	1	14.922000	15.062000	4000.000000	18000.000000	8000.000000	
3	Spectrogram 1	1	22.158000	22.346000	4000.000000	18000.000000	8000.000000	
4	Spectrogram 1	1	27.342000	27.692000	4000.000000	18000.000000	8000.000000	
5	Spectrogram 1	1	36.276000	36.356000	4000.000000	18000.000000	8000.000000	
6	Spectrogram 1	1	36.390000	37.286000	4000.000000	18000.000000	8000.000000	
7	Spectrogram 1	1	55.842000	56.936000	4000.000000	18000.000000	8000.000000	
8	Spectrogram 1	1	65.490000	65.582000	4000.000000	18000.000000	8000.000000	
9	Spectrogram 1	1	69.012000	69.374000	4000.000000	18000.000000	8000.000000	
10	Spectrogram 1	1	74.694000	75.038000	4000.000000	18000.000000	8000.000000	
11	Spectrogram 1	1	84.906000	85.268000	4000.000000	18000.000000	8000.000000	
12	Spectrogram 1	1	90.432000	90.746000	4000.000000	18000.000000	8000.000000	
13	Spectrogram 1	1	92.034000	92.180000	4000.000000	18000.000000	8000.000000	
14	Spectrogram 1	1	92.298000	93.026000	4000.000000	18000.000000	8000.000000	
15	Spectrogram 1	1	97.740000	97.928000	4000.000000	18000.000000	8000.000000	
16	Spectrogram 1	1	100.204000	101.052000	4000.000000	18000.000000	8000.000000	
17	Spectrogram 1	1	103.960000	105.024000	4000.000000	18000.000000	8000.000000	
18	Spectrogram 1	1	110.080000	110.214000	4000.000000	18000.000000	8000.000000	
19	Spectrogram 1	1	122.710000	123.084000	4000.000000	18000.000000	8000.000000	
20	Spectrogram 1	1	127.180000	127.542000	4000.000000	18000.000000	8000.000000	
21	Spectrogram 1	1	130.570000	130.842000	4000.000000	18000.000000	8000.000000	
22	Spectrogram 1	1	135.772000	136.002000	4000.000000	18000.000000	8000.000000	
23	Spectrogram 1	1	144.286000	144.576000	4000.000000	18000.000000	8000.000000	
24	Spectrogram 1	1	147.988000	148.020000	4000.000000	18000.000000	8000.000000	
25	Spectrogram 1	1	148.132000	148.188000	4000.000000	18000.000000	8000.000000	
26	Spectrogram 1	1	148.276000	148.332000	4000.000000	18000.000000	8000.000000	
27	Spectrogram 1	1	148.402000	148.464000	4000.000000	18000.000000	8000.000000	
28	Spectrogram 1	1	148.534000	148.584000	4000.000000	18000.000000	8000.000000	
29	Spectrogram 1	1	148.654000	148.728000	4000.000000	18000.000000	8000.000000	
30	Spectrogram 1	1	148.792000	148.854000	4000.000000	18000.000000	8000.000000	
31	Spectrogram 1	1	148.924000	148.968000	4000.000000	18000.000000	8000.000000	
