Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	20.180000	20.210000	4000.000000	18000.000000	8000.000000	Phee	3.347728	14.026619	NaN	NaN	56.852314	0.000000
2	Spectrogram 1	1	32.910000	33.830000	4000.000000	18000.000000	8000.000000	Phee	10.993462	21.276682	NaN	NaN	108.238972	0.000000
3	Spectrogram 1	1	33.950000	34.030000	4000.000000	18000.000000	8000.000000	Phee	7.987836	18.360938	NaN	NaN	78.932977	0.000000
4	Spectrogram 1	1	45.630000	45.690000	4000.000000	18000.000000	8000.000000	Tse	8.154257	22.340551	NaN	NaN	44.596980	0.000000
5	Spectrogram 1	1	46.780000	46.810000	4000.000000	18000.000000	8000.000000	Twitter	7.524791	21.126636	NaN	NaN	55.686062	0.000000
6	Spectrogram 1	1	62.840000	64.820000	4000.000000	18000.000000	8000.000000	Phee	7.431346	29.017946	NaN	NaN	93.923669	0.000000
7	Spectrogram 1	1	93.870000	94.220000	4000.000000	18000.000000	8000.000000	Phee	6.829911	22.173749	NaN	NaN	92.496350	0.000000
8	Spectrogram 1	1	94.270000	94.590000	4000.000000	18000.000000	8000.000000	Phee	8.040915	25.199506	NaN	NaN	112.949229	0.000000
9	Spectrogram 1	1	95.850000	95.970000	4000.000000	18000.000000	8000.000000	Phee	4.752312	9.594094	NaN	NaN	57.655553	0.000000
10	Spectrogram 1	1	207.950000	208.010000	4000.000000	18000.000000	8000.000000	Trill	8.533439	17.506533	NaN	NaN	67.889652	0.000000
11	Spectrogram 1	1	208.200000	208.220000	4000.000000	18000.000000	8000.000000	Twitter	12.285345	22.581537	NaN	NaN	50.131347	0.000000
12	Spectrogram 1	1	208.300000	208.330000	4000.000000	18000.000000	8000.000000	Twitter	11.131304	20.783410	NaN	NaN	46.091747	0.000000
13	Spectrogram 1	1	208.400000	208.430000	4000.000000	18000.000000	8000.000000	Twitter	10.679221	19.026022	NaN	NaN	47.537765	0.000000
14	Spectrogram 1	1	208.510000	208.540000	4000.000000	18000.000000	8000.000000	Twitter	9.290067	17.354596	NaN	NaN	50.230831	0.000000
15	Spectrogram 1	1	208.600000	208.640000	4000.000000	18000.000000	8000.000000	Twitter	9.110259	17.072204	NaN	NaN	63.379975	0.000000
16	Spectrogram 1	1	208.700000	208.730000	4000.000000	18000.000000	8000.000000	Twitter	5.749091	10.093036	NaN	NaN	50.492956	0.000000
17	Spectrogram 1	1	300.500000	300.520000	4000.000000	18000.000000	8000.000000	Twitter	3.653621	11.343486	NaN	NaN	59.840577	0.000000
