Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	8.220000	8.588000	4000.000000	18000.000000	8000.000000	
2	Spectrogram 1	1	10.104000	10.136000	4000.000000	18000.000000	8000.000000	
3	Spectrogram 1	1	10.260000	10.304000	4000.000000	18000.000000	8000.000000	
4	Spectrogram 1	1	10.398000	10.448000	4000.000000	18000.000000	8000.000000	
5	Spectrogram 1	1	10.530000	10.580000	4000.000000	18000.000000	8000.000000	
6	Spectrogram 1	1	10.656000	10.712000	4000.000000	18000.000000	8000.000000	
7	Spectrogram 1	1	10.782000	10.838000	4000.000000	18000.000000	8000.000000	
8	Spectrogram 1	1	10.908000	10.970000	4000.000000	18000.000000	8000.000000	
9	Spectrogram 1	1	11.046000	11.090000	4000.000000	18000.000000	8000.000000	
10	Spectrogram 1	1	17.460000	17.726000	4000.000000	18000.000000	8000.000000	
11	Spectrogram 1	1	17.922000	18.494000	4000.000000	18000.000000	8000.000000	
12	Spectrogram 1	1	24.216000	24.314000	4000.000000	18000.000000	8000.000000	
13	Spectrogram 1	1	27.408000	27.614000	4000.000000	18000.000000	8000.000000	
14	Spectrogram 1	1	27.792000	28.136000	4000.000000	18000.000000	8000.000000	
15	Spectrogram 1	1	38.568000	38.744000	4000.000000	18000.000000	8000.000000	
16	Spectrogram 1	1	44.418000	44.864000	4000.000000	18000.000000	8000.000000	
17	Spectrogram 1	1	48.954000	49.010000	4000.000000	18000.000000	8000.000000	
18	Spectrogram 1	1	49.092000	49.154000	4000.000000	18000.000000	8000.000000	
19	Spectrogram 1	1	49.230000	49.286000	4000.000000	18000.000000	8000.000000	
20	Spectrogram 1	1	49.344000	49.424000	4000.000000	18000.000000	8000.000000	
21	Spectrogram 1	1	49.482000	49.550000	4000.000000	18000.000000	8000.000000	
22	Spectrogram 1	1	49.614000	49.670000	4000.000000	18000.000000	8000.000000	
23	Spectrogram 1	1	49.728000	49.820000	4000.000000	18000.000000	8000.000000	
24	Spectrogram 1	1	49.866000	49.940000	4000.000000	18000.000000	8000.000000	
25	Spectrogram 1	1	50.010000	50.066000	4000.000000	18000.000000	8000.000000	
26	Spectrogram 1	1	54.810000	54.896000	4000.000000	18000.000000	8000.000000	
27	Spectrogram 1	1	57.654000	58.820000	4000.000000	18000.000000	8000.000000	
28	Spectrogram 1	1	66.840000	67.070000	4000.000000	18000.000000	8000.000000	
29	Spectrogram 1	1	73.188000	73.424000	4000.000000	18000.000000	8000.000000	
30	Spectrogram 1	1	80.634000	81.752000	4000.000000	18000.000000	8000.000000	
31	Spectrogram 1	1	91.782000	91.934000	4000.000000	18000.000000	8000.000000	
32	Spectrogram 1	1	94.542000	95.468000	4000.000000	18000.000000	8000.000000	
33	Spectrogram 1	1	99.858000	99.968000	4000.000000	18000.000000	8000.000000	
34	Spectrogram 1	1	107.698000	107.742000	4000.000000	18000.000000	8000.000000	
35	Spectrogram 1	1	107.872000	108.102000	4000.000000	18000.000000	8000.000000	
36	Spectrogram 1	1	108.142000	108.234000	4000.000000	18000.000000	8000.000000	
37	Spectrogram 1	1	111.130000	111.222000	4000.000000	18000.000000	8000.000000	
38	Spectrogram 1	1	111.292000	112.128000	4000.000000	18000.000000	8000.000000	
39	Spectrogram 1	1	116.806000	117.186000	4000.000000	18000.000000	8000.000000	
40	Spectrogram 1	1	124.588000	124.668000	4000.000000	18000.000000	8000.000000	
41	Spectrogram 1	1	126.622000	126.648000	4000.000000	18000.000000	8000.000000	
42	Spectrogram 1	1	126.766000	126.822000	4000.000000	18000.000000	8000.000000	
43	Spectrogram 1	1	126.916000	126.966000	4000.000000	18000.000000	8000.000000	
44	Spectrogram 1	1	127.042000	127.092000	4000.000000	18000.000000	8000.000000	
45	Spectrogram 1	1	127.174000	127.224000	4000.000000	18000.000000	8000.000000	
46	Spectrogram 1	1	127.306000	127.356000	4000.000000	18000.000000	8000.000000	
47	Spectrogram 1	1	147.790000	148.140000	4000.000000	18000.000000	8000.000000	
48	Spectrogram 1	1	151.066000	152.100000	4000.000000	18000.000000	8000.000000	
49	Spectrogram 1	1	166.840000	166.956000	4000.000000	18000.000000	8000.000000	
50	Spectrogram 1	1	169.672000	170.682000	4000.000000	18000.000000	8000.000000	
51	Spectrogram 1	1	173.728000	174.432000	4000.000000	18000.000000	8000.000000	
52	Spectrogram 1	1	187.090000	187.368000	4000.000000	18000.000000	8000.000000	
53	Spectrogram 1	1	187.420000	187.524000	4000.000000	18000.000000	8000.000000	
54	Spectrogram 1	1	187.558000	187.698000	4000.000000	18000.000000	8000.000000	
55	Spectrogram 1	1	191.776000	192.012000	4000.000000	18000.000000	8000.000000	
56	Spectrogram 1	1	198.664000	198.906000	4000.000000	18000.000000	8000.000000	
57	Spectrogram 1	1	201.716000	202.708000	4000.000000	18000.000000	8000.000000	
58	Spectrogram 1	1	206.684000	206.824000	4000.000000	18000.000000	8000.000000	
59	Spectrogram 1	1	206.870000	207.046000	4000.000000	18000.000000	8000.000000	
60	Spectrogram 1	1	207.194000	207.520000	4000.000000	18000.000000	8000.000000	
61	Spectrogram 1	1	219.428000	219.526000	4000.000000	18000.000000	8000.000000	
62	Spectrogram 1	1	220.940000	222.088000	4000.000000	18000.000000	8000.000000	
63	Spectrogram 1	1	234.614000	234.700000	4000.000000	18000.000000	8000.000000	
64	Spectrogram 1	1	244.964000	245.050000	4000.000000	18000.000000	8000.000000	
65	Spectrogram 1	1	245.510000	245.680000	4000.000000	18000.000000	8000.000000	
66	Spectrogram 1	1	245.756000	245.956000	4000.000000	18000.000000	8000.000000	
67	Spectrogram 1	1	253.826000	254.116000	4000.000000	18000.000000	8000.000000	
68	Spectrogram 1	1	260.036000	260.128000	4000.000000	18000.000000	8000.000000	
69	Spectrogram 1	1	264.890000	264.934000	4000.000000	18000.000000	8000.000000	
70	Spectrogram 1	1	265.220000	265.408000	4000.000000	18000.000000	8000.000000	
71	Spectrogram 1	1	265.502000	265.654000	4000.000000	18000.000000	8000.000000	
72	Spectrogram 1	1	268.172000	268.258000	4000.000000	18000.000000	8000.000000	
73	Spectrogram 1	1	281.672000	281.896000	4000.000000	18000.000000	8000.000000	
74	Spectrogram 1	1	287.216000	287.308000	4000.000000	18000.000000	8000.000000	
75	Spectrogram 1	1	287.396000	287.494000	4000.000000	18000.000000	8000.000000	
76	Spectrogram 1	1	287.582000	287.656000	4000.000000	18000.000000	8000.000000	
77	Spectrogram 1	1	287.732000	287.788000	4000.000000	18000.000000	8000.000000	
78	Spectrogram 1	1	287.864000	287.938000	4000.000000	18000.000000	8000.000000	
79	Spectrogram 1	1	287.990000	288.058000	4000.000000	18000.000000	8000.000000	
80	Spectrogram 1	1	288.116000	288.172000	4000.000000	18000.000000	8000.000000	
