Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	8.920000	9.030000	4000.000000	18000.000000	8000.000000	Sd-peep	5.514641	20.123062	NaN	NaN	31.393523	0.000000
2	Spectrogram 1	1	9.240000	10.440000	4000.000000	18000.000000	8000.000000	Trill	10.374199	32.083989	NaN	NaN	89.436270	0.000000
3	Spectrogram 1	1	10.540000	12.270000	4000.000000	18000.000000	8000.000000	Trill	10.409542	31.331465	NaN	NaN	81.686911	0.000000
4	Spectrogram 1	1	16.910000	17.030000	4000.000000	18000.000000	8000.000000	Sd-peep	7.067818	22.831111	NaN	NaN	45.037094	0.000000
5	Spectrogram 1	1	24.610000	27.230000	4000.000000	18000.000000	8000.000000	Twitter	8.276289	28.518093	NaN	NaN	58.559385	0.000000
6	Spectrogram 1	1	32.700000	33.370000	4000.000000	18000.000000	8000.000000	Trill	4.624811	21.071267	NaN	NaN	36.105595	0.000000
7	Spectrogram 1	1	33.910000	34.130000	4000.000000	18000.000000	8000.000000	Trill	4.966849	20.940155	NaN	NaN	33.621808	0.000000
8	Spectrogram 1	1	54.930000	55.220000	4000.000000	18000.000000	8000.000000	Sd-peep	5.030323	21.359445	NaN	NaN	46.215833	0.000000
9	Spectrogram 1	1	55.270000	56.520000	4000.000000	18000.000000	8000.000000	Trill	9.409066	27.467658	NaN	NaN	88.258643	0.000000
10	Spectrogram 1	1	56.570000	57.080000	4000.000000	18000.000000	8000.000000	Trill	8.709868	26.656404	NaN	NaN	58.687277	0.000000
11	Spectrogram 1	1	57.120000	57.640000	4000.000000	18000.000000	8000.000000	Trill	7.844746	25.119295	NaN	NaN	67.595509	0.000000
12	Spectrogram 1	1	61.890000	62.290000	4000.000000	18000.000000	8000.000000	Trill	5.326606	18.695737	NaN	NaN	40.531960	0.000000
13	Spectrogram 1	1	62.640000	63.050000	4000.000000	18000.000000	8000.000000	Trill	12.723633	24.842852	NaN	NaN	117.448114	0.000000
14	Spectrogram 1	1	63.150000	63.630000	4000.000000	18000.000000	8000.000000	Trill	10.571698	31.507460	NaN	NaN	88.096360	0.000000
15	Spectrogram 1	1	63.670000	64.140000	4000.000000	18000.000000	8000.000000	Trill	11.497991	33.727042	NaN	NaN	77.780804	0.000000
16	Spectrogram 1	1	64.230000	64.720000	4000.000000	18000.000000	8000.000000	Trill	11.465765	34.860267	NaN	NaN	80.642194	0.000000
17	Spectrogram 1	1	64.810000	65.220000	4000.000000	18000.000000	8000.000000	Trill	11.578828	32.066828	NaN	NaN	90.767126	0.000000
18	Spectrogram 1	1	65.280000	65.420000	4000.000000	18000.000000	8000.000000	Trill	7.558444	19.190759	NaN	NaN	102.620251	0.000000
19	Spectrogram 1	1	66.420000	66.560000	4000.000000	18000.000000	8000.000000	Trill	7.432164	17.034344	NaN	NaN	41.579337	0.000000
20	Spectrogram 1	1	68.890000	70.550000	4000.000000	18000.000000	8000.000000	Trill	6.445042	24.051120	NaN	NaN	36.314811	0.000000
21	Spectrogram 1	1	70.610000	70.750000	4000.000000	18000.000000	8000.000000	Trill	4.879814	17.453034	NaN	NaN	41.935006	0.000000
22	Spectrogram 1	1	77.260000	78.420000	4000.000000	18000.000000	8000.000000	Trill	8.518512	31.318033	NaN	NaN	56.389157	0.000000
23	Spectrogram 1	1	78.530000	79.150000	4000.000000	18000.000000	8000.000000	Trill	8.063016	30.339818	NaN	NaN	49.185232	0.000000
24	Spectrogram 1	1	79.230000	79.840000	4000.000000	18000.000000	8000.000000	Trill	10.017028	33.339118	NaN	NaN	56.159403	0.000000
25	Spectrogram 1	1	79.930000	80.910000	4000.000000	18000.000000	8000.000000	Phee	7.600202	26.397303	NaN	NaN	60.571976	0.000000
26	Spectrogram 1	1	82.410000	82.580000	4000.000000	18000.000000	8000.000000	Sd-peep	4.987041	17.630702	NaN	NaN	34.497613	0.000000
27	Spectrogram 1	1	89.610000	89.970000	4000.000000	18000.000000	8000.000000	Sd-peep	6.353731	23.202455	NaN	NaN	31.902518	0.000000
28	Spectrogram 1	1	95.170000	96.150000	4000.000000	18000.000000	8000.000000	Trill	9.181402	31.022690	NaN	NaN	50.432582	0.000000
