Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	1	3.978000	4.136000	4000.000000	18000.000000	8000.000000	Sd-peep	4.514972	10.192355	28.458517	0.145334
2	Spectrogram 1	1	14.520000	14.666000	4000.000000	18000.000000	8000.000000	Tse	5.984675	15.125911	40.054091	2.276513
3	Spectrogram 1	1	16.080000	16.220000	4000.000000	18000.000000	8000.000000	Tse	5.166376	15.825832	33.361900	1.256006
4	Spectrogram 1	1	24.522000	24.650000	4000.000000	18000.000000	8000.000000	Sd-peep	5.401395	15.390168	42.833344	2.362126
5	Spectrogram 1	1	27.066000	27.488000	4000.000000	18000.000000	8000.000000	Sd-peep	6.844702	11.413645	30.117173	0.762552
6	Spectrogram 1	1	30.810000	31.472000	4000.000000	18000.000000	8000.000000	Sd-peep	3.644404	9.811892	28.467442	0.125939
7	Spectrogram 1	1	33.990000	34.508000	4000.000000	18000.000000	8000.000000	Sd-peep	4.482111	12.569286	31.752212	0.881371
8	Spectrogram 1	1	35.352000	35.900000	4000.000000	18000.000000	8000.000000	Trill	13.700616	15.459040	83.408377	7.407941
9	Spectrogram 1	1	36.414000	37.922000	4000.000000	18000.000000	8000.000000	Phee	15.290094	22.150848	146.267654	9.970302
10	Spectrogram 1	1	39.330000	39.482000	4000.000000	18000.000000	8000.000000	Sd-peep	6.119216	12.276450	28.706138	0.270442
11	Spectrogram 1	1	45.228000	45.686000	4000.000000	18000.000000	8000.000000	Sd-peep	6.004111	13.382099	31.588727	1.051390
12	Spectrogram 1	1	45.882000	46.376000	4000.000000	18000.000000	8000.000000	Trill	3.918920	10.675087	56.239144	2.513791
13	Spectrogram 1	1	51.024000	51.104000	4000.000000	18000.000000	8000.000000	Trill	4.321909	12.763387	35.277611	1.343903
