Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	5	13.150000	13.190000	4000.000000	18000.000000	8000.000000	Trill	9.072638	10.762526	-0.124393	1.405780	28.579012	1.000000
2	Spectrogram 1	5	30.020000	30.250000	4000.000000	18000.000000	8000.000000	Trill	4.533834	8.275423	-1.850087	4.327237	41.385767	0.000000
3	Spectrogram 1	4	48.390000	49.180000	4000.000000	18000.000000	8000.000000	Trillphee	7.923246	14.389154	0.801622	3.703150	82.820854	0.000000
4	Spectrogram 1	4	137.740000	137.880000	4000.000000	18000.000000	8000.000000	Trill	2.572226	9.693454	9.441363	13.448788	30.517079	0.000000
5	Spectrogram 1	5	151.640000	151.750000	4000.000000	18000.000000	8000.000000	Trill	4.822002	10.516014	-3.732048	4.147899	35.100202	0.000000
6	Spectrogram 1	4	167.090000	167.200000	4000.000000	18000.000000	8000.000000	Trill	5.382798	9.266496	4.039201	7.195125	41.478829	0.000000
7	Spectrogram 1	4	176.170000	177.020000	4000.000000	18000.000000	8000.000000	Trillphee	3.786749	8.952558	2.263820	4.688417	51.925698	0.000000
8	Spectrogram 1	4	191.730000	192.110000	4000.000000	18000.000000	8000.000000	Trill	4.595725	7.970607	2.697664	3.657312	34.540242	0.000000
9	Spectrogram 1	4	193.460000	193.850000	4000.000000	18000.000000	8000.000000	Trill	6.777665	10.619200	8.828865	14.472634	43.719741	0.000000
10	Spectrogram 1	5	234.600000	234.690000	4000.000000	18000.000000	8000.000000	Trill	6.188749	12.321741	-2.163870	6.005572	47.434822	0.000000
11	Spectrogram 1	5	245.990000	246.100000	4000.000000	18000.000000	8000.000000	Trill	5.642091	9.167988	-8.715356	1.527446	39.638947	0.000000
12	Spectrogram 1	5	252.820000	252.860000	4000.000000	18000.000000	8000.000000	Tse	9.279109	11.452756	-0.092843	2.393363	29.148710	1.000000
13	Spectrogram 1	5	254.760000	255.050000	4000.000000	18000.000000	8000.000000	Trill	7.633849	12.176138	-3.056071	5.238769	52.775867	0.000000
14	Spectrogram 1	5	261.070000	261.370000	4000.000000	18000.000000	8000.000000	Phee	-2.084385	15.131604	-1.983459	7.759361	30.759234	2.000000
15	Spectrogram 1	5	352.210000	352.840000	4000.000000	18000.000000	8000.000000	Phee	0.059407	24.453995	-2.035325	13.147471	60.354392	2.000000
16	Spectrogram 1	4	370.130000	370.680000	4000.000000	18000.000000	8000.000000	Phee	-1.119886	22.479850	3.316942	13.267237	53.159903	2.000000
17	Spectrogram 1	5	370.850000	371.180000	4000.000000	18000.000000	8000.000000	Phee	-1.542847	22.683677	-2.114645	13.584660	43.396817	2.000000
18	Spectrogram 1	5	374.770000	375.090000	4000.000000	18000.000000	8000.000000	Trill	6.368822	13.719365	-4.032916	8.501206	50.069904	0.000000
19	Spectrogram 1	4	392.220000	393.590000	4000.000000	18000.000000	8000.000000	Phee	0.005038	22.571417	2.155574	12.601566	54.653383	2.000000
20	Spectrogram 1	5	394.160000	394.350000	4000.000000	18000.000000	8000.000000	Phee	-1.571268	17.757712	-2.061033	10.397840	35.436171	2.000000
21	Spectrogram 1	5	404.610000	404.800000	4000.000000	18000.000000	8000.000000	Phee	2.500046	19.677295	-3.017709	10.408316	54.867710	0.000000
22	Spectrogram 1	4	407.560000	407.650000	4000.000000	18000.000000	8000.000000	Trill	4.764963	10.493374	10.618966	12.837320	39.315620	0.000000
23	Spectrogram 1	5	412.210000	412.320000	4000.000000	18000.000000	8000.000000	Trill	6.663222	11.567049	-1.321931	4.923971	43.100295	0.000000
24	Spectrogram 1	5	412.420000	412.560000	4000.000000	18000.000000	8000.000000	Trill	2.625014	10.433551	-3.181991	6.209326	36.143385	0.000000
25	Spectrogram 1	4	416.170000	416.300000	4000.000000	18000.000000	8000.000000	Trill	6.989958	11.880044	0.374974	5.438740	51.949393	0.000000
26	Spectrogram 1	4	461.810000	462.090000	4000.000000	18000.000000	8000.000000	Trill	5.784644	10.342660	2.729224	6.323935	43.210985	0.000000
27	Spectrogram 1	5	511.610000	511.690000	4000.000000	18000.000000	8000.000000	Trill	5.665995	9.866728	-7.093674	11.107922	38.339148	0.000000
28	Spectrogram 1	4	587.150000	587.230000	4000.000000	18000.000000	8000.000000	Sd-peep	4.062093	9.326302	5.775983	7.753533	35.797345	0.000000
29	Spectrogram 1	4	587.270000	587.490000	4000.000000	18000.000000	8000.000000	Trill	4.462255	9.260204	5.060239	8.717336	47.067863	0.000000
30	Spectrogram 1	4	589.070000	589.690000	4000.000000	18000.000000	8000.000000	Trill	4.445533	10.580902	1.460355	8.545513	49.115556	0.000000
31	Spectrogram 1	4	590.010000	590.130000	4000.000000	18000.000000	8000.000000	Trillphee	1.170469	6.587620	6.235724	8.804435	30.927393	0.000000
32	Spectrogram 1	4	590.180000	590.260000	4000.000000	18000.000000	8000.000000	P-peep	3.614802	10.521460	6.208854	8.967065	58.084467	0.000000
33	Spectrogram 1	4	611.350000	611.410000	4000.000000	18000.000000	8000.000000	Trill	6.260234	8.952615	3.408072	8.958333	28.567183	0.000000
34	Spectrogram 1	4	624.110000	624.700000	4000.000000	18000.000000	8000.000000	Trill	4.016604	8.168846	1.812666	7.334048	38.373477	0.000000
35	Spectrogram 1	4	665.730000	665.750000	4000.000000	18000.000000	8000.000000	Tse	7.948618	17.964940	5.820503	16.088895	45.540546	0.000000
36	Spectrogram 1	4	678.660000	679.140000	4000.000000	18000.000000	8000.000000	Trill	5.654895	11.383444	1.153589	6.170010	42.500308	0.000000
