Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	16.158000	16.538000	4000.000000	18000.000000	8000.000000	
2	Spectrogram 1	1	19.434000	19.658000	4000.000000	18000.000000	8000.000000	
3	Spectrogram 1	1	29.244000	29.288000	4000.000000	18000.000000	8000.000000	
4	Spectrogram 1	1	29.394000	29.480000	4000.000000	18000.000000	8000.000000	
5	Spectrogram 1	1	29.556000	29.642000	4000.000000	18000.000000	8000.000000	
6	Spectrogram 1	1	29.706000	29.792000	4000.000000	18000.000000	8000.000000	
7	Spectrogram 1	1	29.856000	29.960000	4000.000000	18000.000000	8000.000000	
8	Spectrogram 1	1	30.006000	30.116000	4000.000000	18000.000000	8000.000000	
9	Spectrogram 1	1	30.162000	30.260000	4000.000000	18000.000000	8000.000000	
10	Spectrogram 1	1	30.306000	30.404000	4000.000000	18000.000000	8000.000000	
11	Spectrogram 1	1	30.444000	30.578000	4000.000000	18000.000000	8000.000000	
12	Spectrogram 1	1	30.600000	30.686000	4000.000000	18000.000000	8000.000000	
13	Spectrogram 1	1	30.750000	30.794000	4000.000000	18000.000000	8000.000000	
14	Spectrogram 1	1	43.302000	43.592000	4000.000000	18000.000000	8000.000000	
15	Spectrogram 1	1	44.874000	45.320000	4000.000000	18000.000000	8000.000000	
16	Spectrogram 1	1	47.226000	47.288000	4000.000000	18000.000000	8000.000000	
17	Spectrogram 1	1	47.376000	47.444000	4000.000000	18000.000000	8000.000000	
18	Spectrogram 1	1	47.526000	47.606000	4000.000000	18000.000000	8000.000000	
19	Spectrogram 1	1	47.664000	47.750000	4000.000000	18000.000000	8000.000000	
20	Spectrogram 1	1	47.790000	47.882000	4000.000000	18000.000000	8000.000000	
21	Spectrogram 1	1	47.934000	48.020000	4000.000000	18000.000000	8000.000000	
22	Spectrogram 1	1	48.054000	48.164000	4000.000000	18000.000000	8000.000000	
23	Spectrogram 1	1	50.160000	50.528000	4000.000000	18000.000000	8000.000000	
24	Spectrogram 1	1	61.314000	61.400000	4000.000000	18000.000000	8000.000000	
25	Spectrogram 1	1	84.114000	84.302000	4000.000000	18000.000000	8000.000000	
26	Spectrogram 1	1	87.624000	87.758000	4000.000000	18000.000000	8000.000000	
27	Spectrogram 1	1	104.098000	104.304000	4000.000000	18000.000000	8000.000000	
28	Spectrogram 1	1	113.500000	113.724000	4000.000000	18000.000000	8000.000000	
29	Spectrogram 1	1	113.776000	115.236000	4000.000000	18000.000000	8000.000000	
30	Spectrogram 1	1	158.914000	159.102000	4000.000000	18000.000000	8000.000000	
31	Spectrogram 1	1	166.060000	167.364000	4000.000000	18000.000000	8000.000000	
32	Spectrogram 1	1	178.564000	178.620000	4000.000000	18000.000000	8000.000000	
33	Spectrogram 1	1	186.154000	186.504000	4000.000000	18000.000000	8000.000000	
34	Spectrogram 1	1	193.120000	193.392000	4000.000000	18000.000000	8000.000000	
35	Spectrogram 1	1	205.262000	205.498000	4000.000000	18000.000000	8000.000000	
36	Spectrogram 1	1	217.772000	217.936000	4000.000000	18000.000000	8000.000000	
37	Spectrogram 1	1	219.554000	219.946000	4000.000000	18000.000000	8000.000000	
38	Spectrogram 1	1	232.676000	232.786000	4000.000000	18000.000000	8000.000000	
39	Spectrogram 1	1	236.582000	236.680000	4000.000000	18000.000000	8000.000000	
40	Spectrogram 1	1	258.404000	258.634000	4000.000000	18000.000000	8000.000000	
41	Spectrogram 1	1	262.862000	263.056000	4000.000000	18000.000000	8000.000000	
42	Spectrogram 1	1	263.198000	263.836000	4000.000000	18000.000000	8000.000000	
