Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	157.880000	158.260000	4000.000000	18000.000000	8000.000000	Phee	5.217227	10.312356	NaN	NaN	82.018925	0.000000
2	Spectrogram 1	1	168.200000	169.080000	4000.000000	18000.000000	8000.000000	Phee	4.027241	26.360076	NaN	NaN	44.156283	0.000000
3	Spectrogram 1	1	178.290000	179.190000	4000.000000	18000.000000	8000.000000	Phee	4.136388	15.288453	NaN	NaN	81.591637	0.000000
4	Spectrogram 1	1	181.950000	183.120000	4000.000000	18000.000000	8000.000000	Phee	4.154968	12.767168	NaN	NaN	59.190367	0.000000
5	Spectrogram 1	1	215.030000	216.000000	4000.000000	18000.000000	8000.000000	Phee	4.007639	25.130959	NaN	NaN	109.928176	0.000000
6	Spectrogram 1	1	216.870000	218.300000	4000.000000	18000.000000	8000.000000	Phee	5.976396	29.046557	NaN	NaN	127.635940	0.000000
7	Spectrogram 1	1	228.150000	228.500000	4000.000000	18000.000000	8000.000000	Phee	4.335443	8.808949	NaN	NaN	70.612103	0.000000
8	Spectrogram 1	1	275.350000	277.160000	4000.000000	18000.000000	8000.000000	Phee	5.522096	27.474347	NaN	NaN	99.506792	0.000000
9	Spectrogram 1	1	314.200000	314.400000	4000.000000	18000.000000	8000.000000	Trillphee	5.679924	10.667563	NaN	NaN	31.414074	0.000000
10	Spectrogram 1	1	321.740000	321.950000	4000.000000	18000.000000	8000.000000	Trill	5.803734	11.992744	NaN	NaN	36.304397	0.000000
11	Spectrogram 1	1	363.690000	365.000000	4000.000000	18000.000000	8000.000000	Phee	4.426301	18.877577	NaN	NaN	106.213185	0.000000
12	Spectrogram 1	1	382.230000	382.550000	4000.000000	18000.000000	8000.000000	Trill	7.958633	17.827838	NaN	NaN	72.763688	0.000000
13	Spectrogram 1	1	392.690000	393.800000	4000.000000	18000.000000	8000.000000	Twitter	9.620929	24.468284	NaN	NaN	45.949686	0.000000
14	Spectrogram 1	1	419.700000	419.980000	4000.000000	18000.000000	8000.000000	Trill	6.560471	18.302577	NaN	NaN	116.166038	0.000000
15	Spectrogram 1	1	420.010000	420.340000	4000.000000	18000.000000	8000.000000	Phee	4.048388	22.869561	NaN	NaN	121.225664	0.000000
16	Spectrogram 1	1	435.200000	437.040000	4000.000000	18000.000000	8000.000000	Phee	4.865187	18.397134	NaN	NaN	59.073524	0.000000
17	Spectrogram 1	1	464.300000	464.580000	4000.000000	18000.000000	8000.000000	Trill	4.996233	17.475718	NaN	NaN	62.895126	0.000000
18	Spectrogram 1	1	466.120000	466.530000	4000.000000	18000.000000	8000.000000	Trill	6.455945	18.852637	NaN	NaN	58.015533	0.000000
19	Spectrogram 1	1	500.570000	500.930000	4000.000000	18000.000000	8000.000000	Trill	19.203815	29.590115	NaN	NaN	177.466554	0.000000
20	Spectrogram 1	1	502.140000	502.260000	4000.000000	18000.000000	8000.000000	Twitter	12.287322	28.017474	NaN	NaN	89.516507	0.000000
21	Spectrogram 1	1	502.290000	503.150000	4000.000000	18000.000000	8000.000000	Twitter	9.806352	25.207605	NaN	NaN	37.785638	0.000000
22	Spectrogram 1	1	512.130000	512.500000	4000.000000	18000.000000	8000.000000	Trill	18.798570	29.449263	NaN	NaN	173.293798	0.000000
23	Spectrogram 1	1	514.900000	515.250000	4000.000000	18000.000000	8000.000000	Trill	15.810517	26.973574	NaN	NaN	152.277651	0.000000
24	Spectrogram 1	1	523.190000	523.300000	4000.000000	18000.000000	8000.000000	Trillphee	4.654668	10.819609	NaN	NaN	82.687194	0.000000
25	Spectrogram 1	1	618.780000	619.020000	4000.000000	18000.000000	8000.000000	Trillphee	4.627871	9.647281	NaN	NaN	72.740512	0.000000
26	Spectrogram 1	1	696.260000	697.120000	4000.000000	18000.000000	8000.000000	Trill	4.281487	20.691799	NaN	NaN	66.133139	0.000000
27	Spectrogram 1	1	726.930000	727.280000	4000.000000	18000.000000	8000.000000	Trill	6.372059	17.480533	NaN	NaN	72.335899	0.000000
28	Spectrogram 1	1	732.220000	732.570000	4000.000000	18000.000000	8000.000000	Trill	8.864194	21.244372	NaN	NaN	93.908734	0.000000
29	Spectrogram 1	1	779.340000	779.550000	4000.000000	18000.000000	8000.000000	Trill	5.027169	12.272238	NaN	NaN	78.288730	0.000000
30	Spectrogram 1	1	809.500000	809.600000	4000.000000	18000.000000	8000.000000	Trill	5.675970	15.217381	NaN	NaN	107.073217	0.000000
31	Spectrogram 1	1	809.750000	810.010000	4000.000000	18000.000000	8000.000000	Trill	4.110134	22.413370	NaN	NaN	119.026700	0.000000
