Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	1	13.614000	13.838000	4000.000000	18000.000000	8000.000000	Twitter	5.418197	-33.453401	112.246304	0
2	Spectrogram 1	1	17.886000	18.230000	4000.000000	18000.000000	8000.000000	Twitter	16.208543	-32.824437	135.444770	0
3	Spectrogram 1	1	22.356000	22.850000	4000.000000	18000.000000	8000.000000	Twitter	13.416706	-31.368534	98.272371	0
4	Spectrogram 1	1	31.146000	31.406000	4000.000000	18000.000000	8000.000000	Twitter	15.913238	-35.725347	89.544905	0
5	Spectrogram 1	1	68.646000	68.936000	4000.000000	18000.000000	8000.000000	Twitter	14.478004	-35.041738	106.027376	0
6	Spectrogram 1	1	71.946000	72.086000	4000.000000	18000.000000	8000.000000	Twitter	17.228420	-32.422128	147.256624	0
7	Spectrogram 1	1	72.408000	72.698000	4000.000000	18000.000000	8000.000000	Twitter	19.061154	-31.731293	175.257113	0
8	Spectrogram 1	1	80.424000	81.536000	4000.000000	18000.000000	8000.000000	Twitter	13.734464	-32.120875	130.534535	0
9	Spectrogram 1	1	113.374000	113.646000	4000.000000	18000.000000	8000.000000	Twitter	16.979889	-30.151332	140.391028	0
10	Spectrogram 1	1	115.396000	115.614000	4000.000000	18000.000000	8000.000000	Twitter	14.415640	-33.159365	70.948582	0
11	Spectrogram 1	1	119.074000	119.334000	4000.000000	18000.000000	8000.000000	Twitter	14.317119	-32.774032	89.689215	0
12	Spectrogram 1	1	119.338000	119.364000	4000.000000	18000.000000	8000.000000	Phee	13.598839	-36.919806	38.943811	0
13	Spectrogram 1	1	119.380000	119.406000	4000.000000	18000.000000	8000.000000	Phee	13.273966	-36.772705	37.859092	0
14	Spectrogram 1	1	119.410000	119.430000	4000.000000	18000.000000	8000.000000	Trillphee	11.529204	-38.117465	37.145709	2
15	Spectrogram 1	1	125.794000	125.946000	4000.000000	18000.000000	8000.000000	Twitter	14.943645	-33.751205	110.065743	0
16	Spectrogram 1	1	133.588000	133.890000	4000.000000	18000.000000	8000.000000	Twitter	6.288982	-38.187636	57.730644	0
17	Spectrogram 1	1	194.842000	195.102000	4000.000000	18000.000000	8000.000000	Twitter	10.239285	-37.479387	69.581658	0
18	Spectrogram 1	1	195.112000	195.150000	4000.000000	18000.000000	8000.000000	Twitter	15.474781	-37.807116	61.369129	0
19	Spectrogram 1	1	202.562000	202.846000	4000.000000	18000.000000	8000.000000	Twitter	9.429805	-36.451631	70.011964	0
20	Spectrogram 1	1	207.812000	208.030000	4000.000000	18000.000000	8000.000000	Twitter	9.745952	-35.926400	79.905810	0
21	Spectrogram 1	1	210.434000	210.532000	4000.000000	18000.000000	8000.000000	Twitter	12.860989	-26.050341	141.138072	0
22	Spectrogram 1	1	210.644000	210.706000	4000.000000	18000.000000	8000.000000	Twitter	9.893150	-26.200077	119.940132	0
23	Spectrogram 1	1	210.782000	210.862000	4000.000000	18000.000000	8000.000000	Twitter	8.827663	-26.666400	81.607235	0
24	Spectrogram 1	1	210.920000	210.994000	4000.000000	18000.000000	8000.000000	Twitter	9.170755	-27.034063	85.228117	0
25	Spectrogram 1	1	211.046000	211.120000	4000.000000	18000.000000	8000.000000	Twitter	9.725873	-26.267226	90.078258	0
26	Spectrogram 1	1	211.184000	211.258000	4000.000000	18000.000000	8000.000000	Twitter	10.775599	-27.228332	71.970061	0
27	Spectrogram 1	1	211.328000	211.390000	4000.000000	18000.000000	8000.000000	Twitter	18.448687	-28.852419	110.174040	0
28	Spectrogram 1	1	216.680000	217.036000	4000.000000	18000.000000	8000.000000	Twitter	14.567466	-32.797077	130.860183	0
29	Spectrogram 1	1	223.742000	223.822000	4000.000000	18000.000000	8000.000000	Twitter	18.360401	-36.449988	99.374962	0
30	Spectrogram 1	1	226.532000	226.648000	4000.000000	18000.000000	8000.000000	Twitter	13.452775	-36.124025	101.090894	0
31	Spectrogram 1	1	226.790000	226.864000	4000.000000	18000.000000	8000.000000	Twitter	8.209944	-36.991264	77.852951	0
32	Spectrogram 1	1	226.934000	227.332000	4000.000000	18000.000000	8000.000000	Twitter	8.289817	-35.224107	83.321341	0
33	Spectrogram 1	1	238.994000	239.098000	4000.000000	18000.000000	8000.000000	Twitter	10.423802	-36.259364	62.261322	0
34	Spectrogram 1	1	266.912000	267.178000	4000.000000	18000.000000	8000.000000	Twitter	18.564594	-30.506954	144.019630	0
35	Spectrogram 1	1	273.668000	273.856000	4000.000000	18000.000000	8000.000000	Twitter	17.885588	-30.677382	129.827860	0
36	Spectrogram 1	1	274.040000	274.744000	4000.000000	18000.000000	8000.000000	Twitter	18.181982	-24.966505	167.681681	0
37	Spectrogram 1	1	274.754000	274.786000	4000.000000	18000.000000	8000.000000	Twitter	15.187777	-33.488684	40.257176	0
38	Spectrogram 1	1	289.040000	289.294000	4000.000000	18000.000000	8000.000000	Twitter	15.767416	-31.537215	137.865884	0
39	Spectrogram 1	1	291.794000	292.018000	4000.000000	18000.000000	8000.000000	Twitter	12.935626	-33.566217	107.170912	0
40	Spectrogram 1	1	292.214000	292.408000	4000.000000	18000.000000	8000.000000	Twitter	13.046956	-34.305131	95.106480	0
