Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	6	29.916	30.122	4000.0	18000.0	8007.8	Trill	-3.367844	5.721928	43.803765	1.738012
2	Spectrogram 1	6	30.168	30.212	4000.0	18000.0	7617.2	Trill	-2.738802	4.455557	38.166839	0.739524
3	Spectrogram 1	3	50.435	50.544	2750.0	17250.0	8789.1	Trill	0	0	0	0
4	Spectrogram 1	6	69.540	69.734	4000.0	18000.0	8593.7	Trill	-1.843267	4.189212	33.420055	0.479206
5	Spectrogram 1	1	79.662	79.862	4000.0	18000.0	7617.2	Trill	9.420202	13.573376	71.297202	5.445633
6	Spectrogram 1	6	108.562	108.846	4000.0	18000.0	7812.5	Trill	-2.062701	2.385636	32.556569	0.460421
7	Spectrogram 1	2	109.035	109.632	2750.0	16750.0	7812.5	Trill	0	0	0	0
8	Spectrogram 1	6	111.754	112.302	4000.0	18000.0	7226.6	Trill	-2.909791	3.228736	49.958695	1.162083
9	Spectrogram 1	6	112.408	112.662	4000.0	18000.0	7617.2	Trill	-2.480525	2.288386	67.295409	0.797925
10	Spectrogram 1	2	122.662	123.138	4000.0	18000.0	6835.9	Trill	5.307884	15.576511	43.984867	2.422368
11	Spectrogram 1	3	128.177	128.250	3250.0	17500.0	6445.3	P-peep	0	0	0	0
12	Spectrogram 1	1	147.246	147.315	2000.0	15000.0	5664.1	P-peep	0	0	0	0
13	Spectrogram 1	2	150.128	150.211	3250.0	17500.0	7421.9	Trill	0	0	0	0
14	Spectrogram 1	1	192.460	192.756	4000.0	18000.0	6640.6	Trill	3.924039	7.788614	33.197421	1.003950
15	Spectrogram 1	2	239.342	239.464	4000.0	18000.0	8203.1	Trill	5.366591	12.711098	44.218839	2.459048
16	Spectrogram 1	2	239.498	239.854	4000.0	18000.0	7812.5	Trill	4.731581	9.286320	37.290717	1.664346
