Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
17	Spectrogram 1	1	234.880020000	235.642020000	4000.0	18000.0	8593.7	phee
18	Spectrogram 1	1	236.440020000	237.088020000	4000.0	18000.0	7910.2	phee
19	Spectrogram 1	1	237.900020000	238.574020000	4000.0	18000.0	7812.5	phee
20	Spectrogram 1	1	238.970020000	239.622020000	4000.0	18000.0	7910.2	phee
21	Spectrogram 1	1	240.052020000	240.736379612	4000.0	18000.0	8007.8	phee
33	Spectrogram 1	1	564.076020000	565.036553401	4000.0	18000.0	8300.8	phee
34	Spectrogram 1	1	565.880020000	566.746020000	4000.0	18000.0	8203.1	phee
35	Spectrogram 1	1	567.236199311	567.978248534	4000.0	18000.0	8203.1	phee
45	Spectrogram 1	1	868.866020000	869.739371395	4000.0	18000.0	8398.4	phee
48	Spectrogram 1	1	870.819921340	871.535468805	4000.0	18000.0	8300.8	phee
50	Spectrogram 1	1	872.100020000	872.774425989	4000.0	18000.0	8203.1	phee
51	Spectrogram 1	1	873.258020000	873.868797248	4000.0	18000.0	8105.5	phee
56	Spectrogram 1	1	973.972020000	974.779745955	4000.0	18000.0	8300.8	phee
57	Spectrogram 1	1	975.568020000	976.313535197	4000.0	18000.0	8300.8	phee
59	Spectrogram 1	1	976.900020000	977.595557737	4000.0	18000.0	8300.8	phee
61	Spectrogram 1	1	978.096020000	978.751731892	4000.0	18000.0	8496.1	phee
62	Spectrogram 1	1	988.216020000	988.862020000	4000.0	18000.0	8593.7	phee
63	Spectrogram 1	1	989.586020000	990.331201381	4000.0	18000.0	9277.3	phee
66	Spectrogram 1	1	990.802020000	991.490020000	4000.0	18000.0	9277.3	phee
67	Spectrogram 1	1	991.924020000	992.600020000	4000.0	18000.0	9277.3	phee
68	Spectrogram 1	1	1002.084020000	1002.692020000	4000.0	18000.0	8593.7	phee
69	Spectrogram 1	1	1003.512020000	1004.160020000	4000.0	18000.0	8691.4	phee
70	Spectrogram 1	1	1004.568020000	1005.229549885	4000.0	18000.0	8691.4	phee
72	Spectrogram 1	1	1005.738020000	1006.438020000	4000.0	18000.0	8691.4	phee
86	Spectrogram 1	1	1336.662020000	1337.436020000	4000.0	18000.0	8300.8	phee
87	Spectrogram 1	1	1409.185428274	1410.026859089	4000.0	18000.0	8789.1	phee
88	Spectrogram 1	1	1410.850020000	1411.606020000	4000.0	18000.0	8691.4	phee
90	Spectrogram 1	1	1412.213254120	1412.935427024	4000.0	18000.0	9082.0	phee
91	Spectrogram 1	1	1425.808020000	1426.490020000	4000.0	18000.0	8984.4	phee
94	Spectrogram 1	1	1428.416020000	1429.052020000	4000.0	18000.0	8496.1	phee
95	Spectrogram 1	1	1429.642020000	1430.290020000	4000.0	18000.0	8496.1	phee
96	Spectrogram 1	1	1430.744020000	1431.430020000	4000.0	18000.0	8496.1	phee
97	Spectrogram 1	1	1444.738020000	1445.423869637	4000.0	18000.0	9179.7	phee
98	Spectrogram 1	1	1446.004020000	1446.720020000	4000.0	18000.0	8593.7	phee
99	Spectrogram 1	1	1447.112020000	1447.872020000	4000.0	18000.0	8398.4	phee
100	Spectrogram 1	1	1449.384020000	1450.072020000	4000.0	18000.0	8789.1	phee
137	Spectrogram 1	1	1980.260020000	1981.214020000	4000.0	18000.0	8398.4	phee
138	Spectrogram 1	1	1981.800020000	1982.634020000	4000.0	18000.0	8300.8	phee
139	Spectrogram 1	1	1983.052020000	1983.764020000	4000.0	18000.0	8300.8	phee
140	Spectrogram 1	1	1984.176020000	1984.885195611	4000.0	18000.0	8203.1	phee
