Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	1	24.564	26.228	4000.0	18000.0	8398.4	Phee	7.071301	18.843185	84.561371	4.985013
2	Spectrogram 1	1	44.202	44.916	4000.0	18000.0	7812.5	Phee	4.612295	14.674009	40.439667	1.922784
3	Spectrogram 1	2	118.462	118.542	4000.0	18000.0	7226.6	Trill	7.796668	10.679359	53.731601	3.923492
4	Spectrogram 1	1	121.545	122.490	4000.0	18000.0	8398.4	Trillphee	5.987380	10.929603	67.511943	3.911108
5	Spectrogram 1	2	137.428	137.688	4000.0	18000.0	7812.5	Trill	4.772975	9.625286	49.645540	2.591826
6	Spectrogram 1	5	190.138	190.176	4000.0	18000.0	8593.7	Trill	2.676121	6.060091	28.436481	0.242511
7	Spectrogram 1	2	243.509	243.571	4255.3	17287.2	9179.7	Twitter	0	0	0	0
8	Spectrogram 1	2	243.668	243.721	4000.0	18000.0	9179.7	Twitter	5.728101	17.354179	46.339049	2.733106
9	Spectrogram 1	2	243.818	243.880	4000.0	18000.0	8789.1	Twitter	6.212553	17.513245	48.954347	3.077324
10	Spectrogram 1	2	243.955	244.052	3989.4	18085.1	8789.1	Twitter	0	0	0	0
11	Spectrogram 1	2	244.101	244.185	6117.0	17287.2	8398.4	Twitter	0	0	0	0
12	Spectrogram 1	5	261.758	262.075	4000.0	18000.0	8789.1	Trill	2.349638	6.878580	37.354984	0.230560
13	Spectrogram 1	5	265.982	266.032	4000.0	18000.0	8593.7	Trill	3.126890	5.482303	39.552757	0.262449
14	Spectrogram 1	5	266.054	266.128	4000.0	18000.0	8593.7	P-peep	1.819593	3.524195	29.195123	0.259237
15	Spectrogram 1	5	428.644	429.168	4000.0	18000.0	8984.4	Trill	2.890700	7.516172	36.415601	0.444105
16	Spectrogram 1	5	439.162	439.548	4000.0	18000.0	8398.4	Trill	6.514715	10.792954	57.282338	0.214285
17	Spectrogram 1	2	443.038	443.418	4000.0	18000.0	8203.1	Trill	6.677793	10.959017	52.577984	3.471624
18	Spectrogram 1	2	477.850	478.266	4000.0	18000.0	7617.2	Trill	3.730789	8.919966	47.110804	2.034984
19	Spectrogram 1	6	530.312	531.376	4000.0	18000.0	7812.5	Phee	4.280425	25.822359	80.074756	1.413731
20	Spectrogram 1	6	541.736	542.944	4000.0	18000.0	7812.5	Phee	2.610345	25.883839	59.605126	0.571234
21	Spectrogram 1	2	588.800	589.054	4000.0	18000.0	7617.2	Trill	6.164118	11.667254	47.651431	2.971173
22	Spectrogram 1	1	672.978	673.256	4000.0	18000.0	7617.2	Trill	4.648316	8.761555	52.942824	2.707663
23	Spectrogram 1	5	674.987	675.371	3989.4	16223.4	5273.4	Trill	0	0	0	0
24	Spectrogram 1	2	704.854	705.330	4000.0	18000.0	7421.9	Trill	7.063238	13.870150	50.348721	3.455648
25	Spectrogram 1	5	706.331	706.976	4255.3	18085.1	8398.4	Trill	0	0	0	0
26	Spectrogram 1	1	715.654	716.112	4000.0	18000.0	7421.9	Trill	5.833210	11.161335	64.503419	3.725607
27	Spectrogram 1	2	734.452	734.940	4000.0	18000.0	7617.2	Trill	9.543722	13.792866	67.062385	5.281028
28	Spectrogram 1	1	754.978	755.262	4000.0	18000.0	7617.2	Trill	5.593552	9.330592	54.915329	3.195671
29	Spectrogram 1	2	771.634	772.152	4000.0	18000.0	7617.2	Trill	6.502574	12.421453	55.290368	3.566983
30	Spectrogram 1	1	797.113	797.343	4255.3	15425.5	7812.5	Trill	0	0	0	0
31	Spectrogram 1	5	811.588	812.136	3723.4	17287.2	8984.4	Trill	0	0	0	0
32	Spectrogram 1	5	821.660	821.914	4000.0	18000.0	12695.3	Trill	6.086400	8.408337	51.195907	0.546315
