Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
22	Spectrogram 1	1	479.224020000	479.983251229	4000.0	18000.0	8984.4	phee
24	Spectrogram 1	1	480.564020000	481.258648330	4000.0	18000.0	8398.4	phee
26	Spectrogram 1	1	481.670020000	482.299070864	4000.0	18000.0	8398.4	phee
27	Spectrogram 1	1	482.809792669	483.475649337	4000.0	18000.0	8593.7	phee
28	Spectrogram 1	1	494.478129618	495.140673567	4000.0	18000.0	8496.1	phee
29	Spectrogram 1	1	495.736963121	496.316689076	4000.0	18000.0	8105.5	phee
31	Spectrogram 1	1	497.148181731	497.727907687	4000.0	18000.0	8593.7	phee
32	Spectrogram 1	1	498.126020000	498.676020000	4000.0	18000.0	8691.4	phee
33	Spectrogram 1	1	499.188020000	499.756020000	4000.0	18000.0	8691.4	phee
42	Spectrogram 1	1	788.474490115	789.314020000	4000.0	18000.0	8691.4	phee
43	Spectrogram 1	1	790.046020000	790.792020000	4000.0	18000.0	8691.4	phee
44	Spectrogram 1	1	791.238020000	791.940020000	4000.0	18000.0	8691.4	phee
60	Spectrogram 1	1	1110.275816898	1111.087433235	4000.0	18000.0	8984.4	phee
62	Spectrogram 1	1	1111.571090318	1112.280012343	4000.0	18000.0	8398.4	phee
64	Spectrogram 1	1	1112.776920305	1113.469278731	4000.0	18000.0	8593.7	phee
75	Spectrogram 1	1	1462.241133134	1463.039498592	4000.0	18000.0	8593.7	phee
77	Spectrogram 1	1	1463.096020000	1463.241574496	4000.0	18000.0	4785.2	phee
78	Spectrogram 1	1	1463.748420617	1464.480531681	4000.0	18000.0	8593.7	phee
79	Spectrogram 1	1	1464.887996209	1465.547227438	4000.0	18000.0	8300.8	phee
81	Spectrogram 1	1	1475.502020000	1476.080020000	4000.0	18000.0	8593.7	phee
82	Spectrogram 1	1	1476.649014414	1476.748396006	4000.0	18000.0	7519.5	phee
83	Spectrogram 1	1	1477.232053089	1477.818020000	4000.0	18000.0	8593.7	phee
84	Spectrogram 1	1	1478.292020000	1478.858598483	4000.0	18000.0	8886.7	phee
86	Spectrogram 1	1	1478.994020000	1479.062020000	4000.0	18000.0	5078.1	phee
87	Spectrogram 1	1	1479.524809866	1480.101223102	4000.0	18000.0	8593.7	phee
89	Spectrogram 1	1	1503.002864675	1503.678659503	4000.0	18000.0	8691.4	phee
90	Spectrogram 1	1	1504.526715758	1505.172696108	4000.0	18000.0	8691.4	phee
92	Spectrogram 1	1	1506.106883075	1506.762801585	4000.0	18000.0	8300.8	phee
94	Spectrogram 1	1	1507.324020000	1507.994873153	4000.0	18000.0	8496.1	phee
104	Spectrogram 1	1	1891.822202006	1892.547687630	4000.0	18000.0	8593.7	phee
106	Spectrogram 1	1	1893.071097350	1893.852899209	4000.0	18000.0	8593.7	phee
108	Spectrogram 1	1	1894.213985661	1894.903031368	4000.0	18000.0	8300.8	phee
113	Spectrogram 1	1	1950.627058675	1951.302853503	4000.0	18000.0	9082.0	phee
115	Spectrogram 1	1	1951.736819789	1952.439116375	4000.0	18000.0	9082.0	phee
120	Spectrogram 1	1	2233.788569535	2234.706192904	4000.0	18000.0	8691.4	phee
122	Spectrogram 1	1	2235.239540783	2235.991528165	4000.0	18000.0	8691.4	phee
124	Spectrogram 1	1	2236.435432610	2237.187419992	4000.0	18000.0	8691.4	phee
125	Spectrogram 1	1	2237.627126102	2238.202906866	4000.0	18000.0	8398.4	phee
126	Spectrogram 1	1	2432.354020000	2433.023436751	4000.0	18000.0	8496.1	phee
129	Spectrogram 1	1	2433.582020000	2434.312084732	4000.0	18000.0	8203.1	phee
131	Spectrogram 1	1	2434.838020000	2435.527852878	4000.0	18000.0	8300.8	phee
140	Spectrogram 1	1	2731.544610280	2732.439044611	4000.0	18000.0	8789.1	phee
145	Spectrogram 1	1	2976.412020000	2977.096020000	4000.0	18000.0	8691.4	phee
146	Spectrogram 1	1	2977.592020000	2978.324020000	4000.0	18000.0	8691.4	phee
147	Spectrogram 1	1	2978.798020000	2979.447261152	4000.0	18000.0	8691.4	phee
149	Spectrogram 1	1	2979.806020000	2980.459039327	4000.0	18000.0	8691.4	phee
151	Spectrogram 1	1	3023.666020000	3024.550020000	4000.0	18000.0	8984.4	phee
152	Spectrogram 1	1	3025.038020000	3025.794194350	4000.0	18000.0	8789.1	phee
153	Spectrogram 1	1	3026.288020000	3027.014020000	4000.0	18000.0	8691.4	phee
154	Spectrogram 1	1	3138.083569535	3138.946782149	4000.0	18000.0	8886.7	phee
156	Spectrogram 1	1	3141.093424543	3141.752655772	4000.0	18000.0	8203.1	phee
157	Spectrogram 1	1	3142.188431790	3142.877477497	4000.0	18000.0	8203.1	phee
172	Spectrogram 1	1	2732.826014119	2733.640943176	5491.8	19672.1	9082.0	phee
173	Spectrogram 1	1	2734.078222182	2734.760642449	6229.5	18442.6	8789.1	phee
174	Spectrogram 1	1	2735.187983296	2735.886967162	5573.8	20245.9	8789.1	phee
175	Spectrogram 1	1	3025.850510585	3025.996270254	4180.3	16557.4	5273.4	phee
177	Spectrogram 1	1	3139.662329614	3140.391127958	5573.8	20737.7	8398.4	phee
178	Spectrogram 1	1	3140.583265703	3140.755527130	3442.6	14262.3	4687.5	phee
179	Spectrogram 1	1	3371.225331274	3372.292027032	5082.0	21475.4	8886.7	phee
180	Spectrogram 1	1	3372.653113484	3373.477980700	6065.6	20245.9	8886.7	phee
181	Spectrogram 1	1	3373.845692592	3374.630807171	6311.5	20737.7	8691.4	phee
4	Spectrogram 1	1	57.272020000	57.540020000	4000.0	18000.0	6640.6	trill
96	Spectrogram 1	1	1736.630020000	1736.938284943	4000.0	18000.0	6543.0	trill
158	Spectrogram 1	1	3190.606115554	3191.342020000	4000.0	18000.0	9668.0	trill
112	Spectrogram 1	1	1949.331785255	1950.156652471	4000.0	18000.0	8984.4	trillphee
