Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	6.059	6.277	4000.0	18000.0	6835.9	Trill
2	Spectrogram 1	1	12.441	12.614	4000.0	18000.0	7421.9	Trill
3	Spectrogram 1	1	18.358	18.443	4000.0	18000.0	6640.6	Trill
4	Spectrogram 1	1	23.170	23.219	0.0	23087.4	8984.4	Twitter
5	Spectrogram 1	1	23.311	23.356	0.0	24043.7	7812.5	Twitter
6	Spectrogram 1	1	23.444	23.497	0.0	24453.6	7226.6	Twitter
7	Spectrogram 1	1	23.572	23.618	4000.0	18000.0	7226.6	Twitter
8	Spectrogram 1	1	23.689	23.746	4000.0	18000.0	7031.2	Twitter
9	Spectrogram 1	1	23.813	23.866	4000.0	18000.0	7226.6	Twitter
10	Spectrogram 1	1	23.936	23.994	4000.0	18000.0	7031.2	Twitter
11	Spectrogram 1	1	24.055	24.116	4000.0	18000.0	7031.2	Twitter
12	Spectrogram 1	1	24.179	24.244	4000.0	18000.0	7031.2	Twitter
13	Spectrogram 1	1	24.320	24.365	2595.6	11612.0	7031.2	Twitter
14	Spectrogram 1	1	76.966	77.158	4000.0	18000.0	7031.2	Trill
15	Spectrogram 1	1	85.324	85.402	4000.0	18000.0	6835.9	Trill
16	Spectrogram 1	1	110.338	110.557	2595.6	10929.0	6835.9	Trill
17	Spectrogram 1	1	118.340	118.496	4000.0	18000.0	6835.9	Trill
18	Spectrogram 1	1	120.760	121.952	0.0	20901.6	195.3	Trillphee
19	Spectrogram 1	1	139.394	139.487	4000.0	18000.0	7031.2	Trill
20	Spectrogram 1	1	156.286	156.377	0.0	22677.6	8398.4	Twitter
21	Spectrogram 1	1	156.478	156.540	0.0	22814.2	8007.8	Twitter
22	Spectrogram 1	1	156.628	156.682	3929.0	17929.0	7617.2	Twitter
23	Spectrogram 1	1	156.756	156.815	0.0	23360.7	7031.2	Twitter
24	Spectrogram 1	1	156.890	156.955	273.2	18442.6	7031.2	Twitter
25	Spectrogram 1	1	157.050	157.092	2322.4	11748.6	7421.9	Twitter
26	Spectrogram 1	1	163.816	163.890	4000.0	18000.0	6445.3	Trill
27	Spectrogram 1	1	189.889	189.964	4000.0	18000.0	7421.9	Trill
28	Spectrogram 1	1	194.086	194.232	4000.0	18000.0	6835.9	Trill
29	Spectrogram 1	1	198.169	198.218	0.0	23224.0	8984.4	Twitter
30	Spectrogram 1	1	198.300	198.352	0.0	23770.5	7617.2	Twitter
31	Spectrogram 1	1	198.424	198.476	0.0	21857.9	7421.9	Twitter
32	Spectrogram 1	1	198.545	198.597	0.0	21994.5	7226.6	Twitter
