Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	24.790000	24.810000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	Spectrogram 1	1	388.820000	388.840000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	Spectrogram 1	1	701.120000	701.140000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	Spectrogram 1	1	1300.970000	1300.990000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	Spectrogram 1	1	1463.410000	1463.430000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	Spectrogram 1	1	1638.420000	1638.450000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	Spectrogram 1	1	1784.830000	1784.850000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8	Spectrogram 1	1	1985.840000	1985.860000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9	Spectrogram 1	1	1991.710000	1991.740000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	Spectrogram 1	1	2183.180000	2183.200000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11	Spectrogram 1	1	2672.820000	2672.850000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12	Spectrogram 1	1	3089.820000	3089.840000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	Spectrogram 1	1	3127.220000	3127.240000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	Spectrogram 1	1	3344.940000	3344.960000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	Spectrogram 1	1	3349.550000	3349.580000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	Spectrogram 1	1	3499.110000	3499.170000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	Spectrogram 1	1	3604.020000	3604.050000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	Spectrogram 1	1	21.950000	22.360000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
19	Spectrogram 1	1	33.360000	33.800000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
20	Spectrogram 1	1	261.140000	261.210000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
21	Spectrogram 1	1	297.350000	297.640000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
22	Spectrogram 1	1	374.800000	375.650000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
23	Spectrogram 1	1	388.910000	389.460000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
24	Spectrogram 1	1	711.620000	712.060000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
25	Spectrogram 1	1	809.220000	809.250000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
26	Spectrogram 1	1	1005.520000	1005.810000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27	Spectrogram 1	1	1135.510000	1135.820000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28	Spectrogram 1	1	1138.760000	1139.980000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29	Spectrogram 1	1	1254.040000	1254.660000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
30	Spectrogram 1	1	1254.700000	1255.050000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
31	Spectrogram 1	1	1403.370000	1403.460000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
32	Spectrogram 1	1	1550.620000	1550.690000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
33	Spectrogram 1	1	1554.690000	1554.760000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
34	Spectrogram 1	1	1803.190000	1803.600000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
35	Spectrogram 1	1	1848.310000	1848.420000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
36	Spectrogram 1	1	1918.180000	1919.050000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
37	Spectrogram 1	1	2694.340000	2694.650000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
38	Spectrogram 1	1	2728.970000	2729.030000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
39	Spectrogram 1	1	2843.940000	2844.580000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
40	Spectrogram 1	1	3350.030000	3350.090000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
41	Spectrogram 1	1	3549.290000	3549.710000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
42	Spectrogram 1	1	3553.450000	3553.580000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
43	Spectrogram 1	1	314.150000	314.180000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
44	Spectrogram 1	1	404.620000	404.770000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
45	Spectrogram 1	1	404.850000	404.990000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
46	Spectrogram 1	1	1601.440000	1601.630000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
47	Spectrogram 1	1	1601.690000	1601.770000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
48	Spectrogram 1	1	1652.110000	1652.180000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
49	Spectrogram 1	1	2046.790000	2046.820000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
50	Spectrogram 1	1	2124.180000	2124.350000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
51	Spectrogram 1	1	3522.260000	3522.320000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
52	Spectrogram 1	1	81.720000	81.790000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
53	Spectrogram 1	1	143.020000	143.810000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
54	Spectrogram 1	1	189.950000	190.010000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
55	Spectrogram 1	1	247.990000	248.040000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
56	Spectrogram 1	1	250.400000	250.550000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
57	Spectrogram 1	1	480.240000	480.270000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
58	Spectrogram 1	1	503.240000	503.340000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
59	Spectrogram 1	1	503.380000	503.430000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
60	Spectrogram 1	1	759.790000	760.220000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
61	Spectrogram 1	1	760.340000	760.390000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
62	Spectrogram 1	1	842.340000	842.370000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
63	Spectrogram 1	1	871.980000	872.020000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
64	Spectrogram 1	1	888.790000	888.830000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
65	Spectrogram 1	1	928.070000	928.120000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
66	Spectrogram 1	1	1136.670000	1136.710000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
67	Spectrogram 1	1	1262.150000	1262.510000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
68	Spectrogram 1	1	1268.910000	1268.940000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
69	Spectrogram 1	1	1293.960000	1294.000000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
70	Spectrogram 1	1	1335.800000	1336.060000	4000.000000	18000.000000	8000.000000	noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
