Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
92	Spectrogram 1	1	463.141	463.578	2835.1	17268.0	6835.9	Trill	0	0	0	0
1	Spectrogram 1	2	490.378	490.530	4000.0	18000.0	7226.6	Trill	6.514461	12.454218	47.976628	3.109173
93	Spectrogram 1	2	844.792	844.898	3092.8	17525.8	6054.7	Trill	0	0	0	0
2	Spectrogram 1	1	902.526	902.930	4000.0	18000.0	6835.9	Trill	4.915667	9.359051	45.886703	2.422024
3	Spectrogram 1	5	948.714	949.544	4000.0	18000.0	8789.1	Trill	1.952834	4.143890	35.976013	0.531934
4	Spectrogram 1	5	952.583	952.866	3000.0	16250.0	7812.5	Trill	0	0	0	0
5	Spectrogram 1	5	956.652	957.418	4000.0	18000.0	9179.7	Phee	1.574517	7.899064	32.343409	0.426480
6	Spectrogram 1	5	967.201	967.276	3000.0	17500.0	8984.4	P-peep	0	0	0	0
7	Spectrogram 1	5	967.396	967.440	3750.0	16000.0	9375.0	P-peep	0	0	0	0
8	Spectrogram 1	5	967.508	967.548	4500.0	15500.0	9375.0	P-peep	0	0	0	0
9	Spectrogram 1	5	972.228	972.320	4000.0	18000.0	8203.1	Trill	0.984016	3.578998	60.938386	0.563086
10	Spectrogram 1	5	972.368	972.438	4500.0	19250.0	8398.4	P-peep	0	0	0	0
11	Spectrogram 1	5	972.564	972.630	3250.0	16500.0	8593.7	P-peep	0	0	0	0
12	Spectrogram 1	5	972.726	973.166	4000.0	18000.0	8203.1	Phee	7.440026	5.277470	55.622247	2.034157
13	Spectrogram 1	5	993.408	994.034	4000.0	18000.0	9179.7	Phee	0.953756	2.993590	64.517730	0.450626
94	Spectrogram 1	5	1001.252	1001.562	3350.5	14948.5	8203.1	Trill	0	0	0	0
95	Spectrogram 1	1	1009.675	1009.847	2319.6	17268.0	6640.6	Trill	0	0	0	0
14	Spectrogram 1	5	1047.754	1047.834	4000.0	18000.0	8203.1	Trill	1.744324	3.050596	41.987195	0.574571
96	Spectrogram 1	5	1053.752	1054.137	4123.7	17525.8	5468.7	Trillphee	0	0	0	0
15	Spectrogram 1	1	1057.336	1057.752	4000.0	18000.0	6835.9	Trill	9.987505	17.863899	78.799884	5.980438
17	Spectrogram 1	1	1063.336	1063.398	4000.0	18000.0	8398.4	Twitter	5.021747	15.996868	44.866451	2.390582
18	Spectrogram 1	1	1063.450	1063.494	4000.0	18000.0	7812.5	Twitter	9.017190	20.148428	36.726694	2.483301
19	Spectrogram 1	1	1063.576	1063.620	4000.0	18000.0	8007.8	Twitter	9.868156	22.348933	34.402591	2.167896
20	Spectrogram 1	1	1063.690	1063.746	4000.0	18000.0	7617.2	Twitter	9.989364	22.146898	35.046882	2.321369
21	Spectrogram 1	1	1063.804	1063.860	4000.0	18000.0	7421.9	Twitter	10.494404	21.825448	40.765283	3.373482
22	Spectrogram 1	1	1063.918	1063.974	4000.0	18000.0	7617.2	Twitter	9.996229	21.367387	42.073486	3.447777
23	Spectrogram 1	1	1064.026	1064.100	4000.0	18000.0	7421.9	Twitter	8.911406	19.501100	43.153094	3.335636
24	Spectrogram 1	1	1064.134	1064.202	4000.0	18000.0	7421.9	Twitter	9.951866	19.993063	50.174948	4.282864
25	Spectrogram 1	1	1064.236	1064.298	4000.0	18000.0	7421.9	Twitter	9.094565	19.837395	50.406949	4.071033
26	Spectrogram 1	1	1064.332	1064.388	4000.0	18000.0	7421.9	Twitter	7.454044	17.455781	42.454063	2.904276
97	Spectrogram 1	2	1067.862	1067.994	5927.8	22422.7	21875.0	Tse	0	0	0	0
27	Spectrogram 1	2	1075.750	1076.190	4000.0	18000.0	7617.2	Trill	5.614726	13.781135	48.016563	2.808524
28	Spectrogram 1	5	1081.108	1081.860	4000.0	18000.0	8593.7	Trill	1.673039	2.901768	38.590864	0.266995
29	Spectrogram 1	5	1082.074	1082.416	4750.0	17750.0	9179.7	Phee	0	0	0	0
30	Spectrogram 1	5	1102.874	1103.860	4000.0	18000.0	5859.4	Phee	1.298157	1.799873	76.697870	0.504668
98	Spectrogram 1	5	1111.562	1112.337	3350.5	17525.8	3515.6	Trill	0	0	0	0
31	Spectrogram 1	2	1139.090	1139.206	4000.0	18000.0	8007.8	Trill	5.145499	10.494322	47.274252	2.593610
99	Spectrogram 1	1	1151.492	1151.956	2577.3	16494.8	6445.3	Trill	0	0	0	0
32	Spectrogram 1	5	1162.748	1162.870	4000.0	18000.0	8007.8	P-peep	1.819386	2.387249	42.014502	0.264033
33	Spectrogram 1	6	1163.034	1163.097	3750.0	16250.0	8593.7	P-peep	0	0	0	0
34	Spectrogram 1	5	1210.512	1211.198	4000.0	18000.0	8984.4	Trillphee	1.281553	2.501646	38.316960	0.271250
35	Spectrogram 1	5	1218.444	1218.544	4000.0	18000.0	7421.9	Trill	11.941954	14.592532	29.431880	1.884717
36	Spectrogram 1	5	1218.588	1219.715	4000.0	18000.0	7617.2	Trillphee	6.009403	10.118565	41.691658	2.116010
37	Spectrogram 1	2	1227.096	1227.434	4000.0	18000.0	7617.2	Trill	5.929681	12.228247	48.518113	2.951253
100	Spectrogram 1	2	1259.222	1259.369	3350.5	17268.0	6445.3	Trill	0	0	0	0
38	Spectrogram 1	1	1280.892	1281.350	4000.0	18000.0	6835.9	Trill	7.418378	12.766598	57.833706	4.042939
39	Spectrogram 1	1	1287.984	1288.040	4000.0	18000.0	8203.1	Twitter	6.837316	19.609017	44.708546	2.949399
40	Spectrogram 1	1	1288.092	1288.136	4000.0	18000.0	8203.1	Twitter	6.624158	19.316894	31.007922	0.984639
41	Spectrogram 1	1	1288.206	1288.262	4000.0	18000.0	8007.8	Twitter	6.563953	18.177351	33.802211	1.564187
42	Spectrogram 1	1	1288.320	1288.370	4000.0	18000.0	7812.5	Twitter	7.238608	19.202418	30.376436	0.868816
43	Spectrogram 1	1	1288.440	1288.502	4000.0	18000.0	7812.5	Twitter	7.216230	19.471468	30.101988	0.785239
44	Spectrogram 1	1	1288.554	1288.616	4000.0	18000.0	7617.2	Twitter	7.167312	19.337897	35.365061	1.932898
45	Spectrogram 1	1	1288.662	1288.730	4000.0	18000.0	7617.2	Twitter	7.070804	19.011784	35.226912	1.893155
