Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
2	Spectrogram 1	5	4.984	5.836	3703.7	17129.6	8593.7	Phee	0	0	0	0
3	Spectrogram 1	5	9.192	9.608	4000.0	18000.0	8984.4	Trillphee	4.675578	5.873341	34.455643	0.908885
4	Spectrogram 1	5	10.542	10.794	5092.6	17129.6	8593.7	P-peep	0	0	0	0
5	Spectrogram 1	5	11.046	11.086	5324.1	17824.1	9570.3	P-peep	0	0	0	0
6	Spectrogram 1	5	11.154	11.228	4000.0	18000.0	9765.6	P-peep	4.197349	4.689906	44.354393	1.385455
7	Spectrogram 1	5	11.292	11.426	4000.0	18000.0	9960.9	P-peep	2.893149	4.730777	70.149765	1.617678
8	Spectrogram 1	2	13.688	13.757	2654.9	17920.4	8789.1	Trill	0	0	0	0
9	Spectrogram 1	5	14.185	15.258	3472.2	17361.1	10156.2	Phee	0	0	0	0
10	Spectrogram 1	5	17.976	18.158	4000.0	18000.0	8203.1	P-peep	3.518842	6.885957	69.163250	1.804974
11	Spectrogram 1	5	18.226	19.490	4000.0	18000.0	8398.4	Phee	4.198677	9.293687	63.955152	2.440275
12	Spectrogram 1	5	22.887	24.176	4000.0	18000.0	8203.1	Phee	1.480663	4.549058	82.238159	1.102100
13	Spectrogram 1	5	26.952	27.830	4000.0	18000.0	8984.4	Trillphee	2.273516	5.277667	69.648903	1.301697
14	Spectrogram 1	1	28.284	28.508	4000.0	18000.0	8203.1	Trill	5.747453	8.926259	46.472732	2.749061
15	Spectrogram 1	5	32.017	32.289	2314.8	15972.2	8593.7	Trill	0	0	0	0
16	Spectrogram 1	5	35.526	35.990	4000.0	18000.0	9375.0	Trill	1.597182	2.758630	44.794491	0.460005
17	Spectrogram 1	5	40.311	40.572	4629.6	17361.1	8593.7	Trill	0	0	0	0
18	Spectrogram 1	5	40.734	41.132	4000.0	18000.0	10742.2	Phee	5.718706	7.055065	62.002867	2.245057
19	Spectrogram 1	2	43.925	44.045	3009.3	14120.4	8593.7	Trill	0	0	0	0
20	Spectrogram 1	5	48.309	48.548	3009.3	15740.7	8789.1	Trill	0	0	0	0
21	Spectrogram 1	5	48.740	48.806	3240.7	15740.7	10156.2	P-peep	0	0	0	0
