Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	8.920000	9.030000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	Spectrogram 1	1	16.910000	17.030000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3	Spectrogram 1	1	54.930000	55.220000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	Spectrogram 1	1	82.410000	82.580000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5	Spectrogram 1	1	104.470000	104.540000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6	Spectrogram 1	1	138.590000	138.660000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7	Spectrogram 1	1	144.550000	144.690000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8	Spectrogram 1	1	144.760000	144.830000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9	Spectrogram 1	1	145.420000	145.500000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10	Spectrogram 1	1	145.680000	145.760000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11	Spectrogram 1	1	146.010000	146.090000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12	Spectrogram 1	1	146.290000	146.360000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
13	Spectrogram 1	1	147.040000	147.120000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
14	Spectrogram 1	1	153.780000	153.850000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
15	Spectrogram 1	1	154.050000	154.150000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
16	Spectrogram 1	1	154.240000	154.330000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
17	Spectrogram 1	1	154.430000	154.530000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
18	Spectrogram 1	1	154.930000	155.030000	4000.000000	18000.000000	8000.000000	Noise	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
