Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	2	8.904	8.948	4000.0	18000.0	9375.0	Twitter	6.275452	15.489877	36.143968	1.879640
2	Spectrogram 1	2	9.036	9.110	4000.0	18000.0	9375.0	Twitter	5.373121	14.154273	35.098805	1.550145
3	Spectrogram 1	2	9.174	9.218	4000.0	18000.0	8789.1	Twitter	5.713852	13.549267	37.463407	1.925153
4	Spectrogram 1	5	27.378	27.602	4000.0	18000.0	9179.7	Trill	4.216531	2.288167	30.048455	0.475261
5	Spectrogram 1	5	30.834	30.920	4000.0	18000.0	8398.4	P-peep	4.810667	1.823650	53.487891	1.073833
6	Spectrogram 1	5	31.296	31.442	4000.0	18000.0	9765.6	P-peep	4.012036	1.356430	57.162511	0.558357
7	Spectrogram 1	5	42.102	42.200	4000.0	18000.0	8789.1	Trill	1.064068	2.943399	68.329992	0.646557
8	Spectrogram 1	5	42.222	42.404	4000.0	18000.0	15429.7	Trill	1.282347	2.803522	38.523803	0.395089
9	Spectrogram 1	6	65.574	65.708	4000.0	18000.0	7031.2	P-peep	-10.891199	14.357940	62.298492	6.463064
10	Spectrogram 1	5	153.910	154.368	4000.0	18000.0	8398.4	Trill	0.659047	2.663642	41.359506	0.277961
11	Spectrogram 1	5	168.159	168.462	3571.4	15000.0	8593.7	Trill	0	0	0	0
12	Spectrogram 1	5	306.828	306.950	4000.0	18000.0	8984.4	Trill	5.203811	2.211741	61.391321	1.142988
13	Spectrogram 1	5	307.086	307.244	4000.0	18000.0	9179.7	Phee	4.841341	3.539446	95.571652	2.314961
14	Spectrogram 1	5	307.506	307.598	4000.0	18000.0	12890.6	P-peep	7.114626	0.770685	57.835695	0.473889
15	Spectrogram 1	5	325.080	325.190	4000.0	18000.0	9179.7	Trill	1.937730	3.015768	30.512854	0.264884
16	Spectrogram 1	5	432.362	432.918	4047.6	17619.0	8398.4	Trill	0	0	0	0
17	Spectrogram 1	2	477.406	478.728	4000.0	18000.0	7617.2	Phee	4.959922	28.421871	50.882847	2.732689
18	Spectrogram 1	5	499.270	499.851	4047.6	16904.8	8007.8	Trill	0	0	0	0
19	Spectrogram 1	5	588.770	588.850	4000.0	18000.0	8593.7	Trill	2.398769	3.541731	36.720445	0.620176
20	Spectrogram 1	5	602.538	602.882	4000.0	18000.0	8593.7	Trillphee	0.852381	2.589204	30.042675	0.205362
21	Spectrogram 1	5	752.470	752.682	4000.0	18000.0	9179.7	Trill	2.436994	5.349223	39.234029	1.261625
22	Spectrogram 1	5	760.756	760.818	4000.0	18000.0	8203.1	Trill	2.972003	8.688212	34.147985	1.132728
23	Spectrogram 1	5	760.906	760.950	4000.0	18000.0	8398.4	Trill	3.541983	5.850105	30.571641	0.595191
24	Spectrogram 1	5	761.014	761.088	4000.0	18000.0	8593.7	Trill	2.742555	5.366899	41.165880	1.141948
25	Spectrogram 1	6	769.456	769.536	4000.0	18000.0	8789.1	Trill	-3.702706	8.636732	46.020539	2.420627
26	Spectrogram 1	6	769.564	769.914	4000.0	18000.0	8789.1	Trill	-4.490658	6.703695	40.521900	2.029802
27	Spectrogram 1	5	775.600	775.692	4000.0	18000.0	8007.8	Trill	5.306373	6.785326	39.430430	2.042841
28	Spectrogram 1	5	814.454	814.900	4000.0	18000.0	8789.1	Trill	3.477738	5.105175	53.869986	1.924932
29	Spectrogram 1	5	819.383	819.674	4523.8	15238.1	8593.7	Trill	0	0	0	0
30	Spectrogram 1	5	852.533	852.849	3333.3	16666.7	8593.7	Trill	0	0	0	0
31	Spectrogram 1	5	864.542	864.832	4000.0	18000.0	8789.1	Trillphee	1.481761	3.116714	32.069230	0.353526
32	Spectrogram 1	5	900.012	900.590	4000.0	18000.0	9179.7	Trill	1.352227	2.066596	55.324525	0.451481
33	Spectrogram 1	5	909.665	909.827	4047.6	15000.0	4101.6	Trill	0	0	0	0
34	Spectrogram 1	5	918.084	918.158	4000.0	18000.0	8593.7	Trill	3.569517	7.088498	44.108316	0.953326
35	Spectrogram 1	5	925.194	926.727	4285.7	19761.9	8593.7	Trillphee	0	0	0	0
36	Spectrogram 1	5	937.776	938.786	4000.0	18000.0	8984.4	Phee	2.122807	4.572178	60.965923	0.884163
37	Spectrogram 1	2	973.194	973.232	4000.0	18000.0	7812.5	P-peep	4.722297	5.937370	29.070024	0.328097
38	Spectrogram 1	5	973.752	973.820	4000.0	18000.0	9570.3	P-peep	4.468228	6.238181	57.956596	2.074188
39	Spectrogram 1	5	973.950	973.994	4000.0	18000.0	9960.9	P-peep	3.246798	5.793305	48.197926	1.376947
40	Spectrogram 1	5	974.154	974.210	4000.0	18000.0	9765.6	Sd-peep	1.746431	3.119935	62.177559	0.752062
41	Spectrogram 1	5	982.452	982.658	4000.0	18000.0	9179.7	Phee	2.174829	3.408039	63.466424	0.843877
42	Spectrogram 1	5	982.794	982.862	4000.0	18000.0	9765.6	P-peep	1.823242	3.269604	37.159151	0.627837
43	Spectrogram 1	5	983.070	983.144	4000.0	18000.0	9765.6	Sd-peep	5.236026	7.118025	57.786998	2.924862
