Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	5.218	6.302	0.0	23224.0	8007.8	Phee
2	Spectrogram 1	1	6.661	7.585	0.0	21857.9	8007.8	Phee
3	Spectrogram 1	1	41.958	42.821	4000.0	18000.0	8007.8	Phee
4	Spectrogram 1	1	43.053	43.194	4000.0	18000.0	4882.8	Phee
5	Spectrogram 1	1	43.265	43.295	683.1	16393.4	6640.6	Phee
6	Spectrogram 1	1	43.357	43.422	0.0	15027.3	4882.8	Phee
7	Spectrogram 1	1	43.752	44.549	4000.0	18000.0	7812.5	Phee
8	Spectrogram 1	1	45.062	45.828	4000.0	18000.0	7812.5	Phee
9	Spectrogram 1	1	45.950	45.993	0.0	18169.4	5078.1	Phee
10	Spectrogram 1	1	46.414	47.224	4000.0	18000.0	8007.8	Phee
11	Spectrogram 1	1	47.294	47.330	0.0	13388.0	5078.1	Phee
12	Spectrogram 1	1	82.571	83.335	4000.0	18000.0	8398.4	Phee
13	Spectrogram 1	1	83.364	83.446	273.2	18715.8	7617.2	Phee
14	Spectrogram 1	1	83.505	83.557	3792.3	17792.3	7226.6	Phee
15	Spectrogram 1	1	83.948	84.674	4000.0	18000.0	8007.8	Phee
16	Spectrogram 1	1	84.818	84.981	4000.0	18000.0	5273.4	Phee
17	Spectrogram 1	1	85.102	85.138	0.0	15300.5	5078.1	Phee
18	Spectrogram 1	1	85.614	86.287	4000.0	18000.0	8007.8	Phee
19	Spectrogram 1	1	86.308	86.398	4000.0	18000.0	5078.1	Phee
20	Spectrogram 1	1	86.824	87.557	4000.0	18000.0	8007.8	Phee
21	Spectrogram 1	1	87.596	87.626	0.0	13524.6	5273.4	Phee
22	Spectrogram 1	1	106.377	107.092	0.0	23224.0	8398.4	Phee
23	Spectrogram 1	1	107.305	107.350	0.0	18442.6	7031.2	Phee
24	Spectrogram 1	1	107.742	107.791	0.0	18306.0	7031.2	Phee
25	Spectrogram 1	1	107.889	107.977	4000.0	18000.0	5273.4	Phee
26	Spectrogram 1	1	108.350	109.003	4000.0	18000.0	8398.4	Phee
27	Spectrogram 1	1	109.062	109.238	4000.0	18000.0	5078.1	Phee
28	Spectrogram 1	1	109.642	110.323	4000.0	18000.0	8398.4	Phee
29	Spectrogram 1	1	110.375	110.427	0.0	17213.1	5273.4	Phee
30	Spectrogram 1	1	171.934	172.400	4000.0	18000.0	6445.3	Trill
31	Spectrogram 1	1	242.557	243.157	4000.0	18000.0	9765.6	Trill
32	Spectrogram 1	1	243.290	243.690	4000.0	18000.0	9179.7	Trill
33	Spectrogram 1	1	243.856	244.229	4000.0	18000.0	8593.7	Trill
34	Spectrogram 1	1	284.698	284.781	4000.0	18000.0	10156.2	Twitter
35	Spectrogram 1	1	284.849	284.918	0.0	23243.2	8593.7	Twitter
36	Spectrogram 1	1	285.000	285.065	4000.0	18000.0	8398.4	Twitter
37	Spectrogram 1	1	285.137	285.208	0.0	23648.6	6835.9	Twitter
38	Spectrogram 1	1	285.284	285.346	0.0	24324.3	8398.4	Twitter
39	Spectrogram 1	1	285.408	285.483	0.0	23918.9	6835.9	Twitter
40	Spectrogram 1	1	285.544	285.610	4000.0	18000.0	8007.8	Twitter
41	Spectrogram 1	1	285.675	285.741	0.0	23783.8	8007.8	Twitter
42	Spectrogram 1	1	285.806	285.871	0.0	22973.0	6640.6	Twitter
43	Spectrogram 1	1	285.917	285.992	0.0	19729.7	6640.6	Twitter
44	Spectrogram 1	1	286.064	286.110	0.0	18513.5	7617.2	Twitter
45	Spectrogram 1	1	324.505	325.106	4000.0	18000.0	8007.8	Trill
46	Spectrogram 1	1	326.095	326.157	135.1	24324.3	11718.7	Twitter
47	Spectrogram 1	1	326.268	326.334	0.0	23243.2	8593.7	Twitter
48	Spectrogram 1	1	326.432	326.494	0.0	24594.6	6835.9	Twitter
49	Spectrogram 1	1	326.588	326.647	0.0	24054.1	6640.6	Twitter
50	Spectrogram 1	1	326.729	326.797	0.0	23918.9	6640.6	Twitter
51	Spectrogram 1	1	326.879	326.938	0.0	24189.2	6835.9	Twitter
52	Spectrogram 1	1	327.010	327.075	0.0	24054.1	6835.9	Twitter
53	Spectrogram 1	1	327.134	327.209	4000.0	18000.0	6835.9	Twitter
54	Spectrogram 1	1	327.262	327.333	4000.0	18000.0	6835.9	Twitter
55	Spectrogram 1	1	327.382	327.441	0.0	21486.5	6835.9	Twitter
56	Spectrogram 1	1	327.516	327.561	0.0	19864.9	7031.2	Twitter
57	Spectrogram 1	1	346.832	347.389	4000.0	18000.0	9179.7	Trillphee
58	Spectrogram 1	1	347.544	348.029	4000.0	18000.0	10546.9	Trill
59	Spectrogram 1	1	348.190	348.633	4000.0	18000.0	10546.9	Phee
60	Spectrogram 1	1	348.768	349.195	4000.0	18000.0	8593.7	Phee
61	Spectrogram 1	1	349.340	349.390	4000.0	18000.0	6640.6	Phee
62	Spectrogram 1	1	370.696	371.330	4000.0	18000.0	8398.4	Trill
63	Spectrogram 1	1	371.477	371.581	135.1	18378.4	195.3	Trill
64	Spectrogram 1	1	381.256	381.898	4000.0	18000.0	8789.1	Trill
65	Spectrogram 1	1	382.096	382.718	4000.0	18000.0	8593.7	Trill
66	Spectrogram 1	1	382.892	383.306	4000.0	18000.0	10156.2	Trill
67	Spectrogram 1	1	383.448	383.678	4000.0	18000.0	7617.2	Trill
68	Spectrogram 1	1	443.760	444.207	4000.0	18000.0	8984.4	Trill
69	Spectrogram 1	1	444.394	444.844	4000.0	18000.0	10546.9	Trill
70	Spectrogram 1	1	444.991	445.403	4000.0	18000.0	8789.1	Trill
71	Spectrogram 1	1	445.546	445.866	4000.0	18000.0	8203.1	Trill
72	Spectrogram 1	1	450.262	450.773	4000.0	18000.0	9179.7	Trill
73	Spectrogram 1	1	450.917	451.365	4000.0	18000.0	9765.6	Trill
74	Spectrogram 1	1	451.518	451.939	4000.0	18000.0	8203.1	Trill
75	Spectrogram 1	1	452.086	452.517	4000.0	18000.0	7812.5	Trill
76	Spectrogram 1	1	558.263	558.342	4000.0	18000.0	11718.7	Sd-peep
77	Spectrogram 1	1	558.495	559.109	4000.0	18000.0	9570.3	Trill
78	Spectrogram 1	1	559.278	559.774	4000.0	18000.0	8398.4	Trill
79	Spectrogram 1	1	559.922	560.360	4000.0	18000.0	9375.0	Trill
80	Spectrogram 1	1	560.516	560.946	4000.0	18000.0	8789.1	Trill
81	Spectrogram 1	1	616.132	616.743	4000.0	18000.0	9960.9	Trill
82	Spectrogram 1	1	616.899	617.484	4000.0	18000.0	9960.9	Trill
