Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	5	2.124	2.222	4000.0	18000.0	8984.4	Trill	2.030682	4.051136	43.536163	0.980703
2	Spectrogram 1	5	37.422	37.610	4000.0	18000.0	10156.2	Phee	1.232610	2.713832	107.081941	0.902383
3	Spectrogram 1	2	37.512	37.958	4000.0	18000.0	8789.1	Trill	5.066947	9.336868	45.832581	2.471980
4	Spectrogram 1	5	40.428	40.814	4000.0	18000.0	8984.4	Trill	1.647434	2.630448	28.687172	0.272704
5	Spectrogram 1	5	44.274	44.342	4000.0	18000.0	10937.5	Phee	1.033026	2.639609	38.448017	0.250471
6	Spectrogram 1	6	56.424	56.552	4000.0	18000.0	9570.3	P-peep	-0.678620	3.637353	35.614198	0.230323
7	Spectrogram 1	5	56.634	56.702	4000.0	18000.0	10351.6	P-peep	2.479265	3.752433	62.765070	1.065747
8	Spectrogram 1	5	71.148	71.210	4000.0	18000.0	9570.3	P-peep	2.093188	3.707754	28.586029	0.422643
9	Spectrogram 1	5	71.376	71.432	4000.0	18000.0	10351.6	P-peep	1.490701	3.279434	72.262264	0.929828
10	Spectrogram 1	5	103.738	103.968	4000.0	18000.0	9375.0	Trill	2.303537	4.044741	50.904866	0.992627
11	Spectrogram 1	5	107.890	107.976	4000.0	18000.0	9179.7	Trill	2.288544	4.495084	57.962633	1.100425
12	Spectrogram 1	5	108.016	108.264	4000.0	18000.0	9375.0	Trill	1.628005	3.187783	48.771740	0.644396
13	Spectrogram 1	6	154.018	154.152	4000.0	18000.0	8593.7	Trill	-0.471639	4.281899	54.775607	0.292711
14	Spectrogram 1	5	162.794	162.833	2250.0	15750.0	9570.3	P-peep	0	0	0	0
15	Spectrogram 1	5	238.520	238.738	4000.0	18000.0	8398.4	Trill	4.730772	4.173275	36.497139	0.837490
16	Spectrogram 1	5	252.692	252.898	4000.0	18000.0	9179.7	Trillphee	3.343661	1.670487	30.376156	0.599640
17	Spectrogram 1	1	308.268	308.306	4000.0	18000.0	8203.1	Trill	4.408508	6.299221	29.947964	0.522047
18	Spectrogram 1	5	451.114	451.362	4000.0	18000.0	8593.7	Trill	1.902187	3.741962	31.940373	0.463666
19	Spectrogram 1	5	477.269	477.634	1000.0	17500.0	8984.4	Trill	0	0	0	0
20	Spectrogram 1	5	492.653	493.106	3750.0	16750.0	9179.7	Trill	0	0	0	0
21	Spectrogram 1	5	498.202	498.912	4000.0	18000.0	8984.4	Trillphee	1.230580	2.734175	63.939301	0.504738
22	Spectrogram 1	2	500.636	500.692	4000.0	18000.0	6835.9	P-peep	8.670478	9.856647	31.711483	1.374169
23	Spectrogram 1	5	503.684	503.752	4000.0	18000.0	8398.4	Trill	3.335319	5.266845	38.659229	0.706414
24	Spectrogram 1	5	503.792	504.274	4000.0	18000.0	8789.1	Trill	2.415909	3.928803	46.359645	0.867936
25	Spectrogram 1	5	615.018	615.722	4000.0	18000.0	8007.8	Trill	2.450583	4.064284	47.811687	1.098671
26	Spectrogram 1	6	615.792	615.866	4000.0	18000.0	15625.0	Sd-peep	-4.751466	0.396880	62.011955	0.263982
27	Spectrogram 1	5	616.110	616.190	4000.0	18000.0	9179.7	P-peep	1.257889	2.839001	33.926129	0.333150
28	Spectrogram 1	5	629.310	629.354	4000.0	18000.0	16406.2	P-peep	1.255230	2.512208	48.245886	0.378922
29	Spectrogram 1	5	664.128	664.688	4000.0	18000.0	8203.1	Trill	1.155392	2.922704	59.928912	0.486249
30	Spectrogram 1	5	673.536	673.640	4000.0	18000.0	8789.1	Trill	1.533207	3.325247	68.003864	0.853573
31	Spectrogram 1	5	718.486	719.004	4000.0	18000.0	8593.7	Trill	2.833975	3.608478	31.260977	0.479553
32	Spectrogram 1	6	722.002	722.076	4000.0	18000.0	8789.1	Trill	-1.343526	1.714575	56.550569	0.449564
33	Spectrogram 1	5	744.514	744.762	4000.0	18000.0	15820.3	Trill	1.283710	2.850560	40.206905	0.468443
