Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	52.181	52.630	4000.0	18000.0	6787.1	Trill	4.004982	14.415219	NaN	NaN	46.873149	0.000000
3	Spectrogram 1	1	317.160	317.365	4000.0	18000.0	6835.9	Trill	4.761119	13.467180	NaN	NaN	37.172679	0.000000
4	Spectrogram 1	1	426.280	426.520	4000.0	18000.0	6787.1	Trill	4.856491	16.255684	NaN	NaN	37.983991	0.000000
5	Spectrogram 1	1	447.160	447.190	4000.0	18000.0	5712.9	Phee	10.307733	23.821797	NaN	NaN	127.490372	0.000000
7	Spectrogram 1	1	457.690	458.300	4000.0	18000.0	9130.9	Trill	6.078434	27.522786	NaN	NaN	78.047757	0.000000
8	Spectrogram 1	1	458.430	459.060	4000.0	18000.0	8593.7	Trill	7.103835	30.000000	NaN	NaN	88.182927	0.000000
9	Spectrogram 1	1	459.130	459.580	4000.0	18000.0	8642.6	Trill	5.520569	26.845271	NaN	NaN	75.877425	0.000000
10	Spectrogram 1	1	459.690	459.770	4000.0	18000.0	7421.9	Trill	9.919012	24.051702	NaN	NaN	129.633956	0.000000
12	Spectrogram 1	1	527.130	527.470	4000.0	18000.0	6494.1	Trill	4.935106	18.541677	NaN	NaN	48.022487	0.000000
13	Spectrogram 1	1	548.790	549.170	4000.0	18000.0	6738.3	Trill	8.175818	23.178369	NaN	NaN	63.765006	0.000000
16	Spectrogram 1	1	611.720	612.000	4000.0	18000.0	6347.7	Trill	15.069860	28.924091	NaN	NaN	122.193978	0.000000
20	Spectrogram 1	1	1133.321	1133.940	4000.0	18000.0	9521.5	Trill	14.257304	30.000000	NaN	NaN	99.459981	0.000000
21	Spectrogram 1	1	1134.030	1134.211	4000.0	18000.0	8349.6	Trill	9.114515	21.817956	NaN	NaN	51.495990	0.000000
