Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
5	Spectrogram 1	6	274.923	274.996	4000.0	18000.0	8593.7	P-peep	4.190668	11.618820	56.078209	0.228464
10	Spectrogram 1	6	338.076	338.114	2105.3	17631.6	9570.3	P-peep	0	0	0	0
11	Spectrogram 1	6	338.326	338.374	3421.1	18684.2	9765.6	P-peep	0	0	0	0
12	Spectrogram 1	5	338.568	338.618	4000.0	18000.0	9960.9	P-peep	7.954164	15.044808	61.853256	0.432906
41	Spectrogram 1	5	599.168	599.980	4000.0	18000.0	9375.0	P-peep	5.232653	11.965194	44.682060	0.916322
42	Spectrogram 1	5	600.006	600.638	4000.0	18000.0	9570.3	P-peep	5.693894	16.843560	71.779038	1.023506
53	Spectrogram 1	1	699.506	699.690	4736.8	18421.1	8398.4	P-peep	0	0	0	0
54	Spectrogram 1	1	699.771	699.908	4210.5	17631.6	8398.4	P-peep	0	0	0	0
55	Spectrogram 1	1	700.001	700.112	4736.8	20263.2	8593.7	P-peep	0	0	0	0
56	Spectrogram 1	1	700.198	700.352	3684.2	16842.1	8593.7	P-peep	0	0	0	0
57	Spectrogram 1	1	700.421	700.533	3947.4	18157.9	8593.7	P-peep	0	0	0	0
58	Spectrogram 1	1	700.597	700.717	4210.5	17894.7	8593.7	P-peep	0	0	0	0
59	Spectrogram 1	1	700.804	700.890	4000.0	18000.0	8593.7	P-peep	5.068070	14.368679	70.242314	3.565702
70	Spectrogram 1	6	1111.670	1111.804	4000.0	18000.0	9765.6	P-peep	3.088070	16.092379	55.982810	1.771987
71	Spectrogram 1	6	1111.916	1112.014	4000.0	18000.0	9960.9	P-peep	3.096751	18.770655	66.333391	1.155302
80	Spectrogram 1	5	1264.170	1264.292	4000.0	18000.0	9375.0	P-peep	6.092324	12.620911	81.912418	0.269351
81	Spectrogram 1	5	1264.332	1264.430	4000.0	18000.0	9570.3	P-peep	10.116882	16.605454	120.604993	0.948278
82	Spectrogram 1	5	1264.464	1264.562	4000.0	18000.0	9765.6	P-peep	8.416654	17.923547	120.794682	0.286433
102	Spectrogram 1	1	1413.152	1413.268	4000.0	18000.0	8398.4	P-peep	6.627884	18.311900	98.804928	5.144387
103	Spectrogram 1	1	1413.614	1413.718	4000.0	18000.0	8593.7	P-peep	5.549170	17.283811	94.817428	4.465814
104	Spectrogram 1	5	1537.516	1537.946	4000.0	18000.0	9765.6	P-peep	2.894246	12.629144	59.059985	0.282378
113	Spectrogram 1	5	1542.080	1542.920	4000.0	18000.0	9179.7	P-peep	2.184350	10.527373	50.082972	0.489281
117	Spectrogram 1	5	1615.984	1616.047	4000.0	18000.0	8593.7	P-peep	3.026737	12.981304	51.723736	1.587550
118	Spectrogram 1	6	1616.193	1616.246	2894.7	19736.8	8984.4	P-peep	0	0	0	0
119	Spectrogram 1	5	1616.425	1616.482	2368.4	18684.2	9179.7	P-peep	0	0	0	0
120	Spectrogram 1	5	1616.555	1616.630	2894.7	18947.4	9179.7	P-peep	0	0	0	0
121	Spectrogram 1	5	1616.701	1617.138	4000.0	18000.0	9375.0	P-peep	4.618519	10.686376	61.010485	0.299480
130	Spectrogram 1	5	1764.752	1764.838	4000.0	18000.0	8203.1	P-peep	7.454653	13.948623	84.615694	1.585291
131	Spectrogram 1	6	1764.926	1765.216	4000.0	18000.0	8593.7	P-peep	5.595022	19.143929	93.316789	1.431691
138	Spectrogram 1	1	1921.258	1921.392	4000.0	18000.0	8593.7	P-peep	6.125366	23.788852	61.803117	3.738983
2	Spectrogram 1	1	218.363	220.269	3157.9	20526.3	9179.7	Phee	0	0	0	0
3	Spectrogram 1	2	220.562	221.320	4000.0	18000.0	8007.8	Phee	7.628159	29.798643	80.926515	5.120723
6	Spectrogram 1	6	275.600	276.196	4000.0	18000.0	9179.7	Phee	3.137718	15.111208	64.928932	1.440032
7	Spectrogram 1	1	294.061	295.079	4000.0	18000.0	8007.8	Phee	6.607639	17.038072	85.455068	4.789168
35	Spectrogram 1	6	412.240	413.808	4000.0	18000.0	9570.3	Phee	3.172364	24.407085	47.683123	2.091133
36	Spectrogram 1	6	423.580	424.920	4000.0	18000.0	9179.7	Phee	2.468600	22.814361	46.406005	1.425438
40	Spectrogram 1	1	587.408	589.288	4000.0	18000.0	7421.9	Phee	8.021470	23.173243	104.148803	5.971819
61	Spectrogram 1	6	832.952	834.256	4000.0	18000.0	9179.7	Phee	4.722396	25.601322	65.086054	4.223924
62	Spectrogram 1	6	834.854	836.404	4000.0	18000.0	8984.4	Phee	4.768041	24.828105	62.106488	4.300719
63	Spectrogram 1	6	857.996	859.126	4000.0	18000.0	9765.6	Phee	3.983261	22.516450	63.847237	3.878579
64	Spectrogram 1	1	865.616	867.472	4000.0	18000.0	8203.1	Phee	10.196423	26.793015	129.541614	7.572289
65	Spectrogram 1	1	966.630	968.172	4000.0	18000.0	8007.8	Phee	6.013498	19.478111	73.435753	4.132693
66	Spectrogram 1	1	1093.228	1093.914	4000.0	18000.0	8398.4	Phee	6.735603	18.744883	99.293817	5.212162
67	Spectrogram 1	1	1093.954	1094.472	4000.0	18000.0	8593.7	Phee	7.068045	22.318451	95.626306	5.291232
68	Spectrogram 1	1	1094.518	1095.276	4000.0	18000.0	8593.7	Phee	6.324782	17.008050	79.225089	4.467000
72	Spectrogram 1	1	1135.496	1137.450	4000.0	18000.0	8203.1	Phee	9.047493	24.176385	122.495775	6.888210
73	Spectrogram 1	6	1164.770	1165.708	4000.0	18000.0	9570.3	Phee	8.412941	28.078572	100.293721	1.188964
74	Spectrogram 1	5	1166.720	1167.754	4000.0	18000.0	9765.6	Phee	6.210439	26.392913	86.293831	0.633824
75	Spectrogram 1	1	1193.612	1195.277	4000.0	18000.0	8203.1	Phee	10.302840	23.615477	120.783083	7.418125
77	Spectrogram 1	1	1215.750	1215.920	4000.0	18000.0	7812.5	Phee	5.119540	17.961505	88.049946	4.069720
78	Spectrogram 1	5	1252.110	1252.316	4000.0	18000.0	8398.4	Phee	6.592492	26.508007	107.492856	2.516524
79	Spectrogram 1	5	1252.338	1253.485	4000.0	18000.0	8593.7	Phee	5.094810	19.556114	87.165200	3.198895
83	Spectrogram 1	1	1265.340	1267.124	4000.0	18000.0	8398.4	Phee	8.144465	22.697472	116.989679	6.329431
84	Spectrogram 1	5	1271.760	1272.806	4000.0	18000.0	9179.7	Phee	6.772043	13.451265	51.401784	1.474709
86	Spectrogram 1	1	1278.000	1279.700	4000.0	18000.0	8398.4	Phee	5.630354	23.508475	99.488136	4.611941
87	Spectrogram 1	1	1279.938	1280.246	4000.0	18000.0	8789.1	Phee	6.387342	22.170606	102.314333	5.095510
88	Spectrogram 1	6	1281.618	1282.910	4000.0	18000.0	9375.0	Phee	8.043558	22.784567	42.623837	2.005576
89	Spectrogram 1	5	1284.216	1285.526	4000.0	18000.0	8984.4	Phee	10.810199	31.148847	83.281327	3.081307
90	Spectrogram 1	1	1380.286	1381.470	4000.0	18000.0	8007.8	Phee	7.562905	21.319432	85.246684	5.232358
114	Spectrogram 1	5	1561.467	1562.438	4000.0	18000.0	8984.4	Phee	2.375512	15.915971	28.219879	0.893099
115	Spectrogram 1	5	1575.198	1575.410	4000.0	18000.0	9765.6	Phee	2.687210	14.812791	58.083918	0.547025
116	Spectrogram 1	1	1578.486	1580.462	4000.0	18000.0	8398.4	Phee	12.656406	25.071508	129.982449	8.605287
122	Spectrogram 1	2	1688.482	1690.362	4000.0	18000.0	8398.4	Phee	7.096718	23.108743	116.813817	5.781998
