Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	4	0.894	1.682	4000.0	18000.0	9179.7	Trill	8.904750	9.874714	66.016680	3.182463
2	Spectrogram 1	4	1.782	2.306	4000.0	18000.0	8789.1	Phee	5.847076	7.103651	70.318064	1.101561
3	Spectrogram 1	5	56.334	56.588	4000.0	18000.0	8984.4	Trill	-5.358257	7.229912	28.114481	3.631408
4	Spectrogram 1	5	57.243	57.488	3472.2	17708.3	8203.1	Trill	0	0	0	0
5	Spectrogram 1	5	64.626	64.874	4000.0	18000.0	9179.7	Trill	-4.037983	5.997386	49.383960	1.830490
6	Spectrogram 1	5	66.693	66.842	4000.0	18000.0	7226.6	Trill	-5.254066	7.079104	49.211454	2.331482
7	Spectrogram 1	4	71.562	71.979	4000.0	18000.0	8984.4	Trill	1.562759	4.198880	52.737022	0.690398
8	Spectrogram 1	4	72.208	72.642	3298.6	17361.1	6640.6	Other	0	0	0	0
9	Spectrogram 1	5	72.726	72.830	4000.0	18000.0	9375.0	Sd-peep	-5.343282	12.158948	127.685864	5.977526
10	Spectrogram 1	5	72.900	73.088	4000.0	18000.0	7812.5	Trill	-3.601768	8.326586	52.928126	1.899554
11	Spectrogram 1	5	73.212	73.310	4000.0	18000.0	9375.0	Sd-peep	-3.430192	11.414480	90.360127	3.811967
12	Spectrogram 1	5	73.356	73.784	4000.0	18000.0	7421.9	Trill	-9.280364	11.589571	41.610416	5.644152
13	Spectrogram 1	4	73.896	74.006	4000.0	18000.0	9179.7	Tse	6.009552	11.426780	63.906318	4.486122
14	Spectrogram 1	5	74.100	74.618	4000.0	18000.0	7421.9	Trill	-6.255988	9.513172	47.853872	3.969211
15	Spectrogram 1	5	74.670	74.792	4000.0	18000.0	9375.0	Tse	-0.552107	5.018462	69.913753	0.314069
16	Spectrogram 1	5	74.832	75.368	4000.0	18000.0	7812.5	Trill	-1.871254	8.818092	58.630740	2.172713
17	Spectrogram 1	5	75.498	75.608	4000.0	18000.0	9375.0	Tse	-5.320202	13.026100	101.411060	5.075043
18	Spectrogram 1	5	75.654	76.388	4000.0	18000.0	9179.7	Trill	-8.160864	11.690429	56.277809	6.885315
19	Spectrogram 1	5	76.446	76.556	4000.0	18000.0	9960.9	Tse	-5.324239	4.541919	89.912855	2.523044
20	Spectrogram 1	4	76.590	76.694	4000.0	18000.0	7421.9	Tse	0.566871	7.283161	54.245896	0.384421
21	Spectrogram 1	5	76.722	77.108	4000.0	18000.0	8398.4	Trill	-1.299881	6.331234	80.851159	1.473442
22	Spectrogram 1	5	77.184	77.348	4000.0	18000.0	9570.3	Tse	-4.538116	9.174988	84.395710	3.078541
23	Spectrogram 1	4	78.942	79.358	4000.0	18000.0	8398.4	Trill	4.283405	4.840589	65.023506	2.981804
24	Spectrogram 1	5	80.736	81.230	4000.0	18000.0	8203.1	Trill	-0.821355	7.268243	64.194256	0.831683
25	Spectrogram 1	4	80.979	81.214	3819.4	17187.5	3906.2	Trill	0	0	0	0
26	Spectrogram 1	5	88.848	89.210	4000.0	18000.0	7226.6	Trill	-6.237259	9.059654	44.403000	1.778958
27	Spectrogram 1	4	89.418	89.738	4000.0	18000.0	8984.4	Trill	4.412523	8.361570	60.182245	1.530917
28	Spectrogram 1	4	92.202	92.438	4000.0	18000.0	9179.7	Trill	1.532671	6.278226	85.182852	1.426764
29	Spectrogram 1	4	94.482	94.910	4000.0	18000.0	8398.4	Trill	0.965926	4.917575	47.410603	0.627136
30	Spectrogram 1	4	95.712	96.014	4000.0	18000.0	9375.0	Trill	4.701636	7.887834	45.447947	1.101128
31	Spectrogram 1	4	98.334	98.582	4000.0	18000.0	8593.7	Trill	2.609014	4.789926	42.747985	0.873286
32	Spectrogram 1	4	99.162	99.608	4000.0	18000.0	7812.5	Trill	9.303077	10.968159	59.419771	5.240139
33	Spectrogram 1	4	99.768	99.980	4000.0	18000.0	7812.5	Trill	10.349785	11.716024	51.586836	3.859195
34	Spectrogram 1	4	100.636	101.130	4000.0	18000.0	5468.7	Trill	6.613221	9.136267	72.530137	4.983487
35	Spectrogram 1	4	102.022	102.378	4000.0	18000.0	8203.1	Trill	5.459370	8.253989	70.234946	4.152361
36	Spectrogram 1	5	102.760	103.158	4000.0	18000.0	8203.1	Trill	-7.428948	9.434726	50.787601	4.023486
37	Spectrogram 1	4	106.252	106.686	4000.0	18000.0	8007.8	Trill	2.371828	5.657438	59.195133	1.618219
38	Spectrogram 1	5	107.164	107.300	4000.0	18000.0	7226.6	Sd-peep	-13.636471	21.693430	37.906620	3.631534
39	Spectrogram 1	4	108.088	108.132	4000.0	18000.0	8593.7	Sd-peep	0.841800	10.701387	34.988577	0.528157
40	Spectrogram 1	5	108.214	108.528	4000.0	18000.0	7226.6	Trill	-3.191695	12.040374	49.937339	2.093653
41	Spectrogram 1	5	108.801	108.851	5208.3	18055.6	8984.4	Sa-peep	0	0	0	0
42	Spectrogram 1	5	108.952	109.221	4000.0	18000.0	8789.1	Trill	-5.559744	16.460154	56.626373	2.794635
43	Spectrogram 1	4	109.228	109.503	3819.4	17534.7	6640.6	Trill	0	0	0	0
44	Spectrogram 1	4	109.638	109.708	4166.7	18055.6	8789.1	Tse	0	0	0	0
45	Spectrogram 1	4	109.882	110.406	4000.0	18000.0	6054.7	Sd-peep	6.196386	13.501398	30.799978	1.318953
46	Spectrogram 1	4	111.928	111.978	4000.0	18000.0	10742.2	Tse	5.322695	8.645520	57.601273	3.219214
47	Spectrogram 1	4	112.042	112.302	4000.0	18000.0	8203.1	Trill	6.923216	11.108015	55.523463	4.147526
48	Spectrogram 1	4	112.528	112.614	4000.0	18000.0	8984.4	Tse	4.470275	9.410869	55.197985	2.579149
49	Spectrogram 1	4	114.034	114.120	4000.0	18000.0	8398.4	Tse	1.412506	10.971860	81.821937	0.457842
50	Spectrogram 1	4	114.494	114.550	3819.4	18229.2	8203.1	Tse	0	0	0	0
51	Spectrogram 1	4	114.622	115.206	4000.0	18000.0	7812.5	Trill	2.308719	10.365156	52.568184	2.751341
52	Spectrogram 1	4	115.462	115.662	4000.0	18000.0	7812.5	Trill	6.054389	9.408729	62.238526	4.125798
53	Spectrogram 1	4	115.834	115.944	4000.0	18000.0	9570.3	Trill	8.314181	10.837402	64.189724	3.294944
54	Spectrogram 1	4	118.267	118.330	4000.0	18000.0	6640.6	Tse	1.984974	6.250432	31.266179	1.042136
55	Spectrogram 1	5	119.146	119.736	4000.0	18000.0	8398.4	Trill	-2.642316	10.352679	38.177510	2.486349
56	Spectrogram 1	5	122.386	122.580	4000.0	18000.0	8984.4	Trill	-1.185240	3.967853	34.640057	0.492950
57	Spectrogram 1	4	140.992	141.066	4000.0	18000.0	9179.7	Peep	2.150002	6.667879	53.694745	0.852640
58	Spectrogram 1	4	147.334	147.396	4000.0	18000.0	10937.5	Twitter	3.684933	8.157481	75.030881	3.270251
59	Spectrogram 1	4	147.442	147.510	4000.0	18000.0	8789.1	Twitter	2.329037	7.820754	36.539235	2.048725
60	Spectrogram 1	4	147.550	147.630	4000.0	18000.0	8398.4	Twitter	0.963811	6.431851	31.840452	0.742159
61	Spectrogram 1	4	147.676	147.738	4000.0	18000.0	8007.8	Twitter	2.031358	8.614655	38.393673	1.966076
62	Spectrogram 1	4	147.796	147.858	4000.0	18000.0	7226.6	Twitter	2.793310	10.570642	40.316630	3.245355
63	Spectrogram 1	4	147.916	147.984	4000.0	18000.0	7421.9	Twitter	1.714799	9.339774	36.691370	1.962660
64	Spectrogram 1	4	148.030	148.104	4000.0	18000.0	7226.6	Twitter	1.437034	9.063701	35.171343	1.637713
