Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	4	0.204	0.267	4932.0	17687.1	11718.7	Sa-peep	0	0	0	0
2	Spectrogram 1	4	0.324	0.380	4000.0	18000.0	8007.8	Twitter	1.247064	6.956635	39.865534	1.013729
3	Spectrogram 1	4	0.438	0.500	4000.0	18000.0	7421.9	Twitter	2.239150	6.245315	33.034691	1.294891
4	Spectrogram 1	4	0.550	0.614	3911.6	17857.1	7421.9	Twitter	0	0	0	0
5	Spectrogram 1	4	0.660	0.722	4000.0	18000.0	7421.9	Twitter	6.461351	3.054177	38.869452	2.078980
6	Spectrogram 1	4	0.774	0.836	4000.0	18000.0	7226.6	Twitter	4.427633	3.814032	38.602281	2.104960
7	Spectrogram 1	4	0.888	0.956	4000.0	18000.0	7421.9	Twitter	1.833428	4.068269	31.668721	0.898724
8	Spectrogram 1	4	0.996	1.058	4000.0	18000.0	7226.6	Twitter	2.919566	0.579940	33.224685	0.228666
9	Spectrogram 1	4	1.104	1.160	4000.0	18000.0	7226.6	Twitter	5.361528	6.068659	36.003912	2.848937
10	Spectrogram 1	4	1.200	1.262	4000.0	18000.0	7226.6	Twitter	8.600532	1.261016	48.109517	1.125362
11	Spectrogram 1	2	7.434	7.820	4000.0	18000.0	8984.4	Trill	5.857134	9.244590	46.719486	2.803162
12	Spectrogram 1	2	7.860	7.940	4000.0	18000.0	9960.9	Trill	5.649845	9.469284	52.347637	3.081772
13	Spectrogram 1	2	8.232	8.486	4000.0	18000.0	9375.0	Phee	4.865817	10.412452	51.439001	2.724011
14	Spectrogram 1	5	14.592	15.650	4000.0	18000.0	7812.5	Phee	-4.629226	9.992753	38.934039	3.243387
15	Spectrogram 1	5	15.810	16.742	4000.0	18000.0	7421.9	Phee	-1.916386	11.427454	46.511583	1.095521
16	Spectrogram 1	5	16.854	17.834	4000.0	18000.0	7812.5	Phee	-2.485315	14.570661	54.111435	1.292185
17	Spectrogram 1	5	18.108	19.004	4000.0	18000.0	7421.9	Phee	-2.402472	14.471012	56.550636	1.049814
18	Spectrogram 1	5	23.880	24.272	4000.0	18000.0	7421.9	Trill	-2.785242	5.867557	43.545469	1.657083
19	Spectrogram 1	4	25.656	25.880	4000.0	18000.0	8984.4	Trill	2.208751	4.653788	41.919222	1.177323
20	Spectrogram 1	5	27.258	27.884	4000.0	18000.0	6835.9	Trill	-1.916521	3.504401	34.658135	0.606596
21	Spectrogram 1	5	28.716	29.642	4000.0	18000.0	7812.5	Phee	-1.814229	10.509644	47.462309	1.122428
22	Spectrogram 1	5	30.990	31.838	4000.0	18000.0	7617.2	Phee	-1.596954	13.322356	45.439328	1.256698
23	Spectrogram 1	5	32.184	33.248	4000.0	18000.0	7421.9	Phee	-2.696249	11.888276	45.727800	1.499559
24	Spectrogram 1	5	33.468	34.352	4000.0	18000.0	7421.9	Phee	-3.371453	14.322257	54.813263	2.176948
