Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	5	122.229	122.305	0.0	13253.0	195.3	T-peep
2	Spectrogram 1	6	128.207	128.472	1204.8	15963.9	7226.6	Trill
3	Spectrogram 1	6	140.409	140.755	903.6	14457.8	8007.8	Trill
4	Spectrogram 1	6	148.063	148.281	1204.8	15060.2	1367.2	T-peep
5	Spectrogram 1	3	148.787	149.379	1204.8	20783.1	7226.6	Trill
6	Spectrogram 1	6	154.868	155.237	3313.3	17168.7	8203.1	Trill
7	Spectrogram 1	6	166.612	166.850	3915.7	15963.9	8789.1	P-peep string
8	Spectrogram 1	6	166.951	167.748	1204.8	14457.8	1367.2	Phee
9	Spectrogram 1	6	167.856	167.996	5722.9	16566.3	9179.7	P-peep
10	Spectrogram 1	6	168.277	168.414	3012.0	15060.2	8593.7	P-peep
11	Spectrogram 1	6	204.682	204.969	3313.3	15060.2	8398.4	Trill
12	Spectrogram 1	5	225.573	225.609	5120.5	12650.6	8593.7	T-peep
13	Spectrogram 1	5	225.802	226.905	1807.2	17771.1	8789.1	Phee
14	Spectrogram 1	3	240.572	240.843	0.0	12951.8	195.3	Trill
15	Spectrogram 1	3	241.026	241.270	2108.4	15662.7	8398.4	P-peep
16	Spectrogram 1	3	250.142	250.293	0.0	21988.0	195.3	Twitter
185	Spectrogram 1	3	250.382	250.462	2122.6	20518.9	7421.9	Twitter
186	Spectrogram 1	3	250.525	250.601	1650.9	18867.9	7226.6	Twitter
187	Spectrogram 1	3	250.657	250.730	4009.4	18632.1	7031.2	Twitter
188	Spectrogram 1	3	250.800	250.879	1650.9	18632.1	7031.2	Twitter
189	Spectrogram 1	3	250.926	251.015	1886.8	19575.5	7031.2	Twitter
190	Spectrogram 1	3	251.058	251.131	1650.9	19811.3	7031.2	Twitter
191	Spectrogram 1	3	251.164	251.244	1650.9	18632.1	7031.2	Twitter
17	Spectrogram 1	5	282.988	283.366	0.0	14759.0	195.3	Trill
18	Spectrogram 1	6	332.485	332.543	1506.0	18975.9	8398.4	Twitter
192	Spectrogram 1	6	332.596	332.669	2358.5	17924.5	7617.2	Twitter
193	Spectrogram 1	6	332.718	332.785	2594.3	17217.0	7617.2	Twitter
194	Spectrogram 1	6	332.828	332.897	1650.9	18160.4	7617.2	Twitter
195	Spectrogram 1	6	332.944	333.013	2122.6	16037.7	7226.6	Twitter
196	Spectrogram 1	6	333.063	333.123	1415.1	17217.0	7226.6	Twitter
197	Spectrogram 1	6	333.162	333.229	1179.2	16745.3	7226.6	Twitter
198	Spectrogram 1	6	333.268	333.325	707.5	16037.7	1171.9	Twitter
199	Spectrogram 1	6	333.368	333.434	2122.6	15801.9	8007.8	Twitter
19	Spectrogram 1	6	360.304	360.653	3614.5	17469.9	8593.7	Trill
20	Spectrogram 1	3	373.162	373.690	4000.0	18000.0	6835.9	Trill
21	Spectrogram 1	5	400.972	401.150	2710.8	13253.0	3906.2	T-peep
22	Spectrogram 1	6	417.009	417.088	3313.3	18674.7	8007.8	Twitter
200	Spectrogram 1	6	417.128	417.204	3301.9	19103.8	7617.2	Twitter
201	Spectrogram 1	6	417.251	417.320	3537.7	17924.5	7421.9	Twitter
202	Spectrogram 1	6	417.380	417.446	3537.7	16273.6	7421.9	Twitter
23	Spectrogram 1	6	428.653	428.829	1506.0	13855.4	1562.5	Trill
24	Spectrogram 1	6	473.529	473.878	2108.4	15662.7	2148.4	Trill
25	Spectrogram 1	5	482.535	482.631	0.0	21988.0	195.3	Trill
203	Spectrogram 1	5	482.730	482.800	3773.6	19339.6	9375.0	Twitter
204	Spectrogram 1	5	482.840	482.912	707.5	16273.6	7812.5	Twitter
205	Spectrogram 1	5	482.959	483.032	2358.5	17924.5	7421.9	Twitter
206	Spectrogram 1	5	483.071	483.141	1415.1	18396.2	7226.6	Twitter
207	Spectrogram 1	5	483.207	483.254	1415.1	17217.0	7226.6	Twitter
208	Spectrogram 1	5	483.303	483.383	2122.6	16981.1	7226.6	Twitter
