Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	2.854	3.168	4000.0	18000.0	7226.6	Trill
2	Spectrogram 1	1	53.695	53.913	4000.0	18000.0	6835.9	Trill
3	Spectrogram 1	1	56.770	57.185	4000.0	18000.0	6250.0	Trill
4	Spectrogram 1	1	60.047	60.109	3323.7	13583.8	9179.7	Twitter
5	Spectrogram 1	1	60.197	60.266	1156.1	11994.2	7226.6	Twitter
6	Spectrogram 1	1	60.341	60.420	2601.2	11994.2	7226.6	Twitter
7	Spectrogram 1	1	60.485	61.631	3757.2	10838.2	7421.9	Phee
8	Spectrogram 1	1	61.660	61.709	3323.7	10260.1	7617.2	Phee
9	Spectrogram 1	1	98.797	99.048	4000.0	18000.0	7226.6	Trill
10	Spectrogram 1	1	102.731	102.982	4000.0	18000.0	7031.2	Trill
11	Spectrogram 1	1	105.785	105.987	4000.0	18000.0	6835.9	Trill
12	Spectrogram 1	1	121.915	123.411	4000.0	18000.0	7812.5	Trillphee
13	Spectrogram 1	1	129.330	129.559	4000.0	18000.0	6640.6	Trill
14	Spectrogram 1	1	139.421	139.698	4000.0	18000.0	7031.2	Trill
15	Spectrogram 1	1	145.385	145.695	4000.0	18000.0	6640.6	Trill
16	Spectrogram 1	1	185.935	186.386	4000.0	18000.0	7031.2	Trill
17	Spectrogram 1	1	203.667	203.941	4000.0	18000.0	7812.5	Trill
18	Spectrogram 1	1	204.042	204.790	4000.0	18000.0	8007.8	Phee
19	Spectrogram 1	1	217.397	217.687	4000.0	18000.0	6445.3	Trill
20	Spectrogram 1	1	255.260	255.521	4000.0	18000.0	7226.6	Trill
21	Spectrogram 1	1	326.659	326.960	4000.0	18000.0	10937.5	Trill
22	Spectrogram 1	1	346.468	346.673	4000.0	18000.0	7226.6	Trill
23	Spectrogram 1	1	381.215	381.453	4000.0	18000.0	7031.2	Trill
24	Spectrogram 1	1	408.780	408.983	4000.0	18000.0	7421.9	Trill
25	Spectrogram 1	1	458.569	458.761	4000.0	18000.0	7031.2	Trill
26	Spectrogram 1	1	607.403	608.324	3034.7	12138.7	7812.5	Phee
27	Spectrogram 1	1	608.350	608.383	4479.8	9248.6	7812.5	Phee
28	Spectrogram 1	1	686.546	686.792	4000.0	18000.0	7031.2	Trill
29	Spectrogram 1	1	764.993	766.325	4000.0	18000.0	7812.5	Trillphee
30	Spectrogram 1	1	788.487	788.738	4000.0	18000.0	7421.9	Trill
31	Spectrogram 1	1	788.924	789.656	4190.8	10693.6	8203.1	Phee
32	Spectrogram 1	1	791.878	792.182	4000.0	18000.0	4687.5	Trill
33	Spectrogram 1	1	797.097	797.214	4000.0	18000.0	7031.2	Trill
34	Spectrogram 1	1	797.289	798.321	4000.0	18000.0	7617.2	Phee
35	Spectrogram 1	1	820.000	820.219	3901.7	10115.6	8007.8	Trill
36	Spectrogram 1	1	820.438	820.578	4000.0	18000.0	7617.2	Phee
37	Spectrogram 1	1	820.614	820.686	3323.7	10115.6	7617.2	Phee
38	Spectrogram 1	1	820.738	820.827	3612.7	10693.6	7617.2	Phee
39	Spectrogram 1	1	820.840	820.918	4624.3	9537.6	7617.2	Phee
40	Spectrogram 1	1	820.964	821.045	4624.3	9248.6	7617.2	Phee
41	Spectrogram 1	1	821.071	821.137	3034.7	10693.6	7617.2	Phee
42	Spectrogram 1	1	821.230	821.303	4000.0	18000.0	7617.2	Phee
43	Spectrogram 1	1	825.253	825.453	4000.0	18000.0	6445.3	Trill
44	Spectrogram 1	1	826.432	827.690	4000.0	18000.0	8007.8	Trillphee
45	Spectrogram 1	1	839.187	840.568	4000.0	18000.0	7617.2	Trillphee
46	Spectrogram 1	1	913.992	914.391	4000.0	18000.0	10937.5	Trill
47	Spectrogram 1	1	931.108	931.415	4000.0	18000.0	6640.6	Trill
48	Spectrogram 1	1	970.207	971.291	4000.0	18000.0	7226.6	Trillphee
49	Spectrogram 1	1	1022.448	1022.844	4000.0	18000.0	7617.2	Trill
50	Spectrogram 1	1	1022.886	1023.030	4000.0	18000.0	7617.2	Phee
51	Spectrogram 1	1	1023.095	1023.157	4768.8	9826.6	7617.2	Phee
52	Spectrogram 1	1	1023.190	1023.255	4768.8	9971.1	7617.2	Phee
53	Spectrogram 1	1	1023.369	1023.425	4190.8	10115.6	7812.5	Phee
54	Spectrogram 1	1	1028.546	1029.353	4000.0	18000.0	7617.2	Trillphee
55	Spectrogram 1	1	1029.395	1029.447	5057.8	9826.6	7812.5	Phee
56	Spectrogram 1	1	1035.720	1035.809	4000.0	18000.0	7226.6	Trill
57	Spectrogram 1	1	1060.971	1061.853	4000.0	18000.0	7812.5	Trillphee
58	Spectrogram 1	1	1061.915	1062.039	2745.7	11416.2	7812.5	Phee
59	Spectrogram 1	1	1122.596	1122.913	4000.0	18000.0	6445.3	Trill
60	Spectrogram 1	1	1125.134	1125.320	4000.0	18000.0	6835.9	Trill
61	Spectrogram 1	1	1134.474	1135.477	4000.0	18000.0	7812.5	Trillphee
62	Spectrogram 1	1	1135.548	1135.578	5202.3	8959.5	7812.5	Phee
63	Spectrogram 1	1	1372.342	1372.900	4000.0	18000.0	7421.9	Trillphee
64	Spectrogram 1	1	1372.958	1373.037	4000.0	18000.0	7617.2	Phee
65	Spectrogram 1	1	1373.106	1373.151	4479.8	9393.1	7617.2	Phee
66	Spectrogram 1	1	1440.445	1441.180	4000.0	18000.0	7617.2	Trillphee
67	Spectrogram 1	1	1441.189	1441.287	4190.8	10404.6	7617.2	Phee
68	Spectrogram 1	1	1500.196	1501.391	4000.0	18000.0	7812.5	Trillphee
69	Spectrogram 1	1	1552.650	1552.957	4000.0	18000.0	7031.2	Trill
70	Spectrogram 1	1	1553.159	1553.826	3179.2	10838.2	7617.2	Phee
71	Spectrogram 1	1	1582.346	1582.549	4000.0	18000.0	6835.9	Trill
72	Spectrogram 1	1	1592.236	1592.592	4000.0	18000.0	6445.3	Trill
73	Spectrogram 1	1	1610.428	1610.608	4000.0	18000.0	7421.9	Trill
74	Spectrogram 1	1	1617.205	1618.171	4000.0	18000.0	7812.5	Trillphee
75	Spectrogram 1	1	1633.095	1633.327	4000.0	18000.0	6640.6	Trill
76	Spectrogram 1	1	1646.825	1647.122	4000.0	18000.0	6445.3	Trill
77	Spectrogram 1	1	1670.977	1672.016	4000.0	18000.0	7812.5	Trillphee
78	Spectrogram 1	1	1702.726	1703.770	4000.0	18000.0	7812.5	Trillphee
79	Spectrogram 1	1	1706.651	1706.880	4000.0	18000.0	6835.9	Trill
80	Spectrogram 1	1	1755.312	1755.930	4000.0	18000.0	7812.5	Trillphee
81	Spectrogram 1	1	1755.962	1756.024	4000.0	18000.0	7812.5	Phee
82	Spectrogram 1	1	1756.086	1756.161	4624.3	10260.1	7812.5	Phee
83	Spectrogram 1	1	1756.227	1756.272	4479.8	10115.6	8007.8	Phee
84	Spectrogram 1	1	1769.869	1770.251	4000.0	18000.0	7031.2	Trill
85	Spectrogram 1	1	1771.378	1771.629	4000.0	18000.0	7226.6	Trill
86	Spectrogram 1	1	1776.126	1776.443	4000.0	18000.0	7421.9	Trill
87	Spectrogram 1	1	1810.107	1810.339	4000.0	18000.0	7031.2	Trill
88	Spectrogram 1	1	1810.665	1810.825	4000.0	18000.0	8007.8	Phee
89	Spectrogram 1	1	1810.861	1811.099	4000.0	18000.0	7812.5	Phee
90	Spectrogram 1	1	1811.129	1811.325	4000.0	18000.0	8007.8	Phee
91	Spectrogram 1	1	1814.311	1814.654	4000.0	18000.0	6054.7	Trill
92	Spectrogram 1	1	1820.153	1820.424	4000.0	18000.0	6640.6	Trill
93	Spectrogram 1	1	1830.275	1830.390	4000.0	18000.0	8007.8	Trill
94	Spectrogram 1	1	1837.766	1838.286	4000.0	18000.0	7812.5	Phee
95	Spectrogram 1	1	1838.374	1838.442	3901.7	10982.7	8007.8	Phee
96	Spectrogram 1	1	1867.313	1867.630	4000.0	18000.0	7031.2	Trill
97	Spectrogram 1	1	1895.187	1895.481	4000.0	18000.0	6835.9	Trill
98	Spectrogram 1	1	1900.209	1900.339	2601.2	11849.7	7812.5	Trill
99	Spectrogram 1	1	1900.394	1900.591	4000.0	18000.0	7617.2	Phee
100	Spectrogram 1	1	1900.614	1900.823	3612.7	11849.7	7617.2	Phee
101	Spectrogram 1	1	1900.865	1901.071	4000.0	18000.0	7812.5	Phee
102	Spectrogram 1	1	1901.156	1901.198	3901.7	11705.2	7812.5	Phee
103	Spectrogram 1	1	1916.757	1916.862	4000.0	18000.0	7226.6	Trill
104	Spectrogram 1	1	1943.533	1943.895	4000.0	18000.0	7031.2	Trill
105	Spectrogram 1	1	1974.165	1974.371	4000.0	18000.0	7812.5	Trill
106	Spectrogram 1	1	2026.352	2026.701	4000.0	18000.0	5273.4	Trill
107	Spectrogram 1	1	2033.816	2034.015	4000.0	18000.0	7226.6	Trill
108	Spectrogram 1	1	2034.237	2034.309	3901.7	10260.1	7812.5	Phee
109	Spectrogram 1	1	2034.350	2034.420	4000.0	18000.0	7617.2	Phee
110	Spectrogram 1	1	2034.498	2034.563	3179.2	10693.6	7812.5	Phee
111	Spectrogram 1	1	2034.606	2034.665	3323.7	10693.6	7812.5	Phee
112	Spectrogram 1	1	2034.776	2034.821	3757.2	10260.1	8007.8	Phee
113	Spectrogram 1	1	2103.724	2103.988	4000.0	18000.0	6835.9	Trill
114	Spectrogram 1	1	2104.914	2105.152	4000.0	18000.0	7031.2	Trill
115	Spectrogram 1	1	2114.736	2114.968	4000.0	18000.0	7617.2	Trill
116	Spectrogram 1	1	2115.004	2115.063	3757.2	10260.1	7421.9	Phee
117	Spectrogram 1	1	2115.115	2115.200	4479.8	9682.1	7617.2	Phee
118	Spectrogram 1	1	2115.242	2115.301	4190.8	10404.6	7617.2	Phee
119	Spectrogram 1	1	2115.366	2115.455	3179.2	10115.6	7617.2	Phee
120	Spectrogram 1	1	2115.474	2115.540	2456.6	10260.1	7617.2	Phee
121	Spectrogram 1	1	2128.842	2129.923	4000.0	18000.0	7617.2	Trillphee
122	Spectrogram 1	1	2174.653	2175.828	4000.0	18000.0	7617.2	Trillphee
123	Spectrogram 1	1	2195.679	2196.054	4000.0	18000.0	4492.2	Trill
124	Spectrogram 1	1	2198.245	2198.601	4000.0	18000.0	7031.2	Trill
125	Spectrogram 1	1	2204.322	2204.482	2745.7	12716.8	8203.1	Trill
126	Spectrogram 1	1	2204.649	2204.815	4000.0	18000.0	7617.2	Phee
127	Spectrogram 1	1	2204.862	2204.933	4000.0	18000.0	7617.2	Phee
128	Spectrogram 1	1	2205.018	2205.096	4335.3	10404.6	7812.5	Phee
129	Spectrogram 1	1	2205.126	2205.188	2745.7	10549.1	7812.5	Phee
130	Spectrogram 1	1	2240.250	2241.439	4000.0	18000.0	7617.2	Trillphee
131	Spectrogram 1	1	2256.493	2256.660	4000.0	18000.0	7226.6	Trill
132	Spectrogram 1	1	2261.615	2261.716	4000.0	18000.0	7226.6	Trill
133	Spectrogram 1	1	2262.094	2262.232	4000.0	18000.0	7812.5	Phee
134	Spectrogram 1	1	2262.286	2262.506	4000.0	18000.0	7812.5	Phee
135	Spectrogram 1	1	2262.523	2262.608	5491.3	10115.6	7812.5	Phee
136	Spectrogram 1	1	2265.059	2265.176	4000.0	18000.0	7617.2	Trill
137	Spectrogram 1	1	2268.863	2269.082	4000.0	18000.0	7617.2	Trill
138	Spectrogram 1	1	2273.793	2274.080	2167.6	11849.7	7812.5	Trill
139	Spectrogram 1	1	2274.119	2274.407	4000.0	18000.0	7617.2	Phee
140	Spectrogram 1	1	2274.502	2274.557	4479.8	9682.1	7617.2	Phee
141	Spectrogram 1	1	2274.648	2274.691	4479.8	10693.6	7812.5	Phee
142	Spectrogram 1	1	2281.060	2281.373	4000.0	18000.0	7031.2	Trill
143	Spectrogram 1	1	2318.696	2319.029	4000.0	18000.0	7421.9	Trill
144	Spectrogram 1	1	2319.894	2320.077	4000.0	18000.0	6835.9	Trill
145	Spectrogram 1	1	2321.970	2323.201	4000.0	18000.0	7812.5	Trillphee
146	Spectrogram 1	1	2329.632	2329.901	4000.0	18000.0	7617.2	Trill
147	Spectrogram 1	1	2346.972	2347.152	4000.0	18000.0	7031.2	Trill
148	Spectrogram 1	1	2350.883	2351.197	4000.0	18000.0	6835.9	Trill
149	Spectrogram 1	1	2481.350	2481.546	4000.0	18000.0	7421.9	Trill
150	Spectrogram 1	1	2482.382	2482.627	4000.0	18000.0	7421.9	Trill
151	Spectrogram 1	1	2520.684	2520.867	4000.0	18000.0	7421.9	Trill
152	Spectrogram 1	1	2548.704	2548.971	4000.0	18000.0	6640.6	Trill
153	Spectrogram 1	1	2556.070	2556.266	4000.0	18000.0	8203.1	Trill
154	Spectrogram 1	1	2556.491	2556.870	4000.0	18000.0	7617.2	Phee
155	Spectrogram 1	1	2557.043	2557.079	4335.3	10260.1	7812.5	Phee
156	Spectrogram 1	1	2699.318	2699.592	4000.0	18000.0	6054.7	Trill
157	Spectrogram 1	1	2719.372	2719.591	4000.0	18000.0	7031.2	Trill
158	Spectrogram 1	1	2893.157	2893.359	4000.0	18000.0	6835.9	Trill
159	Spectrogram 1	1	2899.779	2900.827	2456.6	14450.9	7617.2	Trillphee
160	Spectrogram 1	1	2941.545	2942.051	4000.0	18000.0	7617.2	Trillphee
161	Spectrogram 1	1	2942.114	2942.195	2745.7	10838.2	7617.2	Phee
162	Spectrogram 1	1	2942.225	2942.287	3323.7	10260.1	7617.2	Phee
163	Spectrogram 1	1	2942.411	2942.463	3757.2	10260.1	7617.2	Phee
164	Spectrogram 1	1	2947.641	2947.876	4000.0	18000.0	7031.2	Trill
165	Spectrogram 1	1	2953.973	2954.097	4000.0	18000.0	6835.9	Trill
166	Spectrogram 1	1	2959.428	2959.634	4000.0	18000.0	7421.9	Trill
167	Spectrogram 1	1	2959.820	2960.143	4000.0	18000.0	7812.5	Phee
168	Spectrogram 1	1	2960.182	2960.238	4624.3	10838.2	7812.5	Phee
169	Spectrogram 1	1	2960.287	2960.362	4190.8	11416.2	7812.5	Phee
170	Spectrogram 1	1	2960.430	2960.476	3179.2	10693.6	7812.5	Phee
171	Spectrogram 1	1	2967.744	2967.820	867.1	13005.8	7812.5	Trill
172	Spectrogram 1	1	2967.986	2968.198	4000.0	18000.0	7617.2	Phee
173	Spectrogram 1	1	2968.228	2968.293	4000.0	18000.0	7617.2	Phee
174	Spectrogram 1	1	2968.339	2968.404	4046.2	9826.6	7812.5	Phee
175	Spectrogram 1	1	2968.463	2968.518	1734.1	11416.2	7812.5	Phee
176	Spectrogram 1	1	2968.577	2968.655	4046.2	10404.6	7812.5	Phee
