Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	2	31.989	32.247	4000.0	18000.0	7421.9	Trill
2	Spectrogram 1	2	36.799	37.027	4000.0	18000.0	7421.9	Trill
3	Spectrogram 1	2	69.826	70.090	4000.0	18000.0	7812.5	Trill
4	Spectrogram 1	2	77.901	78.152	4000.0	18000.0	7617.2	Trill
5	Spectrogram 1	2	86.901	87.130	4000.0	18000.0	7617.2	Trill
6	Spectrogram 1	2	92.890	93.965	4000.0	18000.0	8007.8	Trillphee
7	Spectrogram 1	2	109.003	109.326	4000.0	18000.0	6835.9	Trill
8	Spectrogram 1	2	113.022	113.920	4000.0	18000.0	7617.2	Trillphee
9	Spectrogram 1	2	113.946	114.008	4347.8	11594.2	7812.5	Phee
10	Spectrogram 1	2	133.624	133.866	4000.0	18000.0	7812.5	Trill
11	Spectrogram 1	2	133.996	134.102	3869.6	17869.6	7812.5	Phee
12	Spectrogram 1	2	134.121	134.196	3079.7	13224.6	7617.2	Phee
13	Spectrogram 1	2	134.271	134.862	4000.0	18000.0	7812.5	Phee
14	Spectrogram 1	2	164.797	165.013	4000.0	18000.0	7812.5	Trill
15	Spectrogram 1	2	196.799	197.034	4000.0	18000.0	8203.1	Trill
16	Spectrogram 1	2	200.342	200.554	4000.0	18000.0	7421.9	Trill
17	Spectrogram 1	2	213.981	214.255	4000.0	18000.0	7421.9	Trill
18	Spectrogram 1	2	214.342	214.532	4000.0	18000.0	7812.5	Phee
19	Spectrogram 1	2	275.083	275.354	4000.0	18000.0	7226.6	Trill
20	Spectrogram 1	2	370.529	370.764	4000.0	18000.0	7812.5	Trill
21	Spectrogram 1	2	370.790	371.580	4000.0	18000.0	7812.5	Phee
22	Spectrogram 1	2	402.302	402.639	4000.0	18000.0	7617.2	Trill
23	Spectrogram 1	2	411.285	411.549	4000.0	18000.0	7226.6	Trill
24	Spectrogram 1	2	506.181	506.570	4000.0	18000.0	7226.6	Trill
25	Spectrogram 1	2	570.977	571.202	4000.0	18000.0	7226.6	Trill
26	Spectrogram 1	2	572.390	573.151	2173.9	19746.4	7226.6	Trillphee
27	Spectrogram 1	2	582.882	583.212	4000.0	18000.0	7031.2	Trill
28	Spectrogram 1	2	585.407	585.544	4000.0	18000.0	8593.7	Twitter
29	Spectrogram 1	2	585.620	585.697	4000.0	18000.0	7421.9	Twitter
30	Spectrogram 1	2	585.766	585.835	2173.9	21195.7	7421.9	Twitter
31	Spectrogram 1	2	585.900	585.959	0.0	22826.1	7421.9	Twitter
32	Spectrogram 1	2	586.027	586.083	905.8	22826.1	7421.9	Twitter
33	Spectrogram 1	2	586.138	586.194	4000.0	18000.0	7421.9	Twitter
34	Spectrogram 1	2	586.253	586.318	2355.1	19746.4	7421.9	Twitter
35	Spectrogram 1	2	586.377	586.445	1268.1	19021.7	7226.6	Twitter
36	Spectrogram 1	2	586.507	586.563	3804.3	11775.4	7226.6	Twitter
37	Spectrogram 1	2	600.348	600.623	4000.0	18000.0	7421.9	Trill
38	Spectrogram 1	2	626.183	626.623	4000.0	18000.0	7031.2	Trill
39	Spectrogram 1	2	627.433	628.506	4000.0	18000.0	8007.8	Trillphee
40	Spectrogram 1	2	632.860	633.131	4000.0	18000.0	6250.0	Trill
41	Spectrogram 1	2	651.417	651.596	4000.0	18000.0	7812.5	Trill
42	Spectrogram 1	2	657.148	657.628	4000.0	18000.0	7421.9	Trill
43	Spectrogram 1	2	664.333	664.663	4000.0	18000.0	7226.6	Trill
44	Spectrogram 1	2	670.254	670.584	4000.0	18000.0	6835.9	Trill
45	Spectrogram 1	2	671.319	671.377	5072.5	15217.4	9570.3	Twitter
46	Spectrogram 1	2	671.480	671.532	4000.0	18000.0	7421.9	Twitter
47	Spectrogram 1	2	671.619	671.678	0.0	20289.9	7226.6	Twitter
48	Spectrogram 1	2	671.746	671.802	0.0	21558.0	7031.2	Twitter
49	Spectrogram 1	2	671.874	671.936	0.0	21920.3	7031.2	Twitter
