Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	19.300	19.540	4000.0	18000.0	6250.0	Trill	7.891149	15.000000	NaN	NaN	76.930932	0.000000
2	Spectrogram 1	1	160.117	160.593	4000.0	18000.0	6835.9	Trill	7.229168	15.000000	NaN	NaN	99.131753	0.000000
3	Spectrogram 1	1	168.918	169.228	4000.0	18000.0	7031.2	Trill	7.563764	15.000000	NaN	NaN	84.960672	0.000000
4	Spectrogram 1	1	185.435	185.816	4000.0	18000.0	6445.3	Trill	6.277852	15.000000	NaN	NaN	76.127940	0.000000
5	Spectrogram 1	1	344.967	345.250	4000.0	18000.0	6640.6	Trill	6.194705	15.000000	NaN	NaN	42.915387	0.000000
6	Spectrogram 1	1	348.580	348.820	4000.0	18000.0	6835.9	Trill	6.037313	15.000000	NaN	NaN	47.857769	0.000000
7	Spectrogram 1	1	417.381	417.650	4000.0	18000.0	6835.9	Trill	6.921214	15.000000	NaN	NaN	56.879693	0.000000
8	Spectrogram 1	1	462.201	462.460	4000.0	18000.0	6835.9	Trill	8.097537	15.000000	NaN	NaN	80.108441	0.000000
9	Spectrogram 1	1	564.740	565.078	4000.0	18000.0	6640.6	Trill	5.409768	15.000000	NaN	NaN	46.027659	0.000000
10	Spectrogram 1	1	633.802	634.110	4000.0	18000.0	6640.6	Trill	8.417752	15.000000	NaN	NaN	124.746505	0.000000
11	Spectrogram 1	1	639.816	640.130	4000.0	18000.0	6250.0	Trill	6.898394	15.000000	NaN	NaN	58.541172	0.000000
12	Spectrogram 1	1	710.534	711.316	4000.0	18000.0	8398.4	Phee	6.344825	15.000000	NaN	NaN	41.251900	0.000000
13	Spectrogram 1	1	711.344	711.444	1587.3	12566.1	4882.8	Phee						
14	Spectrogram 1	1	711.540	711.616	1587.3	17063.5	7226.6	Phee						
15	Spectrogram 1	1	712.245	712.974	0.0	23677.2	8007.8	Phee						
16	Spectrogram 1	1	713.012	713.098	1587.3	12566.1	4882.8	Phee						
17	Spectrogram 1	1	713.422	714.132	0.0	23941.8	8007.8	Phee						
18	Spectrogram 1	1	1023.900	1024.120	4000.0	18000.0	6640.6	Trill	6.893537	15.000000	NaN	NaN	74.438854	0.000000
19	Spectrogram 1	1	1028.270	1028.610	4000.0	18000.0	6445.3	Trill	7.114251	15.000000	NaN	NaN	81.213049	0.000000
20	Spectrogram 1	1	1392.320	1392.520	4000.0	18000.0	6835.9	Trill	7.046911	15.000000	NaN	NaN	83.123230	0.000000
21	Spectrogram 1	1	1397.028	1397.270	4000.0	18000.0	6640.6	Trill	6.211984	15.000000	NaN	NaN	48.145551	0.000000
22	Spectrogram 1	1	1453.778	1454.050	4000.0	18000.0	6640.6	Trill	6.150076	15.000000	NaN	NaN	64.423284	0.000000
