Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	9.248020000	9.766020000	4000.0	18000.0	9375.0	trill
2	Spectrogram 1	1	9.908020000	10.366020000	4000.0	18000.0	9668.0	trill
3	Spectrogram 1	1	10.552020000	11.108020000	4000.0	18000.0	8789.1	trill
4	Spectrogram 1	1	11.254020000	11.650020000	4000.0	18000.0	7519.5	trill
5	Spectrogram 1	1	11.784020000	12.190332543	4000.0	18000.0	7812.5	trill
579	Spectrogram 1	1	24.619384013	24.688951127	2000.0	11750.0	10644.5	sd-peep
7	Spectrogram 1	1	24.748020000	24.851274395	4000.0	18000.0	10156.2	twitter
580	Spectrogram 1	1	24.944030548	25.010284943	1916.7	14666.7	6835.9	twitter
8	Spectrogram 1	1	25.116020000	25.192484528	4000.0	18000.0	8007.8	twitter
9	Spectrogram 1	1	25.278020000	25.354807796	4000.0	18000.0	8007.8	twitter
10	Spectrogram 1	1	25.426020000	25.503880184	4000.0	18000.0	6835.9	twitter
581	Spectrogram 1	1	25.580072739	25.659578012	2333.3	14666.7	6835.9	twitter
582	Spectrogram 1	1	25.729145127	25.798712242	3250.0	15166.7	6835.9	twitter
11	Spectrogram 1	1	25.872020000	25.947784630	4000.0	18000.0	6933.6	twitter
12	Spectrogram 1	1	26.010020000	26.086918859	4000.0	18000.0	6835.9	twitter
13	Spectrogram 1	1	26.132020000	26.200020000	4000.0	18000.0	6933.6	twitter
14	Spectrogram 1	1	26.262020000	26.320020000	4000.0	18000.0	6933.6	twitter
15	Spectrogram 1	1	26.380020000	26.467881630	4000.0	18000.0	6933.6	twitter
16	Spectrogram 1	1	26.512020000	27.180020000	4000.0	18000.0	7031.2	trill
17	Spectrogram 1	1	27.350020000	27.826096725	4000.0	18000.0	8593.7	trill
583	Spectrogram 1	1	54.935696733	54.988700248	1195.2	12549.8	7421.9	sd-peep
20	Spectrogram 1	1	55.072020000	55.124020000	4000.0	18000.0	8300.8	trill
21	Spectrogram 1	1	55.300020000	55.556020000	4000.0	18000.0	7421.9	trill
22	Spectrogram 1	1	55.676020000	55.899698178	4000.0	18000.0	7519.5	trill
23	Spectrogram 1	1	56.008020000	56.396606140	4000.0	18000.0	9668.0	trill
25	Spectrogram 1	1	56.585431165	56.986270254	4000.0	18000.0	8398.4	trill
26	Spectrogram 1	1	57.135342642	57.456676458	4000.0	18000.0	7910.2	trill
584	Spectrogram 1	1	61.891672121	61.947988357	697.2	13147.4	6054.7	sd-peep
585	Spectrogram 1	1	62.053995389	62.100373465	2689.2	9163.3	7617.2	sd-peep
586	Spectrogram 1	1	62.222944096	62.279260331	3187.3	9163.3	7128.9	sd-peep
27	Spectrogram 1	1	62.398020000	62.452020000	4000.0	18000.0	8398.4	trill
28	Spectrogram 1	1	62.648020000	63.010020000	4000.0	18000.0	7519.5	trill
29	Spectrogram 1	1	63.160020000	63.530020000	4000.0	18000.0	7031.2	trill
30	Spectrogram 1	1	63.672020000	64.080020000	4000.0	18000.0	7910.2	trill
31	Spectrogram 1	1	64.236020000	64.672020000	4000.0	18000.0	8300.8	trill
32	Spectrogram 1	1	64.814020000	65.122020000	4000.0	18000.0	7226.6	trill
33	Spectrogram 1	1	65.286020000	65.354020000	4000.0	18000.0	5664.1	trill
34	Spectrogram 1	1	68.984020000	69.036020000	4000.0	18000.0	7324.2	sd-peep
587	Spectrogram 1	1	69.149154229	69.225346783	1294.8	11553.8	7324.2	sd-peep
35	Spectrogram 1	1	69.298020000	69.360020000	4000.0	18000.0	7714.8	sd-peep
36	Spectrogram 1	1	69.434020000	69.504020000	4000.0	18000.0	7714.8	sd-peep
37	Spectrogram 1	1	69.568020000	69.644020000	4000.0	18000.0	8007.8	sd-peep
38	Spectrogram 1	1	69.712020000	69.780020000	4000.0	18000.0	7617.2	sd-peep
39	Spectrogram 1	1	69.848020000	69.922020000	4000.0	18000.0	7617.2	sd-peep
40	Spectrogram 1	1	70.000020000	70.070020000	4000.0	18000.0	7910.2	sd-peep
41	Spectrogram 1	1	70.158020000	70.216020000	4000.0	18000.0	7421.9	sd-peep
42	Spectrogram 1	1	70.310020000	70.372020000	4000.0	18000.0	7421.9	sd-peep
588	Spectrogram 1	1	70.467616687	70.533871082	2091.6	10557.8	7226.6	sd-peep
589	Spectrogram 1	1	70.653128993	70.712757948	2490.0	9661.4	7421.9	sd-peep
590	Spectrogram 1	1	71.150036955	71.209665910	3585.7	11155.4	7812.5	sd-peep
45	Spectrogram 1	1	77.266020000	77.326020000	4000.0	18000.0	7812.5	sd-peep
46	Spectrogram 1	1	77.391849362	77.470020000	4000.0	18000.0	7812.5	sd-peep
47	Spectrogram 1	1	77.548020000	77.614020000	4000.0	18000.0	7714.8	trill
48	Spectrogram 1	1	77.700020000	78.316020000	4000.0	18000.0	7324.2	trill
49	Spectrogram 1	1	78.536020000	79.041588560	4000.0	18000.0	8691.4	trill
51	Spectrogram 1	1	79.238020000	79.746020000	4000.0	18000.0	9668.0	trill
52	Spectrogram 1	1	79.928020000	80.506020000	4000.0	18000.0	8398.4	trill
591	Spectrogram 1	1	89.623117625	89.672808421	1693.2	11653.4	7226.6	sd-peep
592	Spectrogram 1	1	89.715873778	89.788753612	1095.6	9960.2	7714.8	sd-peep 
593	Spectrogram 1	1	89.855008007	89.924575121	1693.2	11354.6	7714.8	sd-peep 
594	Spectrogram 1	1	90.086898389	90.149840064	2589.6	11155.4	7617.2	sd-peep 
595	Spectrogram 1	1	90.216094459	90.285661574	3087.6	9561.8	7128.9	sd-peep 
596	Spectrogram 1	1	90.338665089	90.391668605	2788.8	9362.5	6835.9	sd-peep 
597	Spectrogram 1	1	90.696438822	90.766005936	2490.0	13147.4	7714.8	sd-peep 
598	Spectrogram 1	1	90.822322172	90.888576567	2290.8	9462.2	7714.8	sd-peep 
53	Spectrogram 1	1	90.938020000	91.018020000	4000.0	18000.0	8105.5	sd-peep 
599	Spectrogram 1	1	91.084027032	91.163532306	2490.0	9761.0	7812.5	sd-peep 
600	Spectrogram 1	1	91.216535822	91.292728376	3286.9	8964.1	7519.5	sd-peep 
601	Spectrogram 1	1	91.339106452	91.398735407	1494.0	8864.5	7421.9	sd-peep 
602	Spectrogram 1	1	91.461677083	91.517993318	2091.6	8466.1	7128.9	sd-peep 
54	Spectrogram 1	1	92.020020000	92.080020000	4000.0	18000.0	7812.5	sd-peep 
55	Spectrogram 1	1	92.154020000	92.301451538	4000.0	18000.0	9277.3	twitter
56	Spectrogram 1	1	92.406020000	92.456020000	4000.0	18000.0	8300.8	twitter 
57	Spectrogram 1	1	92.574020000	92.636020000	4000.0	18000.0	7714.8	twitter 
58	Spectrogram 1	1	92.738020000	92.802020000	4000.0	18000.0	7812.5	twitter 
