Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	2	59.964	60.242	4000.0	18000.0	8593.7	Trill	7.048472	11.604126	44.836402	3.021176
2	Spectrogram 1	2	83.964	84.098	4000.0	18000.0	8203.1	Trill	5.401750	10.265663	48.209314	2.745096
3	Spectrogram 1	2	88.293	88.476	3440.4	18119.3	8984.4	Trill	0	0	0	0
4	Spectrogram 1	2	90.924	91.156	4128.4	19724.8	8789.1	Trill	0	0	0	0
5	Spectrogram 1	2	93.732	93.902	4000.0	18000.0	7812.5	Trill	5.185841	8.310359	37.814135	1.835574
6	Spectrogram 1	2	114.160	114.294	4000.0	18000.0	7226.6	Trill	6.501604	10.422986	47.491122	3.069539
7	Spectrogram 1	2	114.346	114.426	4000.0	18000.0	6640.6	Trill	7.148933	10.703491	53.715506	3.705625
8	Spectrogram 1	2	743.296	743.334	4000.0	18000.0	8593.7	Twitter	4.948009	9.203941	34.230211	1.344576
9	Spectrogram 1	2	743.446	743.484	4000.0	18000.0	6640.6	Twitter	5.878805	11.399177	32.665365	1.250787
10	Spectrogram 1	2	743.580	743.656	5045.9	17431.2	6445.3	Twitter	0	0	0	0
11	Spectrogram 1	2	743.722	743.766	4000.0	18000.0	6640.6	Twitter	4.951048	11.043983	33.417701	1.226629
12	Spectrogram 1	2	1102.298	1102.540	4000.0	18000.0	7617.2	Trill	6.161945	10.642449	33.083071	1.370819
13	Spectrogram 1	2	1237.974	1238.084	4000.0	18000.0	8007.8	Trill	5.877372	10.163270	34.003924	1.482952
14	Spectrogram 1	5	1246.554	1246.820	4000.0	18000.0	8007.8	Trill	2.257117	2.275163	32.758596	0.552661
15	Spectrogram 1	2	1326.154	1326.492	4000.0	18000.0	7812.5	Trill	5.776004	9.893633	46.020706	2.726117
