Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1283	Spectrogram 1	5	35.279	35.455	2750.0	17250.0	8398.4	Trill	0	0	0	0
1032	Spectrogram 1	2	36.636	36.752	4000.0	18000.0	8007.8	Trill	4.986799	8.457951	45.386737	2.414035
1284	Spectrogram 1	3	37.776	37.862	3000.0	18750.0	6835.9	Trill	0	0	0	0
2	Spectrogram 1	6	68.922	69.356	4000.0	18000.0	9179.7	Trill	-1.197169	3.020824	30.782715	0.293037
1287	Spectrogram 1	6	79.256	79.514	3000.0	17000.0	4101.6	Trill	0	0	0	0
4	Spectrogram 1	6	83.538	83.672	4000.0	18000.0	9375.0	Trill	-1.808146	3.256089	43.724427	0.578732
1288	Spectrogram 1	3	95.935	96.008	2250.0	16500.0	5859.4	Trill	0	0	0	0
1289	Spectrogram 1	1	96.676	96.868	1750.0	14250.0	7226.6	Trill	0	0	0	0
1290	Spectrogram 1	6	102.340	102.562	4750.0	15250.0	8984.4	Trill	0	0	0	0
8	Spectrogram 1	6	106.580	106.794	4000.0	18000.0	9179.7	Trill	-0.750381	3.084967	30.537093	0.237695
9	Spectrogram 1	5	108.856	109.104	4000.0	18000.0	7617.2	Trill	5.706481	3.760373	40.012083	1.283921
10	Spectrogram 1	6	111.886	112.056	4000.0	18000.0	9765.6	Trillphee	-1.335660	3.282617	39.380105	0.484390
11	Spectrogram 1	6	112.252	112.422	4000.0	18000.0	4492.2	Trillphee	-0.520395	2.242854	52.353601	0.209000
20	Spectrogram 1	6	153.568	153.954	4000.0	18000.0	8789.1	Trill	-1.560201	2.406249	38.222414	0.489399
22	Spectrogram 1	6	165.916	166.596	4000.0	18000.0	10351.6	Trillphee	-1.668434	4.069517	65.557845	1.007421
25	Spectrogram 1	6	175.017	175.368	4000.0	18000.0	8593.7	P-peep	-1.277679	3.539765	55.373328	0.552830
26	Spectrogram 1	6	175.684	175.764	4000.0	18000.0	10156.2	P-peep	-0.416247	2.902430	47.506258	0.265498
1034	Spectrogram 1	2	183.604	184.071	4000.0	18000.0	5859.4	Trill	5.298475	11.557734	45.858312	2.554070
1036	Spectrogram 1	2	203.348	203.446	4000.0	18000.0	7812.5	Trill	6.241427	8.585592	54.389809	3.419416
1293	Spectrogram 1	3	264.522	264.611	2500.0	16750.0	4687.5	Trill	0	0	0	0
1022	Spectrogram 1	1	265.010	265.246	4000.0	18000.0	12109.4	Trill	11.659602	20.190178	148.916210	8.620680
1294	Spectrogram 1	3	265.214	265.473	2250.0	17000.0	6835.9	Trill	0	0	0	0
1291	Spectrogram 1	1	265.290	265.370	4500.0	17250.0	10351.6	Twitter	0	0	0	0
1023	Spectrogram 1	1	265.412	265.468	4000.0	18000.0	7617.2	Twitter	8.601985	18.350679	70.202539	5.096531
1024	Spectrogram 1	1	265.538	265.612	4000.0	18000.0	7617.2	Twitter	8.500306	16.101920	62.527081	4.682733
1025	Spectrogram 1	1	265.652	265.732	4000.0	18000.0	7617.2	Twitter	7.572769	15.691990	50.262999	3.611718
1292	Spectrogram 1	1	265.771	265.820	4000.0	18000.0	7617.2	Twitter	0	0	0	0
1026	Spectrogram 1	1	265.868	265.960	4000.0	18000.0	8398.4	Twitter	6.941366	15.709315	68.111574	4.349524
1027	Spectrogram 1	1	265.970	266.056	4000.0	18000.0	8398.4	Trill	7.872965	16.803785	93.202064	5.611198
1028	Spectrogram 1	1	266.084	266.152	4000.0	18000.0	8203.1	Trill	7.361551	15.817388	107.033164	5.713941
1029	Spectrogram 1	1	266.576	267.598	4000.0	18000.0	8398.4	Phee	17.357120	27.223359	216.977842	12.083456
1030	Spectrogram 1	1	267.752	267.874	4000.0	18000.0	8007.8	P-peep	8.128772	14.159995	113.425772	6.243086
1295	Spectrogram 1	6	287.626	287.672	5250.0	19250.0	10351.6	P-peep	0	0	0	0
1296	Spectrogram 1	6	306.140	306.624	4750.0	17250.0	8984.4	Trill	0	0	0	0
35	Spectrogram 1	5	349.236	349.358	4000.0	18000.0	8789.1	P-peep	1.540904	2.383523	47.571454	0.291738
1297	Spectrogram 1	5	349.416	349.664	3500.0	17500.0	3906.2	P-peep	0	0	0	0
1042	Spectrogram 1	2	380.436	380.468	4000.0	18000.0	6445.3	Trill	5.402151	8.811740	38.893754	2.004520
1046	Spectrogram 1	2	490.030	490.068	4000.0	18000.0	6640.6	Trill	8.052438	6.864526	28.744426	0.340866
1047	Spectrogram 1	2	494.644	495.030	4000.0	18000.0	7031.2	Trill	5.305234	7.822518	35.595929	1.602154
1048	Spectrogram 1	2	495.718	496.188	4000.0	18000.0	8593.7	Phee	6.453814	9.793366	47.710360	3.070224
1049	Spectrogram 1	2	496.348	496.386	4000.0	18000.0	7812.5	P-peep	7.076609	7.667002	47.615541	3.258989
48	Spectrogram 1	5	511.670	511.786	4000.0	18000.0	7226.6	Trill	3.351440	6.675287	41.317288	2.195727
49	Spectrogram 1	5	511.814	511.912	4000.0	18000.0	4492.2	Trill	2.278402	4.124332	43.523591	0.898112
1303	Spectrogram 1	1	640.682	640.872	3155.3	15776.7	7812.5	Trill	0	0	0	0
1304	Spectrogram 1	1	641.033	641.890	3155.3	18689.3	8593.7	Phee	0	0	0	0
1305	Spectrogram 1	1	642.058	642.359	3883.5	18446.6	8007.8	Phee	0	0	0	0
92	Spectrogram 1	6	703.822	704.142	4000.0	18000.0	4687.5	Trillphee	-0.893814	2.075775	73.179702	0.390809
93	Spectrogram 1	5	706.414	707.670	4000.0	18000.0	4101.6	Phee	0.299463	2.127592	135.241114	0.221256
1072	Spectrogram 1	2	714.988	715.152	4000.0	18000.0	8203.1	Sd-peep	5.922724	8.172417	31.842878	1.095072
104	Spectrogram 1	6	764.434	764.802	4000.0	18000.0	8593.7	Trill	-5.055890	6.894708	136.753765	5.447592
118	Spectrogram 1	6	824.426	824.608	4000.0	18000.0	7031.2	Trill	-3.719791	5.070303	32.675085	1.546869
119	Spectrogram 1	6	829.844	829.888	4000.0	18000.0	16601.6	Trill	-3.619996	4.156984	31.004775	1.213901
120	Spectrogram 1	6	829.940	829.978	4000.0	18000.0	10937.5	Trill	-1.492664	3.171415	31.404191	0.349835
