Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	5	84.065	84.696	4113.9	19198.3	7421.9	Trill	0	0	0	0
2	Spectrogram 1	6	85.200	85.366	4000.0	18000.0	7226.6	Trill	-5.069263	2.704794	38.396915	0.969179
3	Spectrogram 1	5	91.440	92.120	4000.0	18000.0	8007.8	Trill	2.000262	3.746419	61.570890	1.141770
4	Spectrogram 1	5	94.446	94.952	4000.0	18000.0	8789.1	Trillphee	3.106123	5.276418	93.913872	2.226121
5	Spectrogram 1	1	100.167	100.287	3903.0	15822.8	7812.5	Trill	0	0	0	0
23	Spectrogram 1	5	110.589	110.821	3826.5	17602.0	6445.3	Trill	0	0	0	0
6	Spectrogram 1	6	125.346	125.564	3164.6	18670.9	8398.4	Trill	0	0	0	0
7	Spectrogram 1	6	125.592	125.664	4957.8	16983.1	8398.4	Trill	0	0	0	0
8	Spectrogram 1	6	125.710	125.796	4000.0	18000.0	5273.4	Trill	-0.958808	3.486355	35.686959	0.576978
9	Spectrogram 1	6	134.668	134.838	4000.0	18000.0	8203.1	Trill	-0.879059	3.506650	65.368032	0.695771
11	Spectrogram 1	6	159.514	160.074	4000.0	18000.0	8398.4	Trill	-0.688507	3.816970	55.904498	0.476828
12	Spectrogram 1	1	160.034	160.654	4535.9	18881.9	8593.7	Trill	0	0	0	0
13	Spectrogram 1	1	160.924	161.268	4000.0	18000.0	8398.4	Trill	7.267677	12.446746	83.104321	5.030788
14	Spectrogram 1	6	162.940	163.112	4000.0	18000.0	7031.2	Trill	-2.612606	4.500826	46.319256	1.334064
15	Spectrogram 1	1	178.090	178.356	4000.0	18000.0	8984.4	Trill	5.476064	9.557779	86.395722	4.229305
16	Spectrogram 1	1	178.462	179.016	4000.0	18000.0	8007.8	Phee	8.688261	14.732015	109.549116	6.420075
17	Spectrogram 1	2	185.656	185.724	4000.0	18000.0	7031.2	P-peep	4.952431	14.707535	99.234843	4.204208
18	Spectrogram 1	2	190.390	190.446	4000.0	18000.0	12109.4	Twitter	4.620075	11.963386	46.018212	2.323126
19	Spectrogram 1	2	190.528	190.584	4000.0	18000.0	7812.5	Twitter	5.149411	13.165457	35.988971	1.617519
20	Spectrogram 1	5	191.692	192.180	4000.0	18000.0	5273.4	Trill	1.145724	2.414040	99.214801	0.811250
24	Spectrogram 1	5	236.965	237.277	3061.2	17602.0	7226.6	Trill	0	0	0	0
22	Spectrogram 1	1	349.486	349.534	2806.1	17857.1	7226.6	P-peep	0	0	0	0
