Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	21.035	21.850	4000.0	18000.0	6738.3	Trill	9.516716	24.213467	NaN	NaN	73.459344	0.000000
2	Spectrogram 1	2	67.715	68.174	7645.6	10315.5	8691.4	Trill						
3	Spectrogram 1	1	68.781	68.905	4000.0	18000.0	10253.9	Twitter	4.444475	17.884857	NaN	NaN	31.806471	0.000000
4	Spectrogram 1	1	68.944	69.018	5339.8	12742.7	7812.5	Twitter						
5	Spectrogram 1	1	69.082	69.176	6068.0	12621.4	8593.7	Twitter						
6	Spectrogram 1	1	69.225	69.304	5218.4	12257.3	7812.5	Twitter						
7	Spectrogram 1	1	69.358	69.442	5097.1	13592.2	6640.6	Twitter						
8	Spectrogram 1	1	69.491	69.580	6068.0	12500.0	6640.6	Twitter						
9	Spectrogram 1	1	69.615	69.694	5461.2	12742.7	6640.6	Twitter						
10	Spectrogram 1	1	69.738	69.817	6189.3	11529.1	7324.2	Twitter						
11	Spectrogram 1	1	69.880	69.940	4000.0	18000.0	7226.6	Twitter	5.292323	14.301999	NaN	NaN	50.251614	0.000000
12	Spectrogram 1	1	100.050	101.008	4000.0	18000.0	8789.1	Phee	8.104463	27.955231	NaN	NaN	54.387480	0.000000
13	Spectrogram 1	1	101.390	102.118	4000.0	18000.0	8789.1	Phee	8.708914	26.263886	NaN	NaN	40.827684	0.000000
14	Spectrogram 1	1	102.480	103.208	4000.0	18000.0	8203.1	Phee	8.253412	25.511938	NaN	NaN	41.186697	0.000000
15	Spectrogram 1	2	157.012	157.668	5625.0	10625.0	9179.7	Phee						
16	Spectrogram 1	1	157.720	157.820	4000.0	18000.0	9668.0	Twitter	6.081018	27.296249	NaN	NaN	91.129991	0.000000
17	Spectrogram 1	1	157.880	157.967	4000.0	18000.0	7910.2	Twitter	6.137204	19.801388	NaN	NaN	38.817468	0.000000
18	Spectrogram 1	1	158.160	158.263	5461.2	13349.5	7812.5	Twitter						
19	Spectrogram 1	1	158.307	158.396	5097.1	14320.4	6738.3	Twitter						
20	Spectrogram 1	1	158.446	158.534	5097.1	12742.7	6835.9	Twitter						
21	Spectrogram 1	1	158.579	158.667	5218.4	13835.0	6738.3	Twitter						
22	Spectrogram 1	1	158.707	158.781	5461.2	14077.7	6835.9	Twitter						
23	Spectrogram 1	1	158.835	158.914	5703.9	13835.0	6738.3	Twitter						
24	Spectrogram 1	1	158.953	159.022	6432.0	11043.7	7031.2	Twitter						
25	Spectrogram 1	1	208.841	209.354	8373.8	11650.5	9863.3	Trill						
26	Spectrogram 1	1	209.570	210.114	4000.0	18000.0	10351.6	Trill	9.110012	24.844857	NaN	NaN	34.135742	0.000000
27	Spectrogram 1	1	210.242	210.567	7767.0	10922.3	10058.6	Trill						
28	Spectrogram 1	1	210.735	210.898	7767.0	8737.9	7812.5	Trill						
29	Spectrogram 1	1	215.695	215.809	18689.3	21723.3	21386.7	Tse						
30	Spectrogram 1	1	215.932	216.573	4000.0	18000.0	9277.3	Trill	10.351379	29.786887	NaN	NaN	61.085374	0.000000
31	Spectrogram 1	1	216.730	217.332	4000.0	18000.0	9277.3	Trill	11.444699	30.000000	NaN	NaN	76.348634	0.000000
32	Spectrogram 1	1	217.460	217.929	4000.0	18000.0	11328.1	Trill	11.685205	30.000000	NaN	NaN	79.795923	0.000000
33	Spectrogram 1	1	218.050	218.460	4000.0	18000.0	10156.2	Trill	11.050275	30.000000	NaN	NaN	92.168940	0.000000
34	Spectrogram 1	1	218.570	218.640	4000.0	18000.0	6347.7	Trill	10.214972	21.905144	NaN	NaN	154.358090	0.000000
