Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	3.096	3.708	4000.0	15000.0	8789.1	Trillphee
2	Spectrogram 1	4	4.639	4.888	4000.0	10000.0	7812.5	Trill
3	Spectrogram 1	1	5.130	5.790	4000.0	10000.0	8789.1	Trillphee
4	Spectrogram 1	1	8.051	8.357	4000.0	10000.0	7812.5	Trill
5	Spectrogram 1	4	8.615	8.806	4000.0	10000.0	7812.5	Trill
6	Spectrogram 1	1	11.037	11.227	4000.0	10000.0	8593.7	Trill
7	Spectrogram 1	4	19.372	19.684	4000.0	10000.0	7812.5	Trill
8	Spectrogram 1	1	24.995	25.553	4000.0	10000.0	8984.4	Trill
9	Spectrogram 1	1	39.744	39.982	4000.0	10000.0	8593.7	Trill
10	Spectrogram 1	1	41.808	41.889	4000.0	10000.0	8789.1	P-peep
11	Spectrogram 1	1	41.965	42.124	4487.2	11324.8	9179.7	P-peep
12	Spectrogram 1	1	42.154	42.211	4059.8	13888.9	9179.7	P-peep
13	Spectrogram 1	4	44.426	44.599	4000.0	10000.0	7812.5	Trill
14	Spectrogram 1	1	47.990	49.035	4000.0	10000.0	9179.7	Trillphee
15	Spectrogram 1	1	74.736	75.089	4000.0	10000.0	8593.7	Trill
16	Spectrogram 1	1	76.696	77.315	4000.0	10000.0	8593.7	Trillphee
17	Spectrogram 1	1	79.891	80.581	4000.0	10000.0	8984.4	Trillphee
18	Spectrogram 1	4	80.901	81.178	4000.0	10000.0	7812.5	Trill
19	Spectrogram 1	1	94.936	95.091	4000.0	10000.0	8789.1	Trill
20	Spectrogram 1	2	97.828	98.142	4000.0	10000.0	8398.4	Trill
21	Spectrogram 1	3	102.850	103.242	4000.0	10000.0	8398.4	Trill
22	Spectrogram 1	1	103.936	104.553	4000.0	10000.0	9179.7	Trill
23	Spectrogram 1	1	116.368	116.712	4000.0	10000.0	8984.4	Trill
24	Spectrogram 1	1	116.930	117.359	4000.0	10000.0	9375.0	Phee
25	Spectrogram 1	1	119.942	120.834	4000.0	10000.0	8984.4	Trillphee
26	Spectrogram 1	3	128.860	129.277	4000.0	10000.0	8398.4	Trill
27	Spectrogram 1	1	204.469	205.271	4000.0	10000.0	5859.4	Trillphee
28	Spectrogram 1	4	209.012	209.201	4000.0	10000.0	7421.9	Trill
29	Spectrogram 1	1	209.462	209.576	4000.0	10000.0	8593.7	P-peep
30	Spectrogram 1	1	209.665	209.751	4059.8	11111.1	8789.1	P-peep
31	Spectrogram 1	1	209.857	209.937	3846.2	11538.5	8789.1	P-peep
32	Spectrogram 1	1	210.004	210.749	4000.0	10000.0	8789.1	Phee
33	Spectrogram 1	1	219.930	220.106	4000.0	10000.0	8203.1	Trill
34	Spectrogram 1	1	231.991	232.167	4000.0	10000.0	8789.1	Trill
35	Spectrogram 1	3	250.131	250.378	4000.0	10000.0	8007.8	Trill
36	Spectrogram 1	4	269.294	269.512	4000.0	10000.0	7812.5	Trill
37	Spectrogram 1	1	291.250	291.655	4000.0	10000.0	8593.7	Trill
38	Spectrogram 1	1	315.241	315.633	4000.0	10000.0	8398.4	Trill
39	Spectrogram 1	4	378.659	378.743	4000.0	10000.0	7812.5	Trill
40	Spectrogram 1	1	378.939	379.035	4000.0	10000.0	8984.4	P-peep
41	Spectrogram 1	1	379.108	379.251	1495.7	10897.4	8984.4	P-peep
42	Spectrogram 1	1	379.287	379.406	2991.5	12393.2	8984.4	P-peep
43	Spectrogram 1	1	379.492	379.718	2991.5	13034.2	9179.7	P-peep
44	Spectrogram 1	4	384.344	384.618	4000.0	10000.0	7812.5	Trill
45	Spectrogram 1	1	395.120	395.193	4914.5	12393.2	8984.4	P-peep
46	Spectrogram 1	1	395.285	395.385	4273.5	12820.5	8789.1	P-peep
47	Spectrogram 1	1	395.454	395.524	4700.9	12179.5	8984.4	P-peep
48	Spectrogram 1	1	395.640	395.742	3418.8	12393.2	8984.4	P-peep
49	Spectrogram 1	1	395.786	395.878	3418.8	12820.5	9375.0	P-peep
50	Spectrogram 1	3	396.450	396.852	4000.0	10000.0	8789.1	Trill
51	Spectrogram 1	2	406.841	407.000	4000.0	10000.0	6640.6	P-peep
52	Spectrogram 1	4	417.754	417.956	4000.0	10000.0	8007.8	Trill
53	Spectrogram 1	3	429.991	430.411	4000.0	10000.0	8789.1	Trill
54	Spectrogram 1	1	431.061	431.130	3632.5	12179.5	9179.7	P-peep
55	Spectrogram 1	1	431.273	431.336	5128.2	12179.5	9179.7	P-peep
56	Spectrogram 1	1	431.386	431.442	3418.8	13034.2	9375.0	P-peep
57	Spectrogram 1	1	431.505	431.899	2777.8	13675.2	9375.0	Phee
58	Spectrogram 1	1	439.332	439.874	4000.0	10000.0	8984.4	Trill
59	Spectrogram 1	1	454.858	454.921	5128.2	13247.9	8984.4	T-peep
60	Spectrogram 1	1	455.163	455.236	5128.2	12393.2	9375.0	P-peep
61	Spectrogram 1	1	455.279	455.733	3632.5	14316.2	9179.7	Phee
62	Spectrogram 1	2	460.277	461.088	4000.0	10000.0	8398.4	Other
63	Spectrogram 1	2	461.266	462.371	4000.0	10000.0	8203.1	Other
64	Spectrogram 1	2	462.516	462.946	4000.0	10000.0	8398.4	Phee
65	Spectrogram 1	1	465.496	465.730	7809.6	10138.0	8593.7	Trill
66	Spectrogram 1	1	465.784	466.182	7932.1	10138.0	9179.7	Trillphee
67	Spectrogram 1	1	470.728	471.131	7441.9	10076.7	9179.7	Phee
68	Spectrogram 1	2	471.449	471.535	1923.1	13461.5	9960.9	Sd-peep
69	Spectrogram 1	2	471.592	471.684	427.4	16239.3	8398.4	Sd-peep
70	Spectrogram 1	2	471.731	471.827	641.0	16239.3	7812.5	Sd-peep
71	Spectrogram 1	2	471.873	471.953	2564.1	16239.3	8007.8	Sd-peep
72	Spectrogram 1	2	472.016	472.115	2991.5	15812.0	9375.0	Sd-peep
73	Spectrogram 1	2	472.165	472.251	854.7	17307.7	9375.0	Sd-peep
74	Spectrogram 1	2	472.324	472.417	213.7	17307.7	9375.0	Sd-peep
75	Spectrogram 1	2	472.506	472.585	427.4	16453.0	9765.6	Sd-peep
76	Spectrogram 1	1	475.661	475.734	1495.7	13034.2	9179.7	P-peep
77	Spectrogram 1	1	475.787	475.893	4487.2	13888.9	8984.4	P-peep
78	Spectrogram 1	3	530.759	531.130	6950.0	9863.9	8398.4	Trill
79	Spectrogram 1	1	531.576	532.084	8193.7	10013.4	8593.7	Trillphee
80	Spectrogram 1	1	535.500	535.565	6755.8	9669.7	8203.1	Trill
81	Spectrogram 1	1	535.707	536.263	7241.4	9475.4	8984.4	Phee
82	Spectrogram 1	4	536.613	536.841	6658.6	8601.2	7617.2	Trill
83	Spectrogram 1	2	561.916	562.002	4059.8	13461.5	8984.4	Sd-peep
84	Spectrogram 1	2	562.045	562.114	3846.2	13461.5	8984.4	Sd-peep
85	Spectrogram 1	2	562.181	562.257	213.7	14529.9	8984.4	Sd-peep
86	Spectrogram 1	2	562.320	562.393	2350.4	14102.6	8984.4	Sd-peep
87	Spectrogram 1	2	562.485	562.575	3205.1	13247.9	9179.7	Sd-peep
88	Spectrogram 1	2	562.648	562.734	2136.8	15170.9	9375.0	Sd-peep
89	Spectrogram 1	2	562.860	562.946	0.0	14316.2	195.3	Sd-peep
90	Spectrogram 1	2	563.102	563.201	1282.1	14102.6	9179.7	Sd-peep
91	Spectrogram 1	2	563.290	563.370	427.4	15812.0	8398.4	Sd-peep
