Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
392	Spectrogram 1	1	2771.405	2771.439	154.4	15283.0	195.3	Egg
1572	Spectrogram 1	1	2771.485	2771.531	0.0	14957.3	195.3	Egg
1573	Spectrogram 1	1	2771.551	2771.607	0.0	13461.5	195.3	Egg
393	Spectrogram 1	1	2772.160	2772.224	0.0	14974.2	195.3	Egg
1574	Spectrogram 1	1	2772.273	2772.330	0.0	14102.6	195.3	Egg
1575	Spectrogram 1	1	2772.350	2772.396	0.0	13461.5	195.3	Egg
11	Spectrogram 1	1	22.106	22.183	7532.6	11093.5	9375.0	P-peep
12	Spectrogram 1	1	22.269	22.322	8491.3	10956.5	9765.6	P-peep
22	Spectrogram 1	1	78.112	78.201	6163.0	10819.6	8984.4	P-peep
24	Spectrogram 1	3	86.678	86.780	5303.2	10327.2	8789.1	P-peep
37	Spectrogram 1	1	198.042	198.102	7943.5	11093.5	9375.0	P-peep
40	Spectrogram 1	1	204.807	204.865	6847.8	11641.3	9179.7	P-peep
1276	Spectrogram 1	1	204.918	204.984	6196.6	13034.2	9179.7	P-peep
1277	Spectrogram 1	1	205.057	205.123	5128.2	11965.8	9375.0	P-peep
1278	Spectrogram 1	1	205.196	205.292	4059.8	13247.9	9570.3	P-peep
1279	Spectrogram 1	1	205.352	205.415	5982.9	13675.2	9765.6	P-peep
1280	Spectrogram 1	3	207.237	207.382	1923.1	13888.9	8203.1	P-peep
1281	Spectrogram 1	3	207.425	207.671	4273.5	15170.9	8984.4	P-peep
1282	Spectrogram 1	3	207.737	207.909	3205.1	15598.3	10546.9	P-peep
45	Spectrogram 1	1	241.239	241.312	5889.1	10271.7	8007.8	P-peep
48	Spectrogram 1	1	252.366	252.419	6847.8	11230.4	9179.7	P-peep
49	Spectrogram 1	1	252.561	252.637	7395.7	10682.6	9179.7	P-peep
52	Spectrogram 1	1	272.169	272.395	6026.1	9997.8	8398.4	P-peep
54	Spectrogram 1	1	285.951	286.020	7395.7	10134.8	8789.1	P-peep
55	Spectrogram 1	1	291.005	291.086	1395.6	14513.9	8984.4	P-peep
60	Spectrogram 1	1	327.029	327.081	3628.5	12281.0	8984.4	P-peep
67	Spectrogram 1	1	336.490	336.634	5300.5	12721.2	9375.0	P-peep
1301	Spectrogram 1	1	434.933	435.065	2777.8	14316.2	8789.1	P-peep
1302	Spectrogram 1	1	435.138	435.287	4273.5	13247.9	8593.7	P-peep
1303	Spectrogram 1	1	435.360	435.443	4273.5	14102.6	8593.7	P-peep
1304	Spectrogram 1	1	435.598	435.691	4059.8	14743.6	8789.1	P-peep
1305	Spectrogram 1	1	435.824	436.109	1923.1	16453.0	9179.7	P-peep
1306	Spectrogram 1	1	455.830	455.906	3846.2	13888.9	8789.1	P-peep
1307	Spectrogram 1	1	456.015	456.102	2991.5	13888.9	8789.1	P-peep
1308	Spectrogram 1	1	456.174	456.274	2350.4	14743.6	8789.1	P-peep
1309	Spectrogram 1	1	456.357	456.459	427.4	13247.9	9179.7	P-peep
1310	Spectrogram 1	1	456.565	456.698	1495.7	16025.6	9179.7	P-peep
1311	Spectrogram 1	1	456.764	456.867	2777.8	14957.3	9179.7	P-peep
89	Spectrogram 1	1	559.746	559.826	6300.0	10271.7	8789.1	P-peep
1314	Spectrogram 1	1	625.737	625.893	4487.2	12606.8	8593.7	P-peep
1315	Spectrogram 1	1	625.982	626.142	3418.8	13461.5	8593.7	P-peep
1316	Spectrogram 1	1	626.185	626.291	3846.2	13461.5	8789.1	P-peep
1320	Spectrogram 1	1	677.710	677.800	3846.2	14102.6	8789.1	P-peep
1321	Spectrogram 1	1	677.916	677.985	4700.9	11324.8	8789.1	P-peep
1323	Spectrogram 1	1	710.695	710.762	3205.1	17735.0	9179.7	P-peep
1326	Spectrogram 1	1	718.532	718.621	4914.5	13888.9	8789.1	P-peep
1327	Spectrogram 1	1	718.740	718.850	4487.2	14102.6	8984.4	P-peep
1328	Spectrogram 1	1	718.972	719.092	2991.5	13034.2	9375.0	P-peep
1358	Spectrogram 1	1	898.953	899.033	6196.6	12820.5	9179.7	P-peep
1359	Spectrogram 1	1	899.149	899.218	3418.8	13675.2	9375.0	P-peep
128	Spectrogram 1	1	939.589	939.678	7529.3	10756.1	9179.7	P-peep
145	Spectrogram 1	1	1170.603	1170.642	7529.3	11159.5	8984.4	P-peep
1387	Spectrogram 1	1	1208.232	1208.278	2350.4	12606.8	9570.3	P-peep
159	Spectrogram 1	1	1214.363	1214.509	7260.4	10890.5	8593.7	P-peep
167	Spectrogram 1	1	1239.144	1239.215	6360.6	10388.9	8984.4	P-peep
170	Spectrogram 1	1	1258.017	1258.067	7798.2	10218.3	8789.1	P-peep
173	Spectrogram 1	1	1291.522	1291.790	6184.8	11025.0	8789.1	P-peep
176	Spectrogram 1	1	1321.366	1321.421	4000.0	10000.0	8984.4	P-peep
177	Spectrogram 1	1	1321.625	1321.692	7798.2	10621.6	8984.4	P-peep
183	Spectrogram 1	1	1344.724	1344.920	4028.4	12509.1	8984.4	P-peep
1409	Spectrogram 1	1	1353.973	1354.026	4273.5	12606.8	8789.1	P-peep
1410	Spectrogram 1	1	1354.953	1355.030	4059.8	15812.0	9179.7	P-peep
1411	Spectrogram 1	1	1355.099	1355.155	3632.5	16239.3	8789.1	P-peep
1412	Spectrogram 1	1	1355.245	1355.324	2991.5	13461.5	8984.4	P-peep
1430	Spectrogram 1	1	1401.991	1402.081	4273.5	14102.6	8203.1	P-peep
1431	Spectrogram 1	1	1402.134	1402.240	3632.5	14102.6	8398.4	P-peep
1432	Spectrogram 1	1	1402.290	1402.432	2991.5	14743.6	8593.7	P-peep
1515	Spectrogram 1	1	1733.516	1733.761	4059.8	13888.9	8789.1	P-peep
1518	Spectrogram 1	1	1844.138	1844.287	2991.5	13675.2	8789.1	P-peep
1519	Spectrogram 1	1	1844.439	1844.509	6196.6	13675.2	8984.4	P-peep
263	Spectrogram 1	1	1896.170	1896.249	7494.1	10664.7	8789.1	P-peep
269	Spectrogram 1	1	1909.011	1909.213	5781.4	10890.5	8789.1	P-peep
270	Spectrogram 1	1	1909.372	1909.521	6857.0	11428.4	8984.4	P-peep
284	Spectrogram 1	1	1962.326	1962.459	7125.9	11159.5	9179.7	P-peep
285	Spectrogram 1	1	1962.883	1962.972	6184.8	11159.5	8984.4	P-peep
301	Spectrogram 1	2	2212.146	2212.281	5512.5	9277.1	7617.2	P-peep
398	Spectrogram 1	1	2789.815	2790.217	6483.7	11114.9	8789.1	P-peep
401	Spectrogram 1	1	2802.523	2802.609	6792.4	11732.4	9179.7	P-peep
405	Spectrogram 1	1	2822.378	2822.461	6020.6	10188.6	8203.1	P-peep
413	Spectrogram 1	1	2851.640	2851.714	5564.0	12570.6	8789.1	P-peep
414	Spectrogram 1	1	2851.999	2852.060	4945.8	12982.7	8984.4	P-peep
415	Spectrogram 1	1	2852.305	2852.382	5976.2	12570.6	9570.3	P-peep
