Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	AHR	Exception
1	Spectrogram 1	1	86.154	86.534	4000.0	18000.0	7617.2	Trill	5.863737	13.573113	88.245872	4.484275
6	Spectrogram 1	1	218.450	218.992	4000.0	18000.0	4492.2	Trill	6.361737	11.765082	47.085100	2.994670
9	Spectrogram 1	5	324.237	324.582	4000.0	18000.0	8398.4	Phee	1.920151	3.559588	35.521366	0.339765
10	Spectrogram 1	1	341.742	342.500	4000.0	18000.0	8984.4	Phee	8.255220	18.718104	123.043132	6.512355
11	Spectrogram 1	5	373.332	373.796	4000.0	18000.0	8398.4	Trill	3.148880	5.670468	48.463930	1.537592
12	Spectrogram 1	5	375.042	375.803	4000.0	18000.0	8593.7	Trillphee	3.467197	5.547888	41.648869	1.376544
13	Spectrogram 1	5	405.105	406.056	3316.3	16836.7	8984.4	Phee	0	0	0	0
14	Spectrogram 1	5	406.402	406.812	4000.0	18000.0	9179.7	Phee	1.076975	3.345242	166.857581	1.014947
15	Spectrogram 1	5	411.676	412.716	4000.0	18000.0	7421.9	Phee	0.510851	2.126996	131.050739	0.341958
16	Spectrogram 1	5	419.152	420.060	4000.0	18000.0	9375.0	Trillphee	5.484573	8.098618	135.785483	5.084347
17	Spectrogram 1	1	489.940	491.040	4000.0	18000.0	8398.4	Phee	5.646766	13.371953	85.721427	4.304632
18	Spectrogram 1	5	506.162	506.872	4000.0	18000.0	8007.8	Trillphee	1.233468	3.284152	48.092175	0.403806
19	Spectrogram 1	1	591.069	591.327	4336.7	16836.7	8007.8	Trill	0	0	0	0
20	Spectrogram 1	1	591.440	591.526	2806.1	19132.7	8203.1	P-peep	0	0	0	0
21	Spectrogram 1	1	591.686	592.366	4000.0	18000.0	8007.8	Phee	7.750755	25.036712	159.598151	6.865273
22	Spectrogram 1	1	592.480	592.573	3571.4	17857.1	7812.5	P-peep	0	0	0	0
23	Spectrogram 1	1	592.871	592.937	2551.0	18622.4	8203.1	P-peep	0	0	0	0
24	Spectrogram 1	5	646.986	647.222	4000.0	18000.0	7812.5	Trill	1.219649	3.565859	39.936842	0.364901
25	Spectrogram 1	5	665.171	665.966	4000.0	18000.0	9179.7	Trillphee	3.645375	4.992033	63.916686	1.511881
26	Spectrogram 1	2	669.666	671.061	4000.0	18000.0	7812.5	Phee	4.694869	10.368422	52.860550	2.723567
27	Spectrogram 1	1	672.786	673.052	4000.0	18000.0	7226.6	Trill	9.657238	15.036482	85.734093	6.125762
28	Spectrogram 1	1	673.523	673.732	3061.2	16326.5	8593.7	Phee	0	0	0	0
29	Spectrogram 1	1	673.918	673.987	3571.4	18367.3	8203.1	P-peep	0	0	0	0
30	Spectrogram 1	1	674.082	674.606	4000.0	18000.0	8398.4	Phee	7.554710	18.572956	109.428297	5.866311
31	Spectrogram 1	2	674.730	674.840	4000.0	18000.0	7617.2	Trill	5.868136	8.164836	62.092537	3.641949
32	Spectrogram 1	5	679.482	680.069	4000.0	18000.0	8593.7	Trillphee	2.082816	2.527153	73.147843	0.773017
34	Spectrogram 1	6	864.692	865.264	4000.0	18000.0	9375.0	Trillphee	-1.140923	6.330535	46.411368	0.477809
35	Spectrogram 1	6	865.490	866.185	4000.0	18000.0	8789.1	Phee	-2.619998	9.525961	63.356285	1.509809
36	Spectrogram 1	1	873.319	873.862	4000.0	18000.0	8398.4	Phee	4.856668	10.354992	53.900381	2.841647
37	Spectrogram 1	6	873.872	874.342	4000.0	18000.0	8984.4	Trill	-2.837420	8.521662	77.317205	1.484411
40	Spectrogram 1	5	1104.378	1104.904	4000.0	18000.0	8789.1	Phee	1.604121	4.392615	42.659417	0.499876
41	Spectrogram 1	5	1107.898	1108.936	4000.0	18000.0	8398.4	Trillphee	2.387825	7.366003	87.193191	1.714624
42	Spectrogram 1	1	1111.753	1112.104	2551.0	15561.2	8007.8	Trill	0	0	0	0
43	Spectrogram 1	5	1115.534	1116.790	4000.0	18000.0	8593.7	Phee	5.459181	12.133760	169.605513	6.691568
44	Spectrogram 1	1	1121.894	1123.020	3316.3	15816.3	8789.1	Trillphee	0	0	0	0
45	Spectrogram 1	5	1121.972	1122.094	4000.0	18000.0	8203.1	Twitter	3.210542	6.104318	42.534724	0.559502
46	Spectrogram 1	5	1122.128	1122.346	4000.0	18000.0	7617.2	Twitter	5.601888	9.047344	38.577470	1.410194
47	Spectrogram 1	5	1122.344	1122.544	4000.0	18000.0	7421.9	Twitter	6.507954	10.140452	41.597934	1.761825
48	Spectrogram 1	5	1122.554	1122.820	4000.0	18000.0	7421.9	Twitter	4.670143	8.666761	40.871139	0.940061
49	Spectrogram 1	5	1122.848	1122.892	4000.0	18000.0	7421.9	Twitter	9.888423	13.408699	35.898299	2.357870
50	Spectrogram 1	2	1150.614	1151.852	3571.4	17857.1	8984.4	Trillphee	0	0	0	0
51	Spectrogram 1	2	1152.005	1152.574	4000.0	18000.0	8789.1	Phee	5.929960	15.842543	43.874895	2.609590
52	Spectrogram 1	1	1158.030	1158.087	2806.1	23724.5	19335.9	Tsik	0	0	0	0
53	Spectrogram 1	6	1158.869	1159.768	4000.0	18000.0	9179.7	Trillphee	-1.001399	2.938176	57.157643	0.384676
54	Spectrogram 1	1	1174.130	1175.782	4000.0	18000.0	8398.4	Trillphee	9.342134	20.291480	142.324898	7.428916
55	Spectrogram 1	1	1175.936	1176.046	4000.0	18000.0	7812.5	P-peep	7.133055	9.792251	91.755782	5.220993
56	Spectrogram 1	5	1224.399	1225.502	4000.0	18000.0	7617.2	Trillphee	1.455298	5.206236	45.876257	0.397909
57	Spectrogram 1	1	1231.626	1232.318	4000.0	18000.0	7031.2	Trill	5.408036	9.990085	61.208838	3.403221
58	Spectrogram 1	2	1246.938	1247.259	2040.8	17091.8	8593.7	Trill	0	0	0	0
59	Spectrogram 1	2	1247.498	1247.697	3316.3	17857.1	9179.7	Phee	0	0	0	0
60	Spectrogram 1	5	1273.182	1273.316	4000.0	18000.0	7421.9	Trill	2.989666	6.583648	61.371018	1.858897
61	Spectrogram 1	5	1273.398	1273.442	4000.0	18000.0	9765.6	Twitter	1.072645	4.665075	37.566474	0.359506
62	Spectrogram 1	5	1273.512	1273.574	4000.0	18000.0	8984.4	Twitter	4.130113	6.861376	41.732318	1.344613
63	Spectrogram 1	5	1273.626	1273.664	4000.0	18000.0	7812.5	Twitter	6.872672	11.710876	40.192716	1.925164
64	Spectrogram 1	5	1273.746	1273.808	4000.0	18000.0	7812.5	Twitter	4.386324	8.525064	41.829406	1.296361
65	Spectrogram 1	1	1303.548	1303.654	3316.3	16581.6	10742.2	Trill	0	0	0	0
66	Spectrogram 1	1	1303.724	1303.757	3826.5	17602.0	8789.1	Twitter	0	0	0	0
67	Spectrogram 1	1	1303.834	1303.872	4000.0	18000.0	8203.1	Twitter	8.206126	20.111332	30.113547	0.857552
68	Spectrogram 1	1	1303.948	1303.992	4000.0	18000.0	8007.8	Twitter	8.360780	19.162131	28.734216	0.344753
69	Spectrogram 1	1	1304.062	1304.118	4000.0	18000.0	7421.9	Twitter	7.589015	18.728875	30.416131	0.908142
70	Spectrogram 1	1	1304.170	1304.250	4000.0	18000.0	7812.5	Twitter	5.987172	15.961963	34.779808	1.624518
71	Spectrogram 1	1	1304.272	1304.562	4000.0	18000.0	7617.2	Twitter	6.777975	15.992688	59.950722	3.915875
72	Spectrogram 1	1	1304.572	1304.658	4000.0	18000.0	8007.8	Trill	7.452593	14.551783	78.635556	4.965330
73	Spectrogram 1	2	1326.130	1326.276	4000.0	18000.0	8593.7	Trill	6.532196	9.904828	34.238094	1.634734
74	Spectrogram 1	2	1326.342	1326.451	2295.9	18367.3	8007.8	Trill	0	0	0	0
75	Spectrogram 1	2	1350.118	1350.354	4000.0	18000.0	7421.9	Trill	5.826452	9.126462	55.093905	3.297494
76	Spectrogram 1	1	1360.684	1361.118	4000.0	18000.0	7031.2	Trill	7.765244	12.034077	70.490474	4.785326
77	Spectrogram 1	1	1368.358	1368.792	4000.0	18000.0	7421.9	Trill	7.839075	11.211488	56.620981	4.119349
78	Spectrogram 1	1	1371.724	1371.774	4846.9	17091.8	12109.4	Twitter	0	0	0	0
79	Spectrogram 1	1	1371.824	1371.880	3061.2	18112.2	8398.4	Twitter	0	0	0	0
80	Spectrogram 1	1	1371.946	1371.999	1785.7	16836.7	8203.1	Twitter	0	0	0	0
81	Spectrogram 1	1	1372.060	1372.134	4000.0	18000.0	7812.5	Twitter	5.757131	14.463629	35.791813	1.723941
82	Spectrogram 1	1	1372.181	1372.248	3316.3	18877.6	7421.9	Twitter	0	0	0	0
83	Spectrogram 1	1	1372.297	1372.357	2806.1	18367.3	7421.9	Twitter	0	0	0	0
84	Spectrogram 1	1	1372.403	1372.453	1275.5	16581.6	7421.9	Twitter	0	0	0	0
85	Spectrogram 1	1	1372.506	1372.549	1275.5	16581.6	7421.9	Twitter	0	0	0	0
86	Spectrogram 1	1	1372.592	1372.658	3316.3	16581.6	7421.9	Twitter	0	0	0	0
87	Spectrogram 1	1	1372.698	1372.761	3316.3	17857.1	8203.1	Twitter	0	0	0	0
88	Spectrogram 1	1	1372.791	1372.821	3571.4	16071.4	7812.5	Twitter	0	0	0	0
89	Spectrogram 1	1	1374.862	1375.014	4000.0	18000.0	7421.9	Twitter	6.471839	16.105167	61.733266	3.879156
90	Spectrogram 1	1	1375.078	1375.152	4000.0	18000.0	9179.7	Twitter	4.448542	12.958905	42.487219	2.027724
91	Spectrogram 1	1	1375.190	1375.249	3316.3	17857.1	7812.5	Twitter	0	0	0	0
92	Spectrogram 1	1	1375.299	1375.352	3061.2	16071.4	7617.2	Twitter	0	0	0	0
