Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
25	Spectrogram 1	1	180.208020000	180.267457076	411.2	18000.0	4589.8	egg
27	Spectrogram 1	1	186.926020000	186.973343267	4000.0	18000.0	4492.2	egg
34	Spectrogram 1	1	193.600020000	193.651968707	4000.0	18000.0	4199.2	egg
41	Spectrogram 1	1	205.362020000	205.416020000	4000.0	18000.0	4101.6	egg
50	Spectrogram 1	1	222.578020000	222.631717828	4000.0	18000.0	4296.9	egg
52	Spectrogram 1	1	224.276020000	224.326717828	4000.0	18000.0	4394.5	egg
60	Spectrogram 1	1	233.700020000	233.746241502	4000.0	18000.0	4492.2	egg
61	Spectrogram 1	1	235.440020000	235.485456401	4000.0	18000.0	4394.5	egg
62	Spectrogram 1	1	238.165446674	238.215137470	4000.0	18000.0	6835.9	egg
70	Spectrogram 1	1	252.792020000	252.850281427	4000.0	18000.0	4394.5	egg
73	Spectrogram 1	1	255.582020000	255.631594146	4000.0	18000.0	7128.9	egg
90	Spectrogram 1	1	293.590020000	293.640020000	4000.0	18000.0	7617.2	egg
344	Spectrogram 1	1	176.828853982	176.875232059	904.6	6825.7	2636.7	egg
345	Spectrogram 1	1	176.921610135	176.954737333	1069.1	6414.5	2636.7	egg
346	Spectrogram 1	1	177.047493485	177.087246122	1233.6	7648.0	2734.4	egg
348	Spectrogram 1	1	180.297271554	180.350275070	1315.8	8223.7	4394.5	egg
350	Spectrogram 1	1	181.290492497	181.346808733	1562.5	8059.2	4296.9	egg
351	Spectrogram 1	1	181.406437688	181.449503045	1315.8	9457.2	5175.8	egg
352	Spectrogram 1	1	187.016408624	187.059473981	1644.7	10855.3	3613.3	egg
353	Spectrogram 1	1	187.155542853	187.188670051	1809.2	10526.3	2636.7	egg
354	Spectrogram 1	1	193.704972223	193.748037580	1151.3	13075.7	3613.3	egg
355	Spectrogram 1	1	193.850731892	193.893797248	2713.8	12664.5	4101.6	egg
356	Spectrogram 1	1	194.529839439	194.579530235	2384.9	8059.2	4101.6	egg
357	Spectrogram 1	1	194.615970152	194.652410070	2138.2	8634.9	4296.9	egg
358	Spectrogram 1	1	194.768355261	194.811420617	2220.4	7977.0	4199.2	egg
359	Spectrogram 1	1	196.936791330	196.986482127	1480.3	11513.2	2832.0	egg
360	Spectrogram 1	1	197.026234764	197.075925560	3042.8	9457.2	3613.3	egg
