Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type	Energy Diff	Energy Par	Energy Diff (wl)	Energy Par (wl)	AHR	Exception
1	Spectrogram 1	1	35.380	35.440	4000.0	18000.0	5859.4	Sd-peep	6.289178	11.198876	NaN	NaN	46.389333	0.000000
2	Spectrogram 1	1	143.162	143.630	4000.0	18000.0	7226.6	Trill	6.368220	15.000000	NaN	NaN	56.532668	0.000000
3	Spectrogram 1	1	168.120	168.625	4000.0	18000.0	8984.4	Trill	7.103154	15.000000	NaN	NaN	43.829708	0.000000
4	Spectrogram 1	1	168.744	169.092	0.0	20899.5	195.3	Trill						
5	Spectrogram 1	1	185.077	185.149	4000.0	18000.0	13085.9	Twitter	8.338774	28.198627	NaN	NaN	61.702418	0.000000
6	Spectrogram 1	1	185.234	185.287	0.0	20370.4	195.3	Twitter						
7	Spectrogram 1	1	185.382	185.439	0.0	21164.0	195.3	Twitter						
8	Spectrogram 1	1	185.515	185.568	0.0	20502.6	195.3	Twitter						
9	Spectrogram 1	1	185.639	185.692	0.0	20502.6	195.3	Twitter						
10	Spectrogram 1	1	185.763	185.825	0.0	20238.1	195.3	Twitter						
11	Spectrogram 1	1	185.887	185.944	0.0	20502.6	195.3	Twitter						
12	Spectrogram 1	1	186.002	186.059	0.0	19841.3	195.3	Twitter						
13	Spectrogram 1	1	186.106	186.168	0.0	18254.0	195.3	Twitter						
14	Spectrogram 1	1	200.592	200.673	396.8	21296.3	12500.0	Tsik						
15	Spectrogram 1	1	200.759	200.797	0.0	10978.8	195.3	Egg						
16	Spectrogram 1	1	200.973	201.573	264.6	20238.1	8203.1	Other						
17	Spectrogram 1	1	201.759	202.350	0.0	23412.7	10156.2	Other						
18	Spectrogram 1	1	202.536	202.888	4000.0	18000.0	9375.0	Trill	5.281247	15.000000	NaN	NaN	79.126329	0.000000
19	Spectrogram 1	1	207.805	207.890	0.0	24074.1	20898.4	Tse						
20	Spectrogram 1	1	207.990	208.033	0.0	13095.2	195.3	Egg						
21	Spectrogram 1	1	208.090	208.110	4000.0	18000.0	4101.6	Egg	9.936005	14.859484	NaN	NaN	43.707102	0.000000
22	Spectrogram 1	1	208.262	208.291	0.0	9391.5	195.3	Egg						
23	Spectrogram 1	1	208.491	208.586	4000.0	18000.0	11523.4	Tsik	7.628078	26.744886	NaN	NaN	51.549513	0.000000
24	Spectrogram 1	1	212.960	213.033	4000.0	18000.0	16992.2	Tse	7.708624	14.480960	NaN	NaN	50.862491	0.000000
25	Spectrogram 1	1	213.130	213.170	4000.0	18000.0	4296.9	Egg	9.182159	15.000000	NaN	NaN	52.701175	0.000000
26	Spectrogram 1	1	213.257	213.886	0.0	21693.1	9960.9	Other						
27	Spectrogram 1	1	214.130	214.844	4000.0	18000.0	10156.2	Other	5.603543	15.000000	NaN	NaN	96.142548	0.000000
28	Spectrogram 1	1	215.027	215.532	0.0	23148.1	9375.0	Other						
