Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	0.411	0.647	4000.0	18000.0	11328.1	Trill
2	Spectrogram 1	1	3.930	4.056	4000.0	18000.0	11718.7	Trill
3	Spectrogram 1	1	41.933	42.064	4000.0	18000.0	7812.5	Trill
4	Spectrogram 1	1	42.165	42.224	3688.5	9562.8	7617.2	Phee
5	Spectrogram 1	1	42.273	42.329	4371.6	9699.5	7617.2	Phee
6	Spectrogram 1	1	42.410	42.456	4098.4	9562.8	7421.9	Phee
7	Spectrogram 1	1	42.521	42.590	3961.7	9426.2	7617.2	Phee
8	Spectrogram 1	1	42.665	42.724	4781.4	9426.2	7617.2	Phee
9	Spectrogram 1	1	42.784	42.838	4000.0	18000.0	7617.2	Phee
10	Spectrogram 1	1	42.969	43.011	5191.3	9426.2	7617.2	Phee
11	Spectrogram 1	1	51.770	52.005	4000.0	18000.0	7812.5	Trill
12	Spectrogram 1	1	52.244	52.815	4000.0	18000.0	7812.5	Phee
13	Spectrogram 1	1	63.584	64.781	4000.0	18000.0	8007.8	Trillphee
14	Spectrogram 1	1	71.020	71.294	4000.0	18000.0	6445.3	Trill
15	Spectrogram 1	1	72.096	72.142	3961.7	13524.6	9765.6	Twitter
16	Spectrogram 1	1	72.253	72.316	4000.0	18000.0	7617.2	Twitter
17	Spectrogram 1	1	72.403	72.460	4000.0	18000.0	6835.9	Twitter
18	Spectrogram 1	1	72.534	72.584	4000.0	18000.0	7031.2	Twitter
19	Spectrogram 1	1	72.661	72.712	4000.0	18000.0	7226.6	Twitter
20	Spectrogram 1	1	72.775	72.834	4000.0	18000.0	7031.2	Twitter
21	Spectrogram 1	1	72.906	72.966	4000.0	18000.0	6835.9	Twitter
22	Spectrogram 1	1	73.040	73.089	2049.2	11338.8	7226.6	Twitter
23	Spectrogram 1	1	74.994	75.422	4000.0	18000.0	10351.6	Trill
24	Spectrogram 1	1	83.012	83.316	4000.0	18000.0	7617.2	Trill
25	Spectrogram 1	1	89.833	90.081	4000.0	18000.0	7617.2	Trill
26	Spectrogram 1	1	95.540	95.723	4000.0	18000.0	7812.5	Trill
27	Spectrogram 1	1	97.939	98.040	4000.0	18000.0	8007.8	Sd-peep
28	Spectrogram 1	1	100.397	100.489	1639.3	12704.9	7421.9	Sd-peep
29	Spectrogram 1	1	101.550	101.896	4000.0	18000.0	7617.2	Trill
30	Spectrogram 1	1	102.711	102.753	4371.6	13797.8	10351.6	Twitter
31	Spectrogram 1	1	102.845	102.897	3825.1	12704.9	7421.9	Twitter
32	Spectrogram 1	1	102.972	103.024	3005.5	12158.5	7421.9	Twitter
33	Spectrogram 1	1	103.086	103.145	2459.0	11475.4	7226.6	Twitter
34	Spectrogram 1	1	103.204	103.253	2459.0	11338.8	7031.2	Twitter
35	Spectrogram 1	1	103.331	103.377	3278.7	11338.8	7226.6	Twitter
36	Spectrogram 1	1	105.380	105.576	4000.0	18000.0	4492.2	Trill
37	Spectrogram 1	1	123.632	123.891	4000.0	18000.0	7617.2	Trill
38	Spectrogram 1	1	124.140	124.930	4000.0	18000.0	7812.5	Phee
39	Spectrogram 1	1	144.856	144.980	4000.0	18000.0	7812.5	Trill
40	Spectrogram 1	1	145.555	145.784	4235.0	10792.3	7617.2	Phee
41	Spectrogram 1	1	148.290	148.557	3929.0	17929.0	7226.6	Trill
42	Spectrogram 1	1	158.994	159.160	4000.0	18000.0	7617.2	Trill
43	Spectrogram 1	1	159.278	160.362	4000.0	18000.0	7812.5	Phee
44	Spectrogram 1	1	163.739	164.008	3792.3	17792.3	6835.9	Trill
45	Spectrogram 1	1	178.183	178.464	4000.0	18000.0	7226.6	Trill
46	Spectrogram 1	1	187.783	188.036	3929.0	17929.0	7226.6	Trill
47	Spectrogram 1	1	189.332	189.775	4000.0	18000.0	7031.2	Trill
48	Spectrogram 1	1	189.924	190.428	4000.0	18000.0	7812.5	Phee
49	Spectrogram 1	1	194.736	194.801	4000.0	18000.0	7812.5	Trill
50	Spectrogram 1	1	195.114	195.311	4000.0	18000.0	7421.9	Phee
51	Spectrogram 1	1	195.356	195.418	5054.6	9699.5	7421.9	Phee
52	Spectrogram 1	1	195.484	195.526	5054.6	10245.9	7421.9	Phee
53	Spectrogram 1	1	195.608	195.663	4508.2	9972.7	7617.2	Phee
54	Spectrogram 1	1	206.481	207.183	4000.0	18000.0	7812.5	Phee
55	Spectrogram 1	1	210.472	210.723	4000.0	18000.0	7812.5	Trill
56	Spectrogram 1	1	211.435	211.497	4508.2	13524.6	8593.7	Twitter
57	Spectrogram 1	1	211.595	211.654	3005.5	12568.3	7226.6	Twitter
58	Spectrogram 1	1	211.729	211.791	1776.0	11748.6	7031.2	Twitter
59	Spectrogram 1	1	211.882	211.938	4371.6	11338.8	7226.6	Twitter
60	Spectrogram 1	1	215.136	215.244	4000.0	18000.0	7226.6	Trill
61	Spectrogram 1	1	218.203	218.546	3929.0	17929.0	7421.9	Trill
62	Spectrogram 1	1	219.434	219.473	5601.1	15027.3	10156.2	Twitter
63	Spectrogram 1	1	219.558	219.610	1912.6	13251.4	7031.2	Twitter
64	Spectrogram 1	1	219.695	219.744	1912.6	11475.4	6835.9	Twitter
65	Spectrogram 1	1	219.823	219.865	1776.0	11475.4	6835.9	Twitter
66	Spectrogram 1	1	219.940	219.993	2049.2	10929.0	6835.9	Twitter
67	Spectrogram 1	1	220.071	220.110	2459.0	10519.1	8593.7	Twitter
68	Spectrogram 1	1	220.208	220.254	3005.5	9699.5	6250.0	Twitter
69	Spectrogram 1	1	225.258	225.340	4000.0	18000.0	9960.9	Tse
