Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	77.26	78.05	4000.0	18000.0	18000.0	Trill
2	Spectrogram 1	1	88.74	89.64	4000.0	18000.0	18000.0	Phee
3	Spectrogram 1	1	89.91	90.71	4000.0	18000.0	18000.0	Phee
4	Spectrogram 1	1	90.99	91.86	4000.0	18000.0	18000.0	Phee
5	Spectrogram 1	1	121.02	121.38	4000.0	18000.0	18000.0	Trill
6	Spectrogram 1	1	122.82	123.68	4000.0	18000.0	18000.0	Twitter
7	Spectrogram 1	1	135.82	136.71	4000.0	18000.0	18000.0	Trillphee
8	Spectrogram 1	1	138.86	139.07	4000.0	18000.0	18000.0	Trill
9	Spectrogram 1	1	164.7	165.71	4000.0	18000.0	18000.0	Trillphee
10	Spectrogram 1	1	173.26	173.6	4000.0	18000.0	18000.0	Trill
11	Spectrogram 1	1	178.84	179.65	4000.0	18000.0	18000.0	Trill
12	Spectrogram 1	1	192.48	193.31	4000.0	18000.0	18000.0	Trillphee
13	Spectrogram 1	1	214.89	215.13	4000.0	18000.0	18000.0	Trill
14	Spectrogram 1	1	256.78	257.46	4000.0	18000.0	18000.0	Trill
15	Spectrogram 1	1	282.81	283.89	4000.0	18000.0	18000.0	Phee
16	Spectrogram 1	1	284.24	285.05	4000.0	18000.0	18000.0	Phee
17	Spectrogram 1	1	285.25	286.07	4000.0	18000.0	18000.0	Phee
18	Spectrogram 1	1	307.21	307.72	4000.0	18000.0	18000.0	Trill
19	Spectrogram 1	1	346.27	346.8	4000.0	18000.0	18000.0	Trill
20	Spectrogram 1	1	360.01	360.43	4000.0	18000.0	18000.0	Trill
21	Spectrogram 1	1	360.54	360.9	4000.0	18000.0	18000.0	Trill
22	Spectrogram 1	1	361.02	361.74	4000.0	18000.0	18000.0	Trill
23	Spectrogram 1	1	361.83	361.95	4000.0	18000.0	18000.0	Trill
24	Spectrogram 1	1	406.43	406.47	4000.0	18000.0	18000.0	Sd-peep
25	Spectrogram 1	1	406.79	406.83	4000.0	18000.0	18000.0	Trill
26	Spectrogram 1	1	406.89	406.95	4000.0	18000.0	18000.0	Phee
27	Spectrogram 1	1	407.01	407.05	4000.0	18000.0	18000.0	Sd-peep
28	Spectrogram 1	1	408.82	408.85	4000.0	18000.0	18000.0	Sd-peep
29	Spectrogram 1	1	408.99	409.49	4000.0	18000.0	18000.0	Trill
30	Spectrogram 1	1	409.6	409.98	4000.0	18000.0	18000.0	Trill
31	Spectrogram 1	1	410.1	410.85	4000.0	18000.0	18000.0	Trill
32	Spectrogram 1	1	410.95	411.08	4000.0	18000.0	18000.0	Phee
