Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Max Freq (Hz)	Call Type
1	Spectrogram 1	1	110.97	111.48	4000.0	18000.0	18000.0	Trill
2	Spectrogram 1	1	111.62	111.94	4000.0	18000.0	18000.0	Trill
3	Spectrogram 1	1	112.06	112.39	4000.0	18000.0	18000.0	Trill
4	Spectrogram 1	1	112.52	112.78	4000.0	18000.0	18000.0	Trill
5	Spectrogram 1	1	112.92	113.05	4000.0	18000.0	18000.0	Phee
6	Spectrogram 1	1	195.41	195.93	4000.0	18000.0	18000.0	Trill
7	Spectrogram 1	1	196.02	196.11	4000.0	18000.0	18000.0	Twitter
8	Spectrogram 1	1	221.74	221.79	4000.0	18000.0	18000.0	Tse
9	Spectrogram 1	1	221.91	223.52	4000.0	18000.0	18000.0	Trill
10	Spectrogram 1	1	223.63	223.93	4000.0	18000.0	18000.0	Phee
11	Spectrogram 1	1	224.04	224.27	4000.0	18000.0	18000.0	Phee
12	Spectrogram 1	1	224.37	224.49	4000.0	18000.0	18000.0	Phee
13	Spectrogram 1	1	235.84	236.36	4000.0	18000.0	18000.0	Tse
14	Spectrogram 1	1	237.17	237.21	4000.0	18000.0	18000.0	Sd-peep
15	Spectrogram 1	1	237.53	237.59	4000.0	18000.0	18000.0	Sd-peep
16	Spectrogram 1	1	239.43	239.48	4000.0	18000.0	18000.0	Sd-peep
17	Spectrogram 1	1	240.39	240.44	4000.0	18000.0	18000.0	Sd-peep
18	Spectrogram 1	1	240.56	240.62	4000.0	18000.0	18000.0	Tse
19	Spectrogram 1	1	240.7	241.17	4000.0	18000.0	18000.0	Trill
20	Spectrogram 1	1	241.3	241.75	4000.0	18000.0	18000.0	Trill
21	Spectrogram 1	1	241.89	242.29	4000.0	18000.0	18000.0	Trill
22	Spectrogram 1	1	242.41	242.73	4000.0	18000.0	18000.0	Trill
23	Spectrogram 1	1	242.85	243.09	4000.0	18000.0	18000.0	Phee
24	Spectrogram 1	1	243.21	243.34	4000.0	18000.0	18000.0	Phee
25	Spectrogram 1	1	755.63	756.48	4000.0	18000.0	18000.0	Trill
26	Spectrogram 1	1	1092.01	1092.49	4000.0	18000.0	18000.0	Trill
27	Spectrogram 1	1	1092.65	1092.82	4000.0	18000.0	18000.0	Trill
28	Spectrogram 1	1	1092.95	1093.09	4000.0	18000.0	18000.0	Trill
29	Spectrogram 1	1	1093.22	1093.33	4000.0	18000.0	18000.0	Twitter
30	Spectrogram 1	1	1206.42	1206.46	4000.0	18000.0	18000.0	Sd-peep
31	Spectrogram 1	1	1206.71	1207.1	4000.0	18000.0	18000.0	Trill
32	Spectrogram 1	1	1207.21	1207.47	4000.0	18000.0	18000.0	Trill
33	Spectrogram 1	1	1207.59	1207.91	4000.0	18000.0	18000.0	Trill
34	Spectrogram 1	1	1208.03	1208.27	4000.0	18000.0	18000.0	Trill
35	Spectrogram 1	1	1208.4	1208.52	4000.0	18000.0	18000.0	Trill
36	Spectrogram 1	1	1297.4	1297.79	4000.0	18000.0	18000.0	Trill
37	Spectrogram 1	1	1315.75	1316.19	4000.0	18000.0	18000.0	Trill
38	Spectrogram 1	1	1316.28	1316.61	4000.0	18000.0	18000.0	Trill
39	Spectrogram 1	1	1316.73	1317.01	4000.0	18000.0	18000.0	Trill
40	Spectrogram 1	1	1317.12	1317.36	4000.0	18000.0	18000.0	Trill
41	Spectrogram 1	1	1317.47	1317.65	4000.0	18000.0	18000.0	Trill
42	Spectrogram 1	1	1440.42	1440.87	4000.0	18000.0	18000.0	Trill
43	Spectrogram 1	1	1441.0	1441.33	4000.0	18000.0	18000.0	Trill
44	Spectrogram 1	1	1441.47	1441.82	4000.0	18000.0	18000.0	Trill
45	Spectrogram 1	1	1441.94	1442.22	4000.0	18000.0	18000.0	Trill
46	Spectrogram 1	1	1513.72	1514.12	4000.0	18000.0	18000.0	Trill
47	Spectrogram 1	1	1681.7	1682.18	4000.0	18000.0	18000.0	Trill
